areaNm,daywkDivNm,touNum,baseYmd
서울특별시,월요일,1370705.0,2022-03-14
부산광역시,월요일,330792.0,2022-03-14
대구광역시,월요일,220867.5,2022-03-14
인천광역시,월요일,321674.5,2022-03-14
광주광역시,월요일,151756.5,2022-03-14
대전광역시,월요일,197050.0,2022-03-14
울산광역시,월요일,110313.0,2022-03-14
세종특별자치시,월요일,68915.0,2022-03-14
경기도,월요일,1368850.0,2022-03-14
강원도,월요일,260610.0,2022-03-14
충청북도,월요일,232960.0,2022-03-14
충청남도,월요일,337176.0,2022-03-14
전라북도,월요일,185426.5,2022-03-14
전라남도,월요일,243372.5,2022-03-14
경상북도,월요일,356573.0,2022-03-14
경상남도,월요일,314401.5,2022-03-14
제주특별자치도,월요일,146097.0,2022-03-14
서울특별시,화요일,1445867.5,2022-03-15
부산광역시,화요일,341358.5,2022-03-15
대구광역시,화요일,228084.5,2022-03-15
인천광역시,화요일,344288.0,2022-03-15
광주광역시,화요일,153342.0,2022-03-15
대전광역시,화요일,203406.0,2022-03-15
울산광역시,화요일,119378.0,2022-03-15
세종특별자치시,화요일,75033.0,2022-03-15
경기도,화요일,1491581.0,2022-03-15
강원도,화요일,277697.0,2022-03-15
충청북도,화요일,254537.5,2022-03-15
충청남도,화요일,366163.0,2022-03-15
전라북도,화요일,195790.0,2022-03-15
전라남도,화요일,276570.0,2022-03-15
경상북도,화요일,388027.5,2022-03-15
경상남도,화요일,343182.0,2022-03-15
제주특별자치도,화요일,144931.5,2022-03-15
서울특별시,수요일,1466311.0,2022-03-16
부산광역시,수요일,345971.5,2022-03-16
대구광역시,수요일,230821.5,2022-03-16
인천광역시,수요일,354970.0,2022-03-16
광주광역시,수요일,154766.5,2022-03-16
대전광역시,수요일,205922.5,2022-03-16
울산광역시,수요일,121572.5,2022-03-16
세종특별자치시,수요일,75778.5,2022-03-16
경기도,수요일,1523756.5,2022-03-16
강원도,수요일,288148.0,2022-03-16
충청북도,수요일,260043.0,2022-03-16
충청남도,수요일,374283.0,2022-03-16
전라북도,수요일,198824.5,2022-03-16
전라남도,수요일,286100.5,2022-03-16
경상북도,수요일,397292.0,2022-03-16
경상남도,수요일,351638.0,2022-03-16
제주특별자치도,수요일,147479.5,2022-03-16
서울특별시,목요일,1470917.0,2022-03-17
부산광역시,목요일,341953.5,2022-03-17
대구광역시,목요일,230037.5,2022-03-17
인천광역시,목요일,352866.5,2022-03-17
광주광역시,목요일,155890.0,2022-03-17
대전광역시,목요일,203623.0,2022-03-17
울산광역시,목요일,118734.0,2022-03-17
세종특별자치시,목요일,71396.5,2022-03-17
경기도,목요일,1528040.5,2022-03-17
강원도,목요일,316134.0,2022-03-17
충청북도,목요일,252546.0,2022-03-17
충청남도,목요일,362068.0,2022-03-17
전라북도,목요일,193553.5,2022-03-17
전라남도,목요일,267029.0,2022-03-17
경상북도,목요일,371658.0,2022-03-17
경상남도,목요일,338149.0,2022-03-17
제주특별자치도,목요일,149163.0,2022-03-17
서울특별시,금요일,1549975.0,2022-03-18
부산광역시,금요일,364339.5,2022-03-18
대구광역시,금요일,253281.0,2022-03-18
인천광역시,금요일,374811.5,2022-03-18
광주광역시,금요일,170747.5,2022-03-18
대전광역시,금요일,218820.0,2022-03-18
울산광역시,금요일,119581.0,2022-03-18
세종특별자치시,금요일,77304.5,2022-03-18
경기도,금요일,1584537.5,2022-03-18
강원도,금요일,338842.0,2022-03-18
충청북도,금요일,266353.5,2022-03-18
충청남도,금요일,375371.5,2022-03-18
전라북도,금요일,213083.5,2022-03-18
전라남도,금요일,278204.5,2022-03-18
경상북도,금요일,381895.5,2022-03-18
경상남도,금요일,349345.5,2022-03-18
제주특별자치도,금요일,157122.0,2022-03-18
서울특별시,토요일,1595359.5,2022-03-19
부산광역시,토요일,430290.0,2022-03-19
대구광역시,토요일,297423.0,2022-03-19
인천광역시,토요일,432330.5,2022-03-19
광주광역시,토요일,192269.0,2022-03-19
대전광역시,토요일,247324.0,2022-03-19
울산광역시,토요일,129902.5,2022-03-19
세종특별자치시,토요일,81256.0,2022-03-19
경기도,토요일,1746195.5,2022-03-19
강원도,토요일,410452.0,2022-03-19
충청북도,토요일,286027.0,2022-03-19
충청남도,토요일,443187.5,2022-03-19
전라북도,토요일,253841.0,2022-03-19
전라남도,토요일,338383.5,2022-03-19
경상북도,토요일,445574.5,2022-03-19
경상남도,토요일,423384.5,2022-03-19
제주특별자치도,토요일,163177.0,2022-03-19
서울특별시,일요일,1402180.5,2022-03-20
부산광역시,일요일,412230.0,2022-03-20
대구광역시,일요일,269314.5,2022-03-20
인천광역시,일요일,425607.0,2022-03-20
광주광역시,일요일,167737.5,2022-03-20
대전광역시,일요일,226016.0,2022-03-20
울산광역시,일요일,132513.5,2022-03-20
세종특별자치시,일요일,80122.0,2022-03-20
경기도,일요일,1762642.0,2022-03-20
강원도,일요일,415201.5,2022-03-20
충청북도,일요일,296509.5,2022-03-20
충청남도,일요일,459049.5,2022-03-20
전라북도,일요일,255062.5,2022-03-20
전라남도,일요일,369533.5,2022-03-20
경상북도,일요일,496216.0,2022-03-20
경상남도,일요일,461321.0,2022-03-20
제주특별자치도,일요일,167734.0,2022-03-20
서울특별시,월요일,1479240.0,2022-03-21
부산광역시,월요일,359712.5,2022-03-21
대구광역시,월요일,236943.0,2022-03-21
인천광역시,월요일,359292.5,2022-03-21
광주광역시,월요일,158427.5,2022-03-21
대전광역시,월요일,207490.5,2022-03-21
울산광역시,월요일,120757.0,2022-03-21
세종특별자치시,월요일,74721.5,2022-03-21
경기도,월요일,1545446.0,2022-03-21
강원도,월요일,320824.0,2022-03-21
충청북도,월요일,258405.0,2022-03-21
충청남도,월요일,375280.5,2022-03-21
전라북도,월요일,202566.0,2022-03-21
전라남도,월요일,279405.0,2022-03-21
경상북도,월요일,397883.5,2022-03-21
경상남도,월요일,357024.5,2022-03-21
제주특별자치도,월요일,163061.5,2022-03-21
서울특별시,화요일,1533217.0,2022-03-22
부산광역시,화요일,362684.0,2022-03-22
대구광역시,화요일,240198.0,2022-03-22
인천광역시,화요일,368494.0,2022-03-22
광주광역시,화요일,162820.0,2022-03-22
대전광역시,화요일,211088.5,2022-03-22
울산광역시,화요일,126528.5,2022-03-22
세종특별자치시,화요일,80237.5,2022-03-22
경기도,화요일,1604025.5,2022-03-22
강원도,화요일,324768.5,2022-03-22
충청북도,화요일,271309.5,2022-03-22
충청남도,화요일,388605.0,2022-03-22
전라북도,화요일,207018.0,2022-03-22
전라남도,화요일,293363.0,2022-03-22
경상북도,화요일,411943.0,2022-03-22
경상남도,화요일,367146.5,2022-03-22
제주특별자치도,화요일,162113.0,2022-03-22
서울특별시,수요일,1536521.0,2022-03-23
부산광역시,수요일,366716.0,2022-03-23
대구광역시,수요일,241951.5,2022-03-23
인천광역시,수요일,372113.0,2022-03-23
광주광역시,수요일,163464.0,2022-03-23
대전광역시,수요일,212191.0,2022-03-23
울산광역시,수요일,126528.5,2022-03-23
세종특별자치시,수요일,79415.0,2022-03-23
경기도,수요일,1594743.5,2022-03-23
강원도,수요일,322213.5,2022-03-23
충청북도,수요일,273122.5,2022-03-23
충청남도,수요일,386162.0,2022-03-23
전라북도,수요일,208099.5,2022-03-23
전라남도,수요일,292806.5,2022-03-23
경상북도,수요일,410228.0,2022-03-23
경상남도,수요일,368571.0,2022-03-23
제주특별자치도,수요일,166425.0,2022-03-23
서울특별시,목요일,1582497.0,2022-03-24
부산광역시,목요일,373751.0,2022-03-24
대구광역시,목요일,249140.5,2022-03-24
인천광역시,목요일,376075.0,2022-03-24
광주광역시,목요일,167926.5,2022-03-24
대전광역시,목요일,216317.5,2022-03-24
울산광역시,목요일,130469.5,2022-03-24
세종특별자치시,목요일,81686.5,2022-03-24
경기도,목요일,1624871.5,2022-03-24
강원도,목요일,328349.0,2022-03-24
충청북도,목요일,276650.5,2022-03-24
충청남도,목요일,398373.5,2022-03-24
전라북도,목요일,214018.0,2022-03-24
전라남도,목요일,307538.0,2022-03-24
경상북도,목요일,427451.5,2022-03-24
경상남도,목요일,382126.5,2022-03-24
제주특별자치도,목요일,174821.5,2022-03-24
서울특별시,금요일,1665583.5,2022-03-25
부산광역시,금요일,408912.0,2022-03-25
대구광역시,금요일,273787.5,2022-03-25
인천광역시,금요일,404817.0,2022-03-25
광주광역시,금요일,183039.5,2022-03-25
대전광역시,금요일,232477.0,2022-03-25
울산광역시,금요일,136713.5,2022-03-25
세종특별자치시,금요일,84476.0,2022-03-25
경기도,금요일,1728762.0,2022-03-25
강원도,금요일,375644.5,2022-03-25
충청북도,금요일,296345.0,2022-03-25
충청남도,금요일,415674.0,2022-03-25
전라북도,금요일,233243.5,2022-03-25
전라남도,금요일,313726.0,2022-03-25
경상북도,금요일,452490.5,2022-03-25
경상남도,금요일,402622.5,2022-03-25
제주특별자치도,금요일,166400.5,2022-03-25
서울특별시,토요일,1745845.5,2022-03-26
부산광역시,토요일,487368.0,2022-03-26
대구광역시,토요일,330711.5,2022-03-26
인천광역시,토요일,483248.5,2022-03-26
광주광역시,토요일,212656.5,2022-03-26
대전광역시,토요일,264183.5,2022-03-26
울산광역시,토요일,150661.0,2022-03-26
세종특별자치시,토요일,89246.5,2022-03-26
경기도,토요일,1958302.5,2022-03-26
강원도,토요일,462052.5,2022-03-26
충청북도,토요일,330480.5,2022-03-26
충청남도,토요일,495834.5,2022-03-26
전라북도,토요일,281113.0,2022-03-26
전라남도,토요일,374780.0,2022-03-26
경상북도,토요일,543875.5,2022-03-26
경상남도,토요일,491246.0,2022-03-26
제주특별자치도,토요일,189430.5,2022-03-26
서울특별시,일요일,1524173.0,2022-03-27
부산광역시,일요일,468135.5,2022-03-27
대구광역시,일요일,296019.5,2022-03-27
인천광역시,일요일,474386.5,2022-03-27
광주광역시,일요일,186847.5,2022-03-27
대전광역시,일요일,242728.5,2022-03-27
울산광역시,일요일,157090.5,2022-03-27
세종특별자치시,일요일,85298.5,2022-03-27
경기도,일요일,1979967.5,2022-03-27
강원도,일요일,476308.0,2022-03-27
충청북도,일요일,344435.0,2022-03-27
충청남도,일요일,522914.0,2022-03-27
전라북도,일요일,292474.0,2022-03-27
전라남도,일요일,442379.0,2022-03-27
경상북도,일요일,609602.0,2022-03-27
경상남도,일요일,543697.0,2022-03-27
제주특별자치도,일요일,183505.0,2022-03-27
서울특별시,월요일,1586431.0,2022-03-28
부산광역시,월요일,387366.0,2022-03-28
대구광역시,월요일,255930.5,2022-03-28
인천광역시,월요일,389826.5,2022-03-28
광주광역시,월요일,172186.0,2022-03-28
대전광역시,월요일,222050.5,2022-03-28
울산광역시,월요일,132104.0,2022-03-28
세종특별자치시,월요일,79026.5,2022-03-28
경기도,월요일,1675303.0,2022-03-28
강원도,월요일,352128.0,2022-03-28
충청북도,월요일,280812.0,2022-03-28
충청남도,월요일,405702.5,2022-03-28
전라북도,월요일,221497.5,2022-03-28
전라남도,월요일,307569.5,2022-03-28
경상북도,월요일,442344.0,2022-03-28
경상남도,월요일,394765.0,2022-03-28
제주특별자치도,월요일,183515.5,2022-03-28
서울특별시,화요일,1632725.5,2022-03-29
부산광역시,화요일,390439.0,2022-03-29
대구광역시,화요일,256987.5,2022-03-29
인천광역시,화요일,399871.5,2022-03-29
광주광역시,화요일,173463.5,2022-03-29
대전광역시,화요일,224245.0,2022-03-29
울산광역시,화요일,137081.0,2022-03-29
세종특별자치시,화요일,83825.0,2022-03-29
경기도,화요일,1720848.5,2022-03-29
강원도,화요일,347508.0,2022-03-29
충청북도,화요일,288771.0,2022-03-29
충청남도,화요일,418964.0,2022-03-29
전라북도,화요일,223086.5,2022-03-29
전라남도,화요일,320138.0,2022-03-29
경상북도,화요일,455000.0,2022-03-29
경상남도,화요일,412989.5,2022-03-29
제주특별자치도,화요일,178339.0,2022-03-29
서울특별시,수요일,1638238.0,2022-03-30
부산광역시,수요일,388073.0,2022-03-30
대구광역시,수요일,258352.5,2022-03-30
인천광역시,수요일,398800.5,2022-03-30
광주광역시,수요일,174429.5,2022-03-30
대전광역시,수요일,223853.0,2022-03-30
울산광역시,수요일,136325.0,2022-03-30
세종특별자치시,수요일,82155.5,2022-03-30
경기도,수요일,1719791.5,2022-03-30
강원도,수요일,334138.0,2022-03-30
충청북도,수요일,282016.0,2022-03-30
충청남도,수요일,406192.5,2022-03-30
전라북도,수요일,215946.5,2022-03-30
전라남도,수요일,300664.0,2022-03-30
경상북도,수요일,442697.5,2022-03-30
경상남도,수요일,402097.5,2022-03-30
제주특별자치도,수요일,172053.0,2022-03-30
서울특별시,목요일,1688956.5,2022-03-31
부산광역시,목요일,394628.5,2022-03-31
대구광역시,목요일,260396.5,2022-03-31
인천광역시,목요일,414970.5,2022-03-31
광주광역시,목요일,177807.0,2022-03-31
대전광역시,목요일,225358.0,2022-03-31
울산광역시,목요일,136080.0,2022-03-31
세종특별자치시,목요일,81959.5,2022-03-31
경기도,목요일,1782732.0,2022-03-31
강원도,목요일,339517.5,2022-03-31
충청북도,목요일,284707.5,2022-03-31
충청남도,목요일,412912.5,2022-03-31
전라북도,목요일,220181.5,2022-03-31
전라남도,목요일,307832.0,2022-03-31
경상북도,목요일,439659.5,2022-03-31
경상남도,목요일,408310.0,2022-03-31
제주특별자치도,목요일,177103.5,2022-03-31
서울특별시,금요일,1324011.5,2022-04-01
부산광역시,금요일,270147.5,2022-04-01
대구광역시,금요일,197022.0,2022-04-01
인천광역시,금요일,347886.0,2022-04-01
광주광역시,금요일,126864.5,2022-04-01
대전광역시,금요일,152761.0,2022-04-01
울산광역시,금요일,94811.5,2022-04-01
세종특별자치시,금요일,57312.5,2022-04-01
경기도,금요일,1381691.5,2022-04-01
강원도,금요일,286230.0,2022-04-01
충청북도,금요일,216748.0,2022-04-01
충청남도,금요일,312606.0,2022-04-01
전라북도,금요일,170429.0,2022-04-01
전라남도,금요일,256214.0,2022-04-01
경상북도,금요일,350738.5,2022-04-01
경상남도,금요일,331765.0,2022-04-01
제주특별자치도,금요일,149443.0,2022-04-01
서울특별시,토요일,1623618.5,2022-04-02
부산광역시,토요일,393984.5,2022-04-02
대구광역시,토요일,294476.0,2022-04-02
인천광역시,토요일,504745.5,2022-04-02
광주광역시,토요일,183830.5,2022-04-02
대전광역시,토요일,226170.0,2022-04-02
울산광역시,토요일,140112.0,2022-04-02
세종특별자치시,토요일,84941.5,2022-04-02
경기도,토요일,1935157.0,2022-04-02
강원도,토요일,473728.5,2022-04-02
충청북도,토요일,339965.5,2022-04-02
충청남도,토요일,548390.5,2022-04-02
전라북도,토요일,286170.5,2022-04-02
전라남도,토요일,462070.0,2022-04-02
경상북도,토요일,595497.0,2022-04-02
경상남도,토요일,552993.0,2022-04-02
제주특별자치도,토요일,165266.5,2022-04-02
서울특별시,일요일,1373085.0,2022-04-03
부산광역시,일요일,366247.0,2022-04-03
대구광역시,일요일,258328.0,2022-04-03
인천광역시,일요일,457481.5,2022-04-03
광주광역시,일요일,151963.0,2022-04-03
대전광역시,일요일,199717.0,2022-04-03
울산광역시,일요일,136766.0,2022-04-03
세종특별자치시,일요일,76167.0,2022-04-03
경기도,일요일,1821438.5,2022-04-03
강원도,일요일,431623.5,2022-04-03
충청북도,일요일,322465.5,2022-04-03
충청남도,일요일,510940.5,2022-04-03
전라북도,일요일,266913.5,2022-04-03
전라남도,일요일,462696.5,2022-04-03
경상북도,일요일,600817.0,2022-04-03
경상남도,일요일,546311.5,2022-04-03
제주특별자치도,일요일,169904.0,2022-04-03
서울특별시,월요일,1231835.5,2022-04-04
부산광역시,월요일,243701.5,2022-04-04
대구광역시,월요일,170051.0,2022-04-04
인천광역시,월요일,318899.0,2022-04-04
광주광역시,월요일,108822.0,2022-04-04
대전광역시,월요일,135453.5,2022-04-04
울산광역시,월요일,87717.0,2022-04-04
세종특별자치시,월요일,52192.0,2022-04-04
경기도,월요일,1285161.5,2022-04-04
강원도,월요일,244100.5,2022-04-04
충청북도,월요일,187796.0,2022-04-04
충청남도,월요일,278309.5,2022-04-04
전라북도,월요일,143811.5,2022-04-04
전라남도,월요일,233817.5,2022-04-04
경상북도,월요일,322077.0,2022-04-04
경상남도,월요일,290475.5,2022-04-04
제주특별자치도,월요일,161098.0,2022-04-04
서울특별시,화요일,1273993.0,2022-04-05
부산광역시,화요일,240723.0,2022-04-05
대구광역시,화요일,170684.5,2022-04-05
인천광역시,화요일,325668.0,2022-04-05
광주광역시,화요일,107177.0,2022-04-05
대전광역시,화요일,133385.0,2022-04-05
울산광역시,화요일,89999.0,2022-04-05
세종특별자치시,화요일,54754.0,2022-04-05
경기도,화요일,1321054.0,2022-04-05
강원도,화요일,240152.5,2022-04-05
충청북도,화요일,198198.0,2022-04-05
충청남도,화요일,287038.5,2022-04-05
전라북도,화요일,146499.5,2022-04-05
전라남도,화요일,240670.5,2022-04-05
경상북도,화요일,332678.5,2022-04-05
경상남도,화요일,297034.5,2022-04-05
제주특별자치도,화요일,156306.5,2022-04-05
서울특별시,수요일,1307631.5,2022-04-06
부산광역시,수요일,244205.5,2022-04-06
대구광역시,수요일,173775.0,2022-04-06
인천광역시,수요일,331411.5,2022-04-06
광주광역시,수요일,111065.5,2022-04-06
대전광역시,수요일,139517.0,2022-04-06
울산광역시,수요일,91826.0,2022-04-06
세종특별자치시,수요일,56773.5,2022-04-06
경기도,수요일,1354808.0,2022-04-06
강원도,수요일,243404.0,2022-04-06
충청북도,수요일,207931.5,2022-04-06
충청남도,수요일,300856.5,2022-04-06
전라북도,수요일,151004.0,2022-04-06
전라남도,수요일,245126.0,2022-04-06
경상북도,수요일,337589.0,2022-04-06
경상남도,수요일,296026.5,2022-04-06
제주특별자치도,수요일,158378.5,2022-04-06
서울특별시,목요일,1353537.5,2022-04-07
부산광역시,목요일,254758.0,2022-04-07
대구광역시,목요일,178171.0,2022-04-07
인천광역시,목요일,338467.5,2022-04-07
광주광역시,목요일,114306.5,2022-04-07
대전광역시,목요일,145558.0,2022-04-07
울산광역시,목요일,93033.5,2022-04-07
세종특별자치시,목요일,57004.5,2022-04-07
경기도,목요일,1383452.0,2022-04-07
강원도,목요일,252871.5,2022-04-07
충청북도,목요일,207189.5,2022-04-07
충청남도,목요일,300986.0,2022-04-07
전라북도,목요일,150741.5,2022-04-07
전라남도,목요일,237604.5,2022-04-07
경상북도,목요일,333182.5,2022-04-07
경상남도,목요일,293888.0,2022-04-07
제주특별자치도,목요일,167734.0,2022-04-07
서울특별시,금요일,1537098.5,2022-04-08
부산광역시,금요일,312336.5,2022-04-08
대구광역시,금요일,223156.5,2022-04-08
인천광역시,금요일,390771.5,2022-04-08
광주광역시,금요일,141865.5,2022-04-08
대전광역시,금요일,182745.5,2022-04-08
울산광역시,금요일,108853.5,2022-04-08
세종특별자치시,금요일,68012.0,2022-04-08
경기도,금요일,1572539.5,2022-04-08
강원도,금요일,336644.0,2022-04-08
충청북도,금요일,261443.0,2022-04-08
충청남도,금요일,379249.5,2022-04-08
전라북도,금요일,201918.5,2022-04-08
전라남도,금요일,298410.0,2022-04-08
경상북도,금요일,404754.0,2022-04-08
경상남도,금요일,353342.5,2022-04-08
제주특별자치도,금요일,180516.0,2022-04-08
서울특별시,토요일,1875433.0,2022-04-09
부산광역시,토요일,437780.0,2022-04-09
대구광역시,토요일,315224.0,2022-04-09
인천광역시,토요일,553567.0,2022-04-09
광주광역시,토요일,191807.0,2022-04-09
대전광역시,토요일,261289.0,2022-04-09
울산광역시,토요일,146919.5,2022-04-09
세종특별자치시,토요일,94321.5,2022-04-09
경기도,토요일,2106902.0,2022-04-09
강원도,토요일,536805.5,2022-04-09
충청북도,토요일,405366.5,2022-04-09
충청남도,토요일,627228.0,2022-04-09
전라북도,토요일,327551.0,2022-04-09
전라남도,토요일,477529.5,2022-04-09
경상북도,토요일,640416.0,2022-04-09
경상남도,토요일,535475.5,2022-04-09
제주특별자치도,토요일,188874.0,2022-04-09
서울특별시,일요일,1617605.5,2022-04-10
부산광역시,일요일,403392.5,2022-04-10
대구광역시,일요일,272702.5,2022-04-10
인천광역시,일요일,508354.0,2022-04-10
광주광역시,일요일,162267.0,2022-04-10
대전광역시,일요일,223825.0,2022-04-10
울산광역시,일요일,140640.5,2022-04-10
세종특별자치시,일요일,79971.5,2022-04-10
경기도,일요일,2014022.5,2022-04-10
강원도,일요일,494595.5,2022-04-10
충청북도,일요일,380103.5,2022-04-10
충청남도,일요일,578025.0,2022-04-10
전라북도,일요일,302386.0,2022-04-10
전라남도,일요일,462658.0,2022-04-10
경상북도,일요일,628687.5,2022-04-10
경상남도,일요일,516033.0,2022-04-10
제주특별자치도,일요일,186837.0,2022-04-10
서울특별시,월요일,1406748.0,2022-04-11
부산광역시,월요일,270679.5,2022-04-11
대구광역시,월요일,190312.5,2022-04-11
인천광역시,월요일,356650.0,2022-04-11
광주광역시,월요일,121401.0,2022-04-11
대전광역시,월요일,153170.5,2022-04-11
울산광역시,월요일,95613.0,2022-04-11
세종특별자치시,월요일,58891.0,2022-04-11
경기도,월요일,1457956.5,2022-04-11
강원도,월요일,286265.0,2022-04-11
충청북도,월요일,224304.5,2022-04-11
충청남도,월요일,325759.0,2022-04-11
전라북도,월요일,165690.0,2022-04-11
전라남도,월요일,242546.5,2022-04-11
경상북도,월요일,334211.5,2022-04-11
경상남도,월요일,291760.0,2022-04-11
제주특별자치도,월요일,176764.0,2022-04-11
서울특별시,화요일,1411613.0,2022-04-12
부산광역시,화요일,268660.0,2022-04-12
대구광역시,화요일,188338.5,2022-04-12
인천광역시,화요일,354924.5,2022-04-12
광주광역시,화요일,122290.0,2022-04-12
대전광역시,화요일,151448.5,2022-04-12
울산광역시,화요일,97723.5,2022-04-12
세종특별자치시,화요일,61701.5,2022-04-12
경기도,화요일,1471169.0,2022-04-12
강원도,화요일,280252.0,2022-04-12
충청북도,화요일,227349.5,2022-04-12
충청남도,화요일,327449.5,2022-04-12
전라북도,화요일,162701.0,2022-04-12
전라남도,화요일,248664.5,2022-04-12
경상북도,화요일,338719.5,2022-04-12
경상남도,화요일,298494.0,2022-04-12
제주특별자치도,화요일,170121.0,2022-04-12
서울특별시,수요일,1407938.0,2022-04-13
부산광역시,수요일,263182.5,2022-04-13
대구광역시,수요일,189507.5,2022-04-13
인천광역시,수요일,350672.0,2022-04-13
광주광역시,수요일,122552.5,2022-04-13
대전광역시,수요일,147966.0,2022-04-13
울산광역시,수요일,95361.0,2022-04-13
세종특별자치시,수요일,56486.5,2022-04-13
경기도,수요일,1416481.5,2022-04-13
강원도,수요일,254565.5,2022-04-13
충청북도,수요일,200613.0,2022-04-13
충청남도,수요일,289502.5,2022-04-13
전라북도,수요일,152698.0,2022-04-13
전라남도,수요일,234388.0,2022-04-13
경상북도,수요일,312294.5,2022-04-13
경상남도,수요일,287007.0,2022-04-13
제주특별자치도,수요일,169515.5,2022-04-13
서울특별시,목요일,1453245.5,2022-04-14
부산광역시,목요일,267281.0,2022-04-14
대구광역시,목요일,196511.0,2022-04-14
인천광역시,목요일,365564.5,2022-04-14
광주광역시,목요일,127155.0,2022-04-14
대전광역시,목요일,156604.0,2022-04-14
울산광역시,목요일,94993.5,2022-04-14
세종특별자치시,목요일,61680.5,2022-04-14
경기도,목요일,1507789.5,2022-04-14
강원도,목요일,280693.0,2022-04-14
충청북도,목요일,215719.0,2022-04-14
충청남도,목요일,309445.5,2022-04-14
전라북도,목요일,159498.5,2022-04-14
전라남도,목요일,243453.0,2022-04-14
경상북도,목요일,320537.0,2022-04-14
경상남도,목요일,288837.5,2022-04-14
제주특별자치도,목요일,174765.5,2022-04-14
서울특별시,금요일,1616510.0,2022-04-15
부산광역시,금요일,328583.5,2022-04-15
대구광역시,금요일,235025.0,2022-04-15
인천광역시,금요일,426240.5,2022-04-15
광주광역시,금요일,152621.0,2022-04-15
대전광역시,금요일,189549.5,2022-04-15
울산광역시,금요일,114247.0,2022-04-15
세종특별자치시,금요일,72124.5,2022-04-15
경기도,금요일,1721793.5,2022-04-15
강원도,금요일,382196.5,2022-04-15
충청북도,금요일,274246.0,2022-04-15
충청남도,금요일,402101.0,2022-04-15
전라북도,금요일,206699.5,2022-04-15
전라남도,금요일,297643.5,2022-04-15
경상북도,금요일,403252.5,2022-04-15
경상남도,금요일,359173.5,2022-04-15
제주특별자치도,금요일,185689.0,2022-04-15
서울특별시,토요일,1884519.0,2022-04-16
부산광역시,토요일,455038.5,2022-04-16
대구광역시,토요일,322147.0,2022-04-16
인천광역시,토요일,594338.5,2022-04-16
광주광역시,토요일,200252.5,2022-04-16
대전광역시,토요일,263861.5,2022-04-16
울산광역시,토요일,150181.5,2022-04-16
세종특별자치시,토요일,96082.0,2022-04-16
경기도,토요일,2281125.0,2022-04-16
강원도,토요일,596396.5,2022-04-16
충청북도,토요일,398667.5,2022-04-16
충청남도,토요일,654528.0,2022-04-16
전라북도,토요일,319599.0,2022-04-16
전라남도,토요일,463543.5,2022-04-16
경상북도,토요일,620494.0,2022-04-16
경상남도,토요일,537785.5,2022-04-16
제주특별자치도,토요일,193935.0,2022-04-16
서울특별시,일요일,1630601.0,2022-04-17
부산광역시,일요일,422068.5,2022-04-17
대구광역시,일요일,286216.0,2022-04-17
인천광역시,일요일,544831.0,2022-04-17
광주광역시,일요일,168042.0,2022-04-17
대전광역시,일요일,225190.0,2022-04-17
울산광역시,일요일,144088.0,2022-04-17
세종특별자치시,일요일,87300.5,2022-04-17
경기도,일요일,2147652.5,2022-04-17
강원도,일요일,553259.0,2022-04-17
충청북도,일요일,366751.0,2022-04-17
충청남도,일요일,609465.5,2022-04-17
전라북도,일요일,298511.5,2022-04-17
전라남도,일요일,458598.0,2022-04-17
경상북도,일요일,625044.0,2022-04-17
경상남도,일요일,533452.5,2022-04-17
제주특별자치도,일요일,193228.0,2022-04-17
서울특별시,월요일,1464872.5,2022-04-18
부산광역시,월요일,293223.0,2022-04-18
대구광역시,월요일,201939.5,2022-04-18
인천광역시,월요일,381255.0,2022-04-18
광주광역시,월요일,129706.5,2022-04-18
대전광역시,월요일,161108.5,2022-04-18
울산광역시,월요일,103558.0,2022-04-18
세종특별자치시,월요일,61299.0,2022-04-18
경기도,월요일,1564874.5,2022-04-18
강원도,월요일,328961.5,2022-04-18
충청북도,월요일,231679.0,2022-04-18
충청남도,월요일,345040.5,2022-04-18
전라북도,월요일,175077.0,2022-04-18
전라남도,월요일,259850.5,2022-04-18
경상북도,월요일,354259.5,2022-04-18
경상남도,월요일,314345.5,2022-04-18
제주특별자치도,월요일,186095.0,2022-04-18
서울특별시,화요일,1521604.0,2022-04-19
부산광역시,화요일,291886.0,2022-04-19
대구광역시,화요일,203136.5,2022-04-19
인천광역시,화요일,389977.0,2022-04-19
광주광역시,화요일,130046.0,2022-04-19
대전광역시,화요일,164251.5,2022-04-19
울산광역시,화요일,106456.0,2022-04-19
세종특별자치시,화요일,65544.5,2022-04-19
경기도,화요일,1603630.0,2022-04-19
강원도,화요일,315927.5,2022-04-19
충청북도,화요일,239162.0,2022-04-19
충청남도,화요일,346759.0,2022-04-19
전라북도,화요일,173376.0,2022-04-19
전라남도,화요일,263259.5,2022-04-19
경상북도,화요일,359954.0,2022-04-19
경상남도,화요일,319252.5,2022-04-19
제주특별자치도,화요일,180162.5,2022-04-19
서울특별시,수요일,1555323.0,2022-04-20
부산광역시,수요일,296474.5,2022-04-20
대구광역시,수요일,207718.0,2022-04-20
인천광역시,수요일,398335.0,2022-04-20
광주광역시,수요일,132216.0,2022-04-20
대전광역시,수요일,165095.0,2022-04-20
울산광역시,수요일,107131.5,2022-04-20
세종특별자치시,수요일,65828.0,2022-04-20
경기도,수요일,1633439.5,2022-04-20
강원도,수요일,329486.5,2022-04-20
충청북도,수요일,247086.0,2022-04-20
충청남도,수요일,348439.0,2022-04-20
전라북도,수요일,176039.5,2022-04-20
