touNum,avgTemp,AccumulateCovid19,increase,baseYmd,festival_no,festival_yes,holiday_no,holiday_yes,PM10_no,PM10_yes,PM25_no,PM25_yes,dayRf_no,dayRf_yes
-0.4648385741524739,-0.02105263157894739,-0.12083841182887181,0.0787321063394683,2022-05-02,1,0,1,0,1,0,1,0,1,0
-0.47679604433959216,0.03684210526315786,-0.11034892931534324,0.14877300613496933,2022-05-03,1,0,1,0,1,0,1,0,1,0
-0.0973725883075332,0.20000000000000004,-0.10539089524652817,0.18967280163599182,2022-05-04,1,0,1,0,1,0,1,0,1,0
0.0,0.268421052631579,-0.10539089524652817,0.18967280163599182,2022-05-05,1,0,0,1,1,0,1,0,1,0
0.0,0.3526315789473684,-0.10539089524652817,0.18967280163599182,2022-05-06,1,0,1,0,1,0,1,0,1,0
0.0,0.33684210526315783,-0.09453336071498106,-0.0015337423312883436,2022-05-07,1,0,0,1,1,0,1,0,1,0
0.0,0.05263157894736842,-0.09071682131074525,-0.03016359918200409,2022-05-08,1,0,0,1,1,0,1,0,0,1
-0.28096823191028664,0.16315789473684209,-0.08856185007481057,-0.3486707566462168,2022-05-09,1,0,1,0,1,0,1,0,1,0
-0.3568981675984875,0.23157894736842097,-0.08368916140147807,0.17280163599182005,2022-05-10,1,0,1,0,1,0,1,0,1,0
-0.3576414697993084,0.3842105263157895,-0.08368916140147807,0.17280163599182005,2022-05-11,1,0,1,0,1,0,1,0,1,0
-0.28466858417089486,0.3789473684210526,-0.08368916140147807,0.17280163599182005,2022-05-12,1,0,1,0,1,0,1,0,1,0
0.08050286009759881,0.20526315789473676,-0.07262093042483338,-0.15132924335378323,2022-05-13,1,0,1,0,1,0,1,0,1,0
0.0,0.10000000000000002,-0.06954049505663468,-0.1712678936605317,2022-05-14,1,0,0,1,1,0,1,0,1,0
0.9692499111269107,0.14736842105263162,-0.06954049505663468,-0.1712678936605317,2022-05-15,1,0,0,1,1,0,1,0,1,0
-0.21537989205959346,0.20526315789473676,-0.06540657746294809,-0.4616564417177914,2022-05-16,1,0,1,0,1,0,1,0,1,0
-0.2661668228678538,0.3210526315789474,-0.06540657746294809,-0.4616564417177914,2022-05-17,1,0,1,0,1,0,1,0,0,1
-0.2884012539184953,0.34736842105263166,-0.06540657746294809,-0.4616564417177914,2022-05-18,1,0,1,0,1,0,1,0,0,1
-0.204004136638335,0.38947368421052625,-0.06540657746294809,-0.4616564417177914,2022-05-19,1,0,1,0,1,0,1,0,1,0
0.2237016449600879,0.363157894736842,-0.06540657746294809,-0.4616564417177914,2022-05-20,1,0,1,0,1,0,1,0,1,0
0.0,0.41578947368421043,-0.04886824004459297,-0.19785276073619631,2022-05-21,1,0,0,1,1,0,1,0,1,0
0.0,0.39473684210526316,-0.04665992793648169,-0.33844580777096117,2022-05-22,0,1,0,1,1,0,1,0,1,0
-0.1648515011472708,0.5210526315789473,-0.04665992793648169,-0.33844580777096117,2022-05-23,0,1,1,0,1,0,1,0,1,0
-0.22829072811298193,0.5578947368421053,-0.04665992793648169,-0.33844580777096117,2022-05-24,0,1,1,0,1,0,1,0,1,0
-0.2349804479203697,0.42631578947368426,-0.04665992793648169,-0.33844580777096117,2022-05-25,0,1,1,0,1,0,1,0,0,1
-0.18999450602721132,0.3315789473684211,-0.04665992793648169,-0.33844580777096117,2022-05-26,0,1,1,0,1,0,1,0,1,0
0.2259800277930388,0.41578947368421043,-0.035434341386916014,-0.42433537832310836,2022-05-27,0,1,1,0,1,0,1,0,1,0
0.0,0.4473684210526316,-0.035434341386916014,-0.42433537832310836,2022-05-28,0,1,0,1,1,0,1,0,1,0
0.0,0.47368421052631576,-0.035434341386916014,-0.42433537832310836,2022-05-29,0,1,0,1,1,0,1,0,1,0
-0.10637300843486411,0.37368421052631584,-0.03187650521273673,-0.6104294478527608,2022-05-30,1,0,1,0,1,0,1,0,1,0
0.019390492195326892,0.3578947368421053,-0.03002024286099102,-0.4059304703476483,2022-05-31,1,0,1,0,1,0,1,0,1,0
0.04602010147690916,0.41052631578947374,-0.03002024286099102,-0.4059304703476483,2022-06-01,1,0,0,1,1,0,1,0,1,0
-0.24381928061273955,0.46842105263157885,-0.03002024286099102,-0.4059304703476483,2022-06-02,1,0,1,0,1,0,1,0,1,0
0.22787060078208318,0.5631578947368421,-0.025262237062838214,-0.4621676891615542,2022-06-03,1,0,1,0,1,0,1,0,1,0
0.0,0.5631578947368421,-0.025262237062838214,-0.4621676891615542,2022-06-04,1,0,0,1,1,0,1,0,1,0
0.0,0.44210526315789467,-0.02278188650662627,-0.565439672801636,2022-06-05,1,0,0,1,1,0,1,0,0,1
1.0197621432957373,0.24210526315789482,-0.02278188650662627,-0.565439672801636,2022-06-06,1,0,0,1,1,0,1,0,0,1
-0.42426396923375237,0.268421052631579,-0.021323013652596232,-0.6048057259713702,2022-06-07,1,0,1,0,1,0,1,0,1,0
-0.44106906246970234,0.37368421052631584,-0.019757459054212997,-0.4616564417177914,2022-06-08,1,0,1,0,1,0,1,0,0,1
-0.41124002197589116,0.3052631578947369,-0.01831725550544477,-0.48568507157464214,2022-06-09,1,0,1,0,1,0,1,0,0,1
