areaNm,touNum,baseYmd,AccumulateCovid19,increase,localIncrease,CovidForeigner
울산광역시,106585.5,2022-03-03,61072.0,3389.0,3389.0,0.0
세종특별자치시,67210.5,2022-03-03,21036.0,1022.0,1022.0,0.0
경기도,1290597.0,2022-03-03,1100482.0,51943.0,51941.0,2.0
강원도,249588.5,2022-03-03,73948.0,4615.0,4615.0,0.0
충청북도,224045.5,2022-03-03,82410.0,4829.0,4820.0,9.0
충청남도,328734.0,2022-03-03,121252.0,6639.0,6639.0,0.0
전라북도,170681.0,2022-03-03,92532.0,5285.0,5280.0,5.0
전라남도,228287.5,2022-03-03,73690.0,5244.0,5240.0,4.0
경상북도,345968.0,2022-03-03,116340.0,6533.0,6529.0,4.0
경상남도,293097.0,2022-03-03,173828.0,11944.0,11942.0,2.0
제주특별자치도,125023.5,2022-03-03,37470.0,3294.0,3294.0,0.0
서울특별시,1366358.0,2022-03-04,953906.0,59269.0,59269.0,0.0
부산광역시,319802.0,2022-03-04,257324.0,23202.0,23200.0,2.0
대구광역시,220780.0,2022-03-04,161626.0,9494.0,9491.0,3.0
인천광역시,319812.5,2022-03-04,275547.0,16683.0,16681.0,2.0
광주광역시,147434.0,2022-03-04,102071.0,6774.0,6768.0,6.0
대전광역시,193858.0,2022-03-04,98466.0,5958.0,5958.0,0.0
울산광역시,111030.5,2022-03-04,66885.0,5813.0,5813.0,0.0
세종특별자치시,69205.5,2022-03-04,22613.0,1577.0,1577.0,0.0
경기도,1351045.5,2022-03-04,1177208.0,76726.0,76722.0,4.0
강원도,275999.5,2022-03-04,79533.0,5585.0,5584.0,1.0
충청북도,237086.5,2022-03-04,89148.0,6743.0,6737.0,6.0
충청남도,333872.0,2022-03-04,129514.0,8263.0,8263.0,0.0
전라북도,182518.0,2022-03-04,99070.0,6539.0,6536.0,3.0
전라남도,241643.5,2022-03-04,80102.0,6412.0,6409.0,3.0
경상북도,365694.0,2022-03-04,124722.0,8382.0,8373.0,9.0
경상남도,310261.0,2022-03-04,189827.0,15999.0,15991.0,8.0
제주특별자치도,134778.0,2022-03-04,40869.0,3399.0,3399.0,0.0
서울특별시,1487580.5,2022-03-05,1007099.0,53193.0,53191.0,2.0
부산광역시,376309.5,2022-03-05,279146.0,21822.0,21820.0,2.0
대구광역시,262958.5,2022-03-05,171189.0,9563.0,9563.0,0.0
인천광역시,414953.0,2022-03-05,294385.0,18838.0,18838.0,0.0
광주광역시,170530.5,2022-03-05,109478.0,7407.0,7398.0,9.0
대전광역시,228347.0,2022-03-05,104159.0,5693.0,5693.0,0.0
울산광역시,126819.0,2022-03-05,72466.0,5581.0,5581.0,0.0
세종특별자치시,79775.5,2022-03-05,24071.0,1458.0,1458.0,0.0
경기도,1656644.5,2022-03-05,1247452.0,70244.0,70243.0,1.0
강원도,377223.0,2022-03-05,85449.0,5916.0,5915.0,1.0
충청북도,277056.5,2022-03-05,96096.0,6948.0,6944.0,4.0
충청남도,424980.5,2022-03-05,137524.0,8010.0,8010.0,0.0
전라북도,233880.5,2022-03-05,106058.0,6988.0,6980.0,8.0
전라남도,309582.0,2022-03-05,86068.0,5967.0,5966.0,1.0
경상북도,448231.0,2022-03-05,132943.0,8221.0,8219.0,2.0
경상남도,386368.5,2022-03-05,204982.0,15155.0,15146.0,9.0
제주특별자치도,141179.5,2022-03-05,44154.0,3285.0,3285.0,0.0
서울특별시,1243067.0,2022-03-06,1056548.0,49450.0,49449.0,1.0
부산광역시,360097.5,2022-03-06,305351.0,26205.0,26204.0,1.0
대구광역시,234097.5,2022-03-06,180085.0,8896.0,8896.0,0.0
인천광역시,374444.0,2022-03-06,309244.0,14859.0,14854.0,5.0
광주광역시,146916.0,2022-03-06,116135.0,6657.0,6656.0,1.0
대전광역시,205068.5,2022-03-06,110347.0,6189.0,6189.0,0.0
울산광역시,120043.0,2022-03-06,77481.0,5015.0,5015.0,0.0
세종특별자치시,72842.0,2022-03-06,25455.0,1384.0,1384.0,0.0
경기도,1534470.0,2022-03-06,1314285.0,66837.0,66833.0,4.0
강원도,351305.5,2022-03-06,91158.0,5709.0,5702.0,7.0
충청북도,262381.0,2022-03-06,102331.0,6239.0,6230.0,9.0
충청남도,408201.5,2022-03-06,144810.0,7286.0,7285.0,1.0
전라북도,224651.0,2022-03-06,112909.0,6851.0,6840.0,11.0
전라남도,303373.0,2022-03-06,91774.0,5706.0,5704.0,2.0
경상북도,447363.0,2022-03-06,141139.0,8199.0,8191.0,8.0
경상남도,385833.0,2022-03-06,219407.0,14425.0,14417.0,8.0
제주특별자치도,143024.0,2022-03-06,47842.0,3691.0,3691.0,0.0
서울특별시,1324456.0,2022-03-07,1096106.0,39558.0,39557.0,1.0
부산광역시,316564.5,2022-03-07,331807.0,26456.0,26456.0,0.0
대구광역시,209545.0,2022-03-07,187874.0,7789.0,7789.0,0.0
인천광역시,306964.0,2022-03-07,324568.0,15324.0,15323.0,1.0
광주광역시,141414.0,2022-03-07,122609.0,6474.0,6465.0,9.0
대전광역시,190400.0,2022-03-07,116107.0,5760.0,5760.0,0.0
울산광역시,107033.5,2022-03-07,81394.0,3913.0,3913.0,0.0
세종특별자치시,67060.0,2022-03-07,26618.0,1163.0,1163.0,0.0
경기도,1317130.5,2022-03-07,1365390.0,51106.0,51097.0,9.0
강원도,251457.5,2022-03-07,96609.0,5451.0,5451.0,0.0
충청북도,223366.5,2022-03-07,107233.0,4904.0,4900.0,4.0
충청남도,327162.5,2022-03-07,151585.0,6775.0,6774.0,1.0
전라북도,176036.0,2022-03-07,118974.0,6065.0,6063.0,2.0
전라남도,230349.0,2022-03-07,97512.0,5738.0,5734.0,4.0
경상북도,348449.5,2022-03-07,148653.0,7514.0,7509.0,5.0
경상남도,295536.5,2022-03-07,232857.0,13450.0,13441.0,9.0
제주특별자치도,136752.0,2022-03-07,51075.0,3233.0,3233.0,0.0
서울특별시,1436659.0,2022-03-08,1133589.0,37484.0,37483.0,1.0
부산광역시,331901.5,2022-03-08,351170.0,19363.0,19361.0,2.0
대구광역시,222183.5,2022-03-08,195460.0,7586.0,7586.0,0.0
인천광역시,334092.5,2022-03-08,337172.0,12606.0,12603.0,3.0
광주광역시,148886.5,2022-03-08,129082.0,6473.0,6461.0,12.0
대전광역시,200658.5,2022-03-08,121715.0,5609.0,5609.0,0.0
울산광역시,114796.5,2022-03-08,85954.0,4560.0,4560.0,0.0
세종특별자치시,73402.0,2022-03-08,27967.0,1349.0,1349.0,0.0
경기도,1429865.5,2022-03-08,1418120.0,52730.0,52729.0,1.0
강원도,270637.5,2022-03-08,102067.0,5460.0,5458.0,2.0
충청북도,243131.0,2022-03-08,112969.0,5736.0,5733.0,3.0
충청남도,358739.5,2022-03-08,158582.0,6997.0,6997.0,0.0
전라북도,185440.5,2022-03-08,125238.0,6264.0,6260.0,4.0
전라남도,250005.0,2022-03-08,103526.0,6014.0,6008.0,6.0
경상북도,373751.0,2022-03-08,156027.0,7374.0,7368.0,6.0
경상남도,322385.0,2022-03-08,246887.0,14031.0,14028.0,3.0
제주특별자치도,134764.0,2022-03-08,54129.0,3054.0,3054.0,0.0
서울특별시,1202243.0,2022-03-09,1207803.0,74222.0,74222.0,0.0
부산광역시,332605.0,2022-03-09,382323.0,31153.0,31152.0,1.0
대구광역시,215418.0,2022-03-09,208359.0,12899.0,12899.0,0.0
인천광역시,369890.5,2022-03-09,356000.0,18828.0,18823.0,5.0
광주광역시,138593.0,2022-03-09,136500.0,7418.0,7413.0,5.0
대전광역시,189003.5,2022-03-09,129692.0,7977.0,7977.0,0.0
울산광역시,110148.5,2022-03-09,92536.0,6582.0,6582.0,0.0
세종특별자치시,76758.5,2022-03-09,30181.0,2214.0,2214.0,0.0
경기도,1535275.0,2022-03-09,1514802.0,96684.0,96681.0,3.0
강원도,297314.5,2022-03-09,110753.0,8686.0,8686.0,0.0
충청북도,252234.5,2022-03-09,122109.0,9149.0,9145.0,4.0
충청남도,386277.5,2022-03-09,169407.0,10825.0,10825.0,0.0
전라북도,202720.0,2022-03-09,134917.0,9679.0,9677.0,2.0
전라남도,307741.0,2022-03-09,111483.0,7957.0,7953.0,4.0
경상북도,402948.0,2022-03-09,168314.0,12287.0,12280.0,7.0
경상남도,350927.5,2022-03-09,268893.0,22006.0,22001.0,5.0
제주특별자치도,138393.5,2022-03-09,57987.0,3858.0,3858.0,0.0
서울특별시,1402138.5,2022-03-10,1274661.0,66859.0,66859.0,0.0
부산광역시,326004.0,2022-03-10,413900.0,31578.0,31568.0,10.0
대구광역시,216937.0,2022-03-10,219956.0,11601.0,11601.0,0.0
인천광역시,324016.0,2022-03-10,377975.0,21975.0,21974.0,1.0
광주광역시,147231.0,2022-03-10,142798.0,6300.0,6300.0,0.0
대전광역시,192010.0,2022-03-10,137576.0,7884.0,7884.0,0.0
울산광역시,112535.5,2022-03-10,101325.0,8789.0,8789.0,0.0
세종특별자치시,70507.5,2022-03-10,32125.0,1944.0,1944.0,0.0
경기도,1394610.0,2022-03-10,1602946.0,88144.0,88141.0,3.0
강원도,260949.5,2022-03-10,118925.0,8172.0,8169.0,3.0
충청북도,238525.0,2022-03-10,130871.0,8765.0,8765.0,0.0
충청남도,352317.0,2022-03-10,180073.0,10666.0,10664.0,2.0
전라북도,183106.0,2022-03-10,144992.0,10075.0,10072.0,3.0
전라남도,247866.5,2022-03-10,119947.0,8470.0,8467.0,3.0
경상북도,366597.0,2022-03-10,180278.0,11964.0,11960.0,4.0
경상남도,314923.0,2022-03-10,288305.0,19412.0,19410.0,2.0
제주특별자치도,137252.5,2022-03-10,62910.0,4923.0,4923.0,0.0
서울특별시,1491679.0,2022-03-11,1331263.0,56603.0,56600.0,3.0
부산광역시,355715.5,2022-03-11,436820.0,22920.0,22917.0,3.0
대구광역시,242119.5,2022-03-11,230261.0,10307.0,10307.0,0.0
인천광역시,359709.0,2022-03-11,395433.0,17458.0,17457.0,1.0
광주광역시,161182.0,2022-03-11,151646.0,8848.0,8836.0,12.0
대전광역시,206650.5,2022-03-11,144788.0,7212.0,7212.0,0.0
울산광역시,121250.5,2022-03-11,106586.0,5261.0,5261.0,0.0
세종특별자치시,75740.0,2022-03-11,33965.0,1840.0,1840.0,0.0
경기도,1508202.5,2022-03-11,1675373.0,72427.0,72420.0,7.0
강원도,298767.0,2022-03-11,126407.0,7482.0,7480.0,2.0
충청북도,265660.5,2022-03-11,138784.0,7914.0,7910.0,4.0
충청남도,371756.0,2022-03-11,190871.0,10798.0,10798.0,0.0
전라북도,204200.5,2022-03-11,153843.0,8852.0,8841.0,11.0
전라남도,276363.5,2022-03-11,128930.0,8987.0,8984.0,3.0
경상북도,398300.0,2022-03-11,190593.0,10315.0,10306.0,9.0
경상남도,350668.5,2022-03-11,309731.0,21428.0,21422.0,6.0
제주특별자치도,147336.0,2022-03-11,67199.0,4289.0,4289.0,0.0
서울특별시,1594943.0,2022-03-12,1411694.0,80437.0,80437.0,0.0
부산광역시,420668.5,2022-03-12,468786.0,31967.0,31967.0,0.0
대구광역시,288183.0,2022-03-12,243675.0,13414.0,13414.0,0.0
인천광역시,459539.5,2022-03-12,419170.0,23738.0,23735.0,3.0
광주광역시,186375.0,2022-03-12,160600.0,8954.0,8948.0,6.0
대전광역시,243117.0,2022-03-12,153303.0,8515.0,8515.0,0.0
울산광역시,137543.0,2022-03-12,115686.0,9100.0,9100.0,0.0
세종특별자치시,84994.0,2022-03-12,36477.0,2512.0,2512.0,0.0
경기도,1817305.0,2022-03-12,1783312.0,107943.0,107941.0,2.0
강원도,402542.0,2022-03-12,135841.0,9434.0,9433.0,1.0
충청북도,315605.5,2022-03-12,148660.0,9876.0,9871.0,5.0
충청남도,483483.0,2022-03-12,204514.0,13643.0,13642.0,1.0
전라북도,262237.5,2022-03-12,164677.0,10834.0,10833.0,1.0
전라남도,371539.0,2022-03-12,139147.0,10218.0,10214.0,4.0
경상북도,504238.0,2022-03-12,204159.0,13566.0,13558.0,8.0
경상남도,450198.0,2022-03-12,334012.0,24282.0,24279.0,3.0
제주특별자치도,155270.5,2022-03-12,72390.0,5191.0,5191.0,0.0
서울특별시,1266062.0,2022-03-13,1479502.0,67814.0,67814.0,0.0
부산광역시,358326.5,2022-03-13,502229.0,33443.0,33442.0,1.0
대구광역시,237093.5,2022-03-13,256368.0,12696.0,12696.0,0.0
인천광역시,368606.0,2022-03-13,439407.0,20237.0,20237.0,0.0
광주광역시,154714.0,2022-03-13,167793.0,7193.0,7191.0,2.0
대전광역시,202359.5,2022-03-13,161953.0,8650.0,8650.0,0.0
울산광역시,113820.0,2022-03-13,124853.0,9167.0,9167.0,0.0
세종특별자치시,61435.5,2022-03-13,38802.0,2325.0,2325.0,0.0
경기도,1508902.5,2022-03-13,1874781.0,91470.0,91469.0,1.0
강원도,332654.0,2022-03-13,145222.0,9381.0,9380.0,1.0
충청북도,252308.0,2022-03-13,158654.0,9997.0,9997.0,0.0
충청남도,380772.0,2022-03-13,215254.0,10740.0,10740.0,0.0
전라북도,215491.5,2022-03-13,176118.0,11441.0,11441.0,0.0
전라남도,286443.5,2022-03-13,148692.0,9546.0,9544.0,2.0
경상북도,428512.0,2022-03-13,217932.0,13773.0,13765.0,8.0
경상남도,365071.0,2022-03-13,360110.0,26098.0,26096.0,2.0
제주특별자치도,147882.0,2022-03-13,78593.0,6203.0,6203.0,0.0
서울특별시,1370705.0,2022-03-14,1536292.0,56807.0,56807.0,0.0
부산광역시,330792.0,2022-03-14,529987.0,27759.0,27756.0,3.0
대구광역시,220867.5,2022-03-14,268774.0,12406.0,12406.0,0.0
인천광역시,321674.5,2022-03-14,457646.0,18239.0,18238.0,1.0
광주광역시,151756.5,2022-03-14,176132.0,8339.0,8334.0,5.0
대전광역시,197050.0,2022-03-14,170243.0,8290.0,8290.0,0.0
울산광역시,110313.0,2022-03-14,130189.0,5336.0,5336.0,0.0
세종특별자치시,68915.0,2022-03-14,40941.0,2139.0,2139.0,0.0
경기도,1368850.0,2022-03-14,1952202.0,77421.0,77420.0,1.0
강원도,260610.0,2022-03-14,154267.0,9045.0,9044.0,1.0
충청북도,232960.0,2022-03-14,166980.0,8326.0,8324.0,2.0
충청남도,337176.0,2022-03-14,227583.0,12329.0,12329.0,0.0
전라북도,185426.5,2022-03-14,187291.0,11173.0,11168.0,5.0
전라남도,243372.5,2022-03-14,159623.0,10933.0,10933.0,0.0
경상북도,356573.0,2022-03-14,230550.0,12618.0,12615.0,3.0
경상남도,314401.5,2022-03-14,383877.0,23767.0,23762.0,5.0
제주특별자치도,146097.0,2022-03-14,83420.0,4827.0,4827.0,0.0
서울특별시,1445867.5,2022-03-15,1602354.0,66067.0,66067.0,0.0
부산광역시,341358.5,2022-03-15,556137.0,26151.0,26149.0,2.0
대구광역시,228084.5,2022-03-15,283124.0,14350.0,14350.0,0.0
인천광역시,344288.0,2022-03-15,478090.0,20445.0,20444.0,1.0
광주광역시,153342.0,2022-03-15,187305.0,11173.0,11167.0,6.0
대전광역시,203406.0,2022-03-15,178552.0,8309.0,8309.0,0.0
울산광역시,119378.0,2022-03-15,138491.0,8302.0,8302.0,0.0
세종특별자치시,75033.0,2022-03-15,43455.0,2514.0,2514.0,0.0
경기도,1491581.0,2022-03-15,2055186.0,102984.0,102983.0,1.0
강원도,277697.0,2022-03-15,163973.0,9706.0,9705.0,1.0
충청북도,254537.5,2022-03-15,177907.0,10928.0,10923.0,5.0
충청남도,366163.0,2022-03-15,243870.0,16287.0,16287.0,0.0
전라북도,195790.0,2022-03-15,198550.0,11259.0,11257.0,2.0
전라남도,276570.0,2022-03-15,171077.0,11454.0,11451.0,3.0
경상북도,388027.5,2022-03-15,245090.0,14540.0,14536.0,4.0
경상남도,343182.0,2022-03-15,407816.0,23941.0,23939.0,2.0
제주특별자치도,144931.5,2022-03-15,87320.0,3900.0,3900.0,0.0
서울특별시,1466311.0,2022-03-16,1683745.0,81395.0,81395.0,0.0
부산광역시,345971.5,2022-03-16,595574.0,39438.0,39436.0,2.0
대구광역시,230821.5,2022-03-16,299879.0,16756.0,16749.0,7.0
인천광역시,354970.0,2022-03-16,506552.0,28464.0,28453.0,11.0
광주광역시,154766.5,2022-03-16,197731.0,10426.0,10422.0,4.0
대전광역시,205922.5,2022-03-16,187365.0,8813.0,8812.0,1.0
울산광역시,121572.5,2022-03-16,148855.0,10364.0,10362.0,2.0
세종특별자치시,75778.5,2022-03-16,45487.0,2032.0,2032.0,0.0
경기도,1523756.5,2022-03-16,2149993.0,94809.0,94806.0,3.0
강원도,288148.0,2022-03-16,173626.0,9653.0,9649.0,4.0
충청북도,260043.0,2022-03-16,191661.0,13755.0,13751.0,4.0
충청남도,374283.0,2022-03-16,257572.0,13702.0,13702.0,0.0
전라북도,198824.5,2022-03-16,213947.0,15397.0,15390.0,7.0
전라남도,286100.5,2022-03-16,180388.0,9314.0,9309.0,5.0
경상북도,397292.0,2022-03-16,261872.0,16782.0,16780.0,2.0
경상남도,351638.0,2022-03-16,429712.0,21898.0,21896.0,2.0
제주특별자치도,147479.5,2022-03-16,95002.0,7682.0,7680.0,2.0
서울특별시,1470917.0,2022-03-17,1812116.0,128375.0,128375.0,0.0
부산광역시,341953.5,2022-03-17,638008.0,42435.0,42434.0,1.0
대구광역시,230037.5,2022-03-17,324347.0,24468.0,24468.0,0.0
인천광역시,352866.5,2022-03-17,539517.0,32965.0,32964.0,1.0
광주광역시,155890.0,2022-03-17,214679.0,16948.0,16948.0,0.0
대전광역시,203623.0,2022-03-17,199846.0,12481.0,12481.0,0.0
울산광역시,118734.0,2022-03-17,163623.0,14768.0,14768.0,0.0
세종특별자치시,71396.5,2022-03-17,50721.0,5234.0,5234.0,0.0
경기도,1528040.5,2022-03-17,2331981.0,181994.0,181983.0,11.0
강원도,316134.0,2022-03-17,189075.0,15449.0,15449.0,0.0
충청북도,252546.0,2022-03-17,209441.0,17780.0,17774.0,6.0
충청남도,362068.0,2022-03-17,280561.0,22989.0,22987.0,2.0
전라북도,193553.5,2022-03-17,232558.0,18611.0,18607.0,4.0
전라남도,267029.0,2022-03-17,199346.0,18958.0,18957.0,1.0
경상북도,371658.0,2022-03-17,281039.0,19167.0,19157.0,10.0
경상남도,338149.0,2022-03-17,474251.0,44539.0,44536.0,3.0
제주특별자치도,149163.0,2022-03-17,99146.0,4144.0,4144.0,0.0
서울특별시,1549975.0,2022-03-18,1894113.0,81997.0,81997.0,0.0
부산광역시,364339.5,2022-03-18,663512.0,25504.0,25504.0,0.0
대구광역시,253281.0,2022-03-18,340360.0,16013.0,16013.0,0.0
인천광역시,374811.5,2022-03-18,565315.0,25798.0,25797.0,1.0
광주광역시,170747.5,2022-03-18,230126.0,15447.0,15444.0,3.0
대전광역시,218820.0,2022-03-18,211178.0,11332.0,11332.0,0.0
울산광역시,119581.0,2022-03-18,171489.0,7866.0,7866.0,0.0
세종특별자치시,77304.5,2022-03-18,53837.0,3116.0,3116.0,0.0
경기도,1584537.5,2022-03-18,2445654.0,113673.0,113673.0,0.0
강원도,338842.0,2022-03-18,200476.0,11401.0,11401.0,0.0
충청북도,266353.5,2022-03-18,221613.0,12172.0,12170.0,2.0
충청남도,375371.5,2022-03-18,294803.0,14242.0,14242.0,0.0
전라북도,213083.5,2022-03-18,243447.0,10889.0,10888.0,1.0
전라남도,278204.5,2022-03-18,210710.0,11364.0,11363.0,1.0
경상북도,381895.5,2022-03-18,299071.0,18032.0,18029.0,3.0
경상남도,349345.5,2022-03-18,497988.0,23737.0,23731.0,6.0
제주특별자치도,157122.0,2022-03-18,103558.0,4412.0,4412.0,0.0
서울특별시,1595359.5,2022-03-19,1976240.0,82132.0,82132.0,0.0
부산광역시,430290.0,2022-03-19,689261.0,25759.0,25759.0,0.0
대구광역시,297423.0,2022-03-19,355201.0,14845.0,14845.0,0.0
인천광역시,432330.5,2022-03-19,586143.0,20838.0,20838.0,0.0
광주광역시,192269.0,2022-03-19,241692.0,11566.0,11565.0,1.0
대전광역시,247324.0,2022-03-19,222032.0,10854.0,10854.0,0.0
울산광역시,129902.5,2022-03-19,179342.0,7853.0,7853.0,0.0
세종특별자치시,81256.0,2022-03-19,56958.0,3121.0,3121.0,0.0
경기도,1746195.5,2022-03-19,2547159.0,101526.0,101523.0,3.0
강원도,410452.0,2022-03-19,211016.0,10542.0,10540.0,2.0
충청북도,286027.0,2022-03-19,233536.0,11972.0,11972.0,0.0
충청남도,443187.5,2022-03-19,310429.0,15626.0,15625.0,1.0
전라북도,253841.0,2022-03-19,253370.0,9923.0,9922.0,1.0
전라남도,338383.5,2022-03-19,221478.0,10778.0,10775.0,3.0
경상북도,445574.5,2022-03-19,314012.0,14946.0,14942.0,4.0
경상남도,423384.5,2022-03-19,520713.0,22734.0,22732.0,2.0
제주특별자치도,163177.0,2022-03-19,109951.0,6393.0,6393.0,0.0
서울특별시,1402180.5,2022-03-20,2042110.0,65870.0,65870.0,0.0
부산광역시,412230.0,2022-03-20,708804.0,19543.0,19543.0,0.0
대구광역시,269314.5,2022-03-20,368813.0,13612.0,13612.0,0.0
인천광역시,425607.0,2022-03-20,605292.0,19149.0,19149.0,0.0
광주광역시,167737.5,2022-03-20,251723.0,10031.0,10028.0,3.0
대전광역시,226016.0,2022-03-20,233517.0,11485.0,11485.0,0.0
울산광역시,132513.5,2022-03-20,186663.0,7321.0,7321.0,0.0
세종특별자치시,80122.0,2022-03-20,58909.0,1951.0,1951.0,0.0
경기도,1762642.0,2022-03-20,2635639.0,88480.0,88479.0,1.0
강원도,415201.5,2022-03-20,220213.0,9197.0,9196.0,1.0
충청북도,296509.5,2022-03-20,244808.0,11272.0,11272.0,0.0
충청남도,459049.5,2022-03-20,323074.0,12645.0,12645.0,0.0
전라북도,255062.5,2022-03-20,263055.0,9685.0,9684.0,1.0
전라남도,369533.5,2022-03-20,232376.0,10898.0,10898.0,0.0
경상북도,496216.0,2022-03-20,327002.0,12990.0,12990.0,0.0
경상남도,461321.0,2022-03-20,545049.0,24336.0,24335.0,1.0
제주특별자치도,167734.0,2022-03-20,116179.0,6228.0,6228.0,0.0
서울특별시,1479240.0,2022-03-21,2083188.0,41078.0,41078.0,0.0
부산광역시,359712.5,2022-03-21,717781.0,8977.0,8977.0,0.0
대구광역시,236943.0,2022-03-21,374944.0,6131.0,6131.0,0.0
인천광역시,359292.5,2022-03-21,617378.0,12086.0,12086.0,0.0
광주광역시,158427.5,2022-03-21,260184.0,8461.0,8460.0,1.0
대전광역시,207490.5,2022-03-21,241907.0,8390.0,8390.0,0.0
울산광역시,120757.0,2022-03-21,190902.0,4239.0,4239.0,0.0
세종특별자치시,74721.5,2022-03-21,61279.0,2370.0,2370.0,0.0
경기도,1545446.0,2022-03-21,2692548.0,56909.0,56909.0,0.0
강원도,320824.0,2022-03-21,226823.0,6610.0,6607.0,3.0
충청북도,258405.0,2022-03-21,250183.0,5375.0,5374.0,1.0
충청남도,375280.5,2022-03-21,331801.0,8727.0,8727.0,0.0
전라북도,202566.0,2022-03-21,270954.0,7899.0,7898.0,1.0
전라남도,279405.0,2022-03-21,239233.0,6857.0,6857.0,0.0
경상북도,397883.5,2022-03-21,336778.0,9776.0,9768.0,8.0
경상남도,357024.5,2022-03-21,557019.0,11970.0,11968.0,2.0
제주특별자치도,163061.5,2022-03-21,119471.0,3292.0,3292.0,0.0
서울특별시,1533217.0,2022-03-22,2148186.0,65033.0,0.0,65033.0
부산광역시,362684.0,2022-03-22,742457.0,24707.0,24707.0,0.0
대구광역시,240198.0,2022-03-22,392298.0,17360.0,0.0,17360.0
인천광역시,368494.0,2022-03-22,634945.0,17569.0,17568.0,1.0
광주광역시,162820.0,2022-03-22,267168.0,6986.0,6985.0,1.0
대전광역시,211088.5,2022-03-22,251780.0,9873.0,0.0,9873.0
울산광역시,126528.5,2022-03-22,199065.0,8224.0,0.0,8224.0
세종특별자치시,80237.5,2022-03-22,64613.0,3334.0,3334.0,0.0
경기도,1604025.5,2022-03-22,2788761.0,96256.0,1.0,96257.0
강원도,324768.5,2022-03-22,237251.0,10428.0,0.0,10428.0
충청북도,271309.5,2022-03-22,262002.0,11829.0,11828.0,1.0
충청남도,388605.0,2022-03-22,346953.0,15152.0,15152.0,0.0
전라북도,207018.0,2022-03-22,283511.0,12584.0,12584.0,0.0
전라남도,293363.0,2022-03-22,251499.0,12279.0,1.0,12280.0
경상북도,411943.0,2022-03-22,351205.0,14429.0,3.0,14432.0
경상남도,367146.5,2022-03-22,581709.0,24703.0,4.0,24707.0
제주특별자치도,162113.0,2022-03-22,122662.0,3191.0,0.0,3191.0
서울특별시,1536521.0,2022-03-23,2249310.0,101133.0,101133.0,0.0
부산광역시,366716.0,2022-03-23,768448.0,26062.0,26062.0,0.0
대구광역시,241951.5,2022-03-23,413152.0,20866.0,20866.0,0.0
인천광역시,372113.0,2022-03-23,659886.0,24941.0,24941.0,0.0
광주광역시,163464.0,2022-03-23,279355.0,12187.0,12185.0,2.0
대전광역시,212191.0,2022-03-23,266306.0,14526.0,14526.0,0.0
울산광역시,126528.5,2022-03-23,210095.0,11031.0,11031.0,0.0
세종특별자치시,79415.0,2022-03-23,68065.0,3452.0,3452.0,0.0
경기도,1594743.5,2022-03-23,2925631.0,136912.0,136912.0,0.0
강원도,322213.5,2022-03-23,251564.0,14320.0,14319.0,1.0
충청북도,273122.5,2022-03-23,278644.0,16656.0,16655.0,1.0
충청남도,386162.0,2022-03-23,365829.0,18877.0,18877.0,0.0
전라북도,208099.5,2022-03-23,299419.0,15909.0,15905.0,4.0
전라남도,292806.5,2022-03-23,266926.0,15432.0,15430.0,2.0
경상북도,410228.0,2022-03-23,371992.0,20786.0,20784.0,2.0
경상남도,368571.0,2022-03-23,613890.0,32193.0,32190.0,3.0
제주특별자치도,166425.0,2022-03-23,128233.0,5571.0,5571.0,0.0
서울특별시,1582497.0,2022-03-24,2327080.0,77770.0,77768.0,2.0
부산광역시,373751.0,2022-03-24,787179.0,18739.0,18738.0,1.0
대구광역시,249140.5,2022-03-24,428852.0,15700.0,15700.0,0.0
인천광역시,376075.0,2022-03-24,684576.0,24691.0,24689.0,2.0
광주광역시,167926.5,2022-03-24,291820.0,12465.0,12463.0,2.0
대전광역시,216317.5,2022-03-24,277576.0,11270.0,11270.0,0.0
울산광역시,130469.5,2022-03-24,218451.0,8356.0,8356.0,0.0
세종특별자치시,81686.5,2022-03-24,71811.0,3746.0,3746.0,0.0
경기도,1624871.5,2022-03-24,3033103.0,107472.0,107472.0,0.0
강원도,328349.0,2022-03-24,263091.0,11527.0,11521.0,6.0
충청북도,276650.5,2022-03-24,291231.0,12587.0,12586.0,1.0
충청남도,398373.5,2022-03-24,382261.0,16432.0,16432.0,0.0
전라북도,214018.0,2022-03-24,312335.0,12916.0,12914.0,2.0
전라남도,307538.0,2022-03-24,280617.0,13691.0,13690.0,1.0
경상북도,427451.5,2022-03-24,390093.0,18101.0,18090.0,11.0
경상남도,382126.5,2022-03-24,638957.0,25067.0,25066.0,1.0
제주특별자치도,174821.5,2022-03-24,133263.0,5030.0,5030.0,0.0
서울특별시,1665583.5,2022-03-25,2393995.0,66941.0,2.0,66943.0
부산광역시,408912.0,2022-03-25,803861.0,16705.0,16705.0,0.0
대구광역시,273787.5,2022-03-25,442857.0,14008.0,14008.0,0.0
인천광역시,404817.0,2022-03-25,706346.0,21773.0,0.0,21773.0
광주광역시,183039.5,2022-03-25,302079.0,10259.0,4.0,10263.0
대전광역시,232477.0,2022-03-25,285834.0,8258.0,0.0,8258.0
울산광역시,136713.5,2022-03-25,225881.0,7433.0,7433.0,0.0
세종특별자치시,84476.0,2022-03-25,75297.0,3486.0,0.0,3486.0
경기도,1728762.0,2022-03-25,3120770.0,87703.0,2.0,87705.0
강원도,375644.5,2022-03-25,273633.0,10542.0,10542.0,0.0
