touNum,avgTemp,AccumulateCovid19,increase,baseYmd,festival_no,festival_yes,holiday_no,holiday_yes,PM10_no,PM10_yes,PM25_no,PM25_yes,dayRf_no,dayRf_yes
0.0,0.0,0.0,-0.13496887044174324,2022-02-07,1,0,1,0,1,0,1,0,1,0
0.0,0.0,0.0,-0.20745627038244885,2022-02-08,1,0,1,0,1,0,1,0,1,0
0.0,0.0,0.0,0.2203528016602431,2022-02-09,1,0,1,0,1,0,1,0,1,0
0.0,0.0,0.0,0.23465757485917582,2022-02-10,1,0,1,0,1,0,1,0,1,0
-0.6715078521667257,-0.664804469273743,0.0,0.20916098428698487,2022-02-11,1,0,1,0,1,0,0,1,1,0
-0.07890213983023052,-0.558659217877095,0.0,0.33271568336792173,2022-02-12,1,0,0,1,1,0,1,0,1,0
0.0,-0.558659217877095,0.0,0.2308775570708568,2022-02-13,1,0,0,1,1,0,1,0,1,0
0.0,-0.6871508379888269,0.0,0.21420100800474356,2022-02-14,1,0,1,0,1,0,1,0,0,1
0.0,0.0,0.0,0.2774977764601245,2022-02-15,1,0,1,0,1,0,1,0,1,0
0.0,0.0,0.0,0.753780017788319,2022-02-16,1,0,1,0,1,0,1,0,1,0
0.0,0.0,0.0,0.8138155944263267,2022-02-17,1,0,1,0,1,0,1,0,1,0
-0.4568688419202057,0.0,0.0,1.2557070856804031,2022-02-18,1,0,1,0,1,0,1,0,1,0
0.17583080778263208,0.0,0.0,1.0735250518825972,2022-02-19,1,0,0,1,1,0,1,0,0,1
0.0,0.0,0.0,0.9926623184109101,2022-02-20,1,0,0,1,1,0,1,0,1,0
-0.7550937405701841,0.0,0.0,0.8382004150607768,2022-02-21,1,0,1,0,1,0,1,0,0,1
-0.5657889557995828,0.0,0.0,0.9707975096353395,2022-02-22,1,0,1,0,1,0,1,0,1,0
-0.5434460319334566,0.0,0.0,0.0,2022-02-23,1,0,1,0,1,0,1,0,1,0
-0.4739507484813896,0.0,0.0,0.0,2022-02-24,1,0,1,0,1,0,1,0,1,0
-0.45240812899332206,-0.6592178770949721,0.0,0.0,2022-02-25,1,0,1,0,1,0,1,0,1,0
0.3828341270778394,-0.5251396648044694,0.0,0.0,2022-02-26,1,0,0,1,1,0,1,0,0,1
-0.38127287755343015,-0.6201117318435756,0.0,0.0,2022-02-27,1,0,0,1,1,0,1,0,1,0
-0.09290090657430367,-0.446927374301676,0.0,1.427809072042692,2022-02-28,1,0,1,0,1,0,1,0,1,0
0.0,-0.5027932960893855,0.0,1.4212866884079454,2022-03-01,1,0,0,1,1,0,1,0,0,1
0.0,-0.6312849162011174,0.0,0.0,2022-03-02,1,0,1,0,1,0,1,0,1,0
-0.7493472927408457,-0.5027932960893855,0.0,0.0,2022-03-03,1,0,1,0,1,0,1,0,1,0
-0.531559543957702,-0.44134078212290506,0.0,0.0,2022-03-04,1,0,1,0,1,0,1,0,1,0
-0.07715721389118485,0.0,0.0,0.0,2022-03-05,1,0,0,1,0,1,1,0,1,0
0.0,0.0,0.0,0.0,2022-03-06,1,0,0,1,1,0,1,0,1,0
-0.6886291179596175,-0.670391061452514,0.0,0.0,2022-03-07,1,0,1,0,1,0,1,0,1,0
-0.268036367930098,-0.49162011173184367,0.0,0.0,2022-03-08,1,0,1,0,1,0,1,0,1,0
0.0,-0.43016759776536323,0.0,0.0,2022-03-09,1,0,0,1,1,0,1,0,1,0
-0.39743640204143216,-0.30726256983240224,0.0,0.0,2022-03-10,1,0,1,0,1,0,1,0,1,0
-0.06179399378124139,-0.20111731843575428,0.0,0.0,2022-03-11,1,0,1,0,1,0,1,0,1,0
0.3252909303210401,-0.111731843575419,0.0,0.0,2022-03-12,1,0,0,1,1,0,1,0,0,1
0.0,-0.17318435754189954,0.0,0.0,2022-03-13,1,0,0,1,1,0,1,0,0,1
-0.5152648220306739,-0.3687150837988828,0.0,0.0,2022-03-14,1,0,1,0,1,0,1,0,0,1
-0.23351832172235998,-0.42458100558659223,0.0,0.0,2022-03-15,1,0,1,0,1,0,1,0,1,0
-0.15688589758727908,-0.25139664804469275,0.0,0.0,2022-03-16,1,0,1,0,1,0,1,0,1,0
-0.1396203146114588,-0.22905027932960903,-0.9403556695424757,0.0,2022-03-17,1,0,1,0,1,0,1,0,0,1
0.1567284606604479,-0.4078212290502794,-0.8988767398391874,0.0,2022-03-18,1,0,1,0,1,0,1,0,1,0
0.3268521798454494,-0.6368715083798884,-0.8573320484511858,0.0,2022-03-19,1,0,0,1,1,0,1,0,0,1
-0.397278965114601,-0.5251396648044694,-0.8240111086661254,0.0,2022-03-20,1,0,0,1,1,0,1,0,1,0
-0.10842156361107831,-0.5474860335195532,-0.8032314280149836,0.0,2022-03-21,1,0,1,0,1,0,1,0,1,0
0.0939111268548038,-0.43016759776536323,-0.7703515973766146,0.0,2022-03-22,1,0,1,0,1,0,1,0,1,0
0.10629616509885727,-0.4804469273743018,-0.7191971004155633,0.0,2022-03-23,1,0,1,0,1,0,1,0,1,0
0.278637121003398,-0.3687150837988828,-0.6798564371836799,0.0,2022-03-24,1,0,1,0,1,0,1,0,1,0
0.5900867215071962,-0.15642458100558665,-0.6460068746253481,0.0,2022-03-25,1,0,1,0,1,0,1,0,0,1
0.0,-0.1675977653631285,-0.6136364441139498,0.0,2022-03-26,1,0,0,1,1,0,1,0,0,1
0.060009708610487926,-0.37430167597765374,-0.5837143717103349,0.0,2022-03-27,1,0,0,1,1,0,1,0,1,0
0.2933837131499193,-0.3687150837988828,-0.5664190486307659,0.0,2022-03-28,1,0,1,0,1,0,1,0,1,0
0.46691856574959656,-0.2849162011173185,-0.5330156538102573,0.0,2022-03-29,1,0,1,0,1,0,1,0,1,0
0.48758216239619,-0.223463687150838,0.0,0.0,2022-03-30,1,0,1,0,1,0,1,0,0,1
0.6777003712887525,-0.2178770949720671,0.0,0.0,2022-03-31,1,0,1,0,1,0,1,0,1,0
-0.6902953254352475,-0.3128491620111733,-0.4350747533304499,0.0,2022-04-01,0,1,1,0,1,0,1,0,1,0
0.4327809921150339,-0.3687150837988828,-0.41045964888318953,0.0,2022-04-02,0,1,0,1,1,0,1,0,1,0
-0.5063433961769066,-0.29050279329608947,-0.38915842748636076,0.0,2022-04-03,0,1,0,1,1,0,1,0,1,0
0.0,-0.25139664804469275,-0.38915842748636076,0.0,2022-04-04,0,1,1,0,1,0,1,0,1,0
0.0,-0.25139664804469275,-0.38915842748636076,0.0,2022-04-05,0,1,1,0,1,0,1,0,1,0
-0.7516957268994109,-0.17318435754189954,-0.3260469386671118,0.0,2022-04-06,0,1,1,0,1,0,1,0,1,0
-0.5796171658729221,-0.2178770949720671,-0.3260469386671118,0.0,2022-04-07,0,1,1,0,1,0,1,0,1,0
0.1084609228427861,-0.10614525139664807,-0.2875642124911791,0.0,2022-04-08,0,1,1,0,1,0,1,0,1,0
0.0,0.1675977653631285,-0.2875642124911791,0.0,2022-04-09,0,1,0,1,1,0,1,0,0,1
0.4102412720903688,0.18994413407821223,-0.2875642124911791,0.0,2022-04-10,0,1,0,1,1,0,1,0,1,0
-0.38015769932170923,0.26815642458100564,-0.2875642124911791,0.0,2022-04-11,0,1,1,0,1,0,1,0,1,0
-0.3619212552970966,0.25139664804469275,-0.2875642124911791,0.0,2022-04-12,0,1,1,0,1,0,1,0,0,1
-0.37569698639482557,-0.09497206703910621,-0.2875642124911791,0.0,2022-04-13,0,1,1,0,1,0,1,0,0,1
-0.20586190157568124,-0.08938547486033528,-0.20005210348865737,1.2056774384820634,2022-04-14,0,1,1,0,1,0,1,0,1,0
0.4061347922488553,-0.08379888268156425,-0.20005210348865737,1.2056774384820634,2022-04-15,0,1,1,0,1,0,1,0,1,0
0.0,-0.08938547486033528,-0.18004132868954667,0.6973762229469315,2022-04-16,0,1,0,1,1,0,1,0,1,0
0.458954881200719,-0.04469273743016764,-0.18004132868954667,0.6973762229469315,2022-04-17,0,1,0,1,1,0,1,0,1,0
-0.16227811233124728,0.02234636871508372,-0.18004132868954667,0.6973762229469315,2022-04-18,0,1,1,0,1,0,1,0,1,0
0.050379816585980244,0.02234636871508372,-0.18004132868954667,0.6973762229469315,2022-04-19,0,1,1,0,1,0,1,0,1,0
0.1767754293436192,0.050279329608938474,-0.18004132868954667,0.6973762229469315,2022-04-20,0,1,1,0,1,0,1,0,1,0
0.27820416945461224,0.08379888268156425,-0.18004132868954667,0.6973762229469315,2022-04-21,0,1,1,0,1,0,1,0,1,0
0.7495309691554821,0.01117318435754186,-0.18004132868954667,0.6973762229469315,2022-04-22,0,1,1,0,1,0,1,0,1,0
0.0,0.16201117318435748,-0.18004132868954667,0.6973762229469315,2022-04-23,0,1,0,1,1,0,1,0,1,0
0.5797221238241429,0.20670391061452512,-0.12270573922456857,0.12362881707678625,2022-04-24,0,1,0,1,1,0,1,0,0,1
0.16213379514831872,0.29050279329608936,-0.12270573922456857,0.12362881707678625,2022-04-25,0,1,1,0,1,0,1,0,0,1
0.36659188412642185,0.39664804469273734,-0.11344143542581955,0.3595463978654017,2022-04-26,0,1,1,0,1,0,1,0,0,1
0.5816244866900198,0.16201117318435748,-0.11344143542581955,0.3595463978654017,2022-04-27,0,1,1,0,0,1,1,0,1,0
0.7353616457406752,0.18994413407821223,-0.10301416152587343,0.029647198339756892,2022-04-28,0,1,1,0,1,0,1,0,1,0
0.0,-0.07821229050279332,-0.10301416152587343,0.029647198339756892,2022-04-29,0,1,1,0,1,0,1,0,0,1
0.0,-0.10055865921787714,-0.10301416152587343,0.029647198339756892,2022-04-30,0,1,0,1,1,0,1,0,1,0
-0.1727607877094239,-0.07821229050279332,-0.10301416152587343,0.029647198339756892,2022-05-01,1,0,0,1,1,0,1,0,1,0
0.0,-0.03351955307262578,-0.09173653845667443,-0.4488585828639194,2022-05-02,0,1,1,0,1,0,1,0,1,0
0.0,0.0,-0.08736085712768137,0.0,2022-05-03,0,1,1,0,1,0,1,0,1,0
-0.3151493682843311,0.1675977653631285,-0.08360030048031322,-0.09435220871627631,2022-05-04,0,1,1,0,1,0,1,0,1,0
0.08009603652536702,0.22905027932960884,-0.08360030048031322,-0.09435220871627631,2022-05-05,0,1,0,1,1,0,1,0,1,0
0.4069088571391086,0.26815642458100564,-0.07842182073870606,-0.3789653127779425,2022-05-06,0,1,1,0,1,0,1,0,1,0
0.0,0.2011173184357541,-0.07506291622720156,-0.15327601541654315,2022-05-07,0,1,0,1,1,0,1,0,0,1
0.3092061242964537,0.02793296089385475,-0.07506291622720156,-0.15327601541654315,2022-05-08,0,1,0,1,1,0,1,0,0,1
-0.7442305926188321,0.17318435754189934,-0.07066497709722865,-0.444263267121257,2022-05-09,0,1,1,0,1,0,1,0,1,0
-0.4815077209692867,0.28491620111731836,-0.07066497709722865,-0.444263267121257,2022-05-10,0,1,1,0,1,0,1,0,1,0
-0.41867726741974,0.27374301675977647,-0.07066497709722865,-0.444263267121257,2022-05-11,0,1,1,0,1,0,1,0,1,0
-0.24835675207619948,0.34078212290502785,-0.0605356542149446,-0.22339163949006818,2022-05-12,0,1,1,0,1,0,1,0,1,0
0.3324543104918592,0.2569832402234636,-0.05792036259981233,-0.26171064334420396,2022-05-13,0,1,1,0,1,0,1,0,1,0
0.0,0.050279329608938474,-0.05792036259981233,-0.26171064334420396,2022-05-14,0,1,0,1,1,0,1,0,1,0
0.6372915600687474,0.07821229050279323,-0.053475378572313825,-0.3471686925585532,2022-05-15,0,1,0,1,1,0,1,0,1,0
-0.37998714265097544,0.13966480446927376,-0.053475378572313825,-0.3471686925585532,2022-05-16,0,1,1,0,1,0,1,0,1,0
