areaNm,touNum,baseYmd,avgTemp,dayRf,daySf,festival,holiday,PM10,PM25,AccumulateCovid19,increase,AccumulateReleased,localIncrease,CovidForeigner
세종특별자치시,87300.5,2022-04-17,13.0,0.0,0.0,0,1,0,0,121148.0,1195.0,0.0,1195.0,0.0
경기도,2147652.5,2022-04-17,13.1,0.0,0.0,1,1,0,0,4438056.0,32584.0,0.0,32584.0,0.0
강원도,553259.0,2022-04-17,13.4,0.0,0.0,0,1,0,0,428048.0,7243.0,0.0,7243.0,0.0
충청북도,366751.0,2022-04-17,11.3,0.0,0.0,0,1,0,0,487408.0,3561.0,0.0,3558.0,3.0
충청남도,609465.5,2022-04-17,10.5,0.0,0.0,0,1,0,0,605896.0,9245.0,0.0,9245.0,0.0
전라북도,298511.5,2022-04-17,12.8,0.0,0.0,0,1,0,0,511431.0,5344.0,0.0,5343.0,1.0
전라남도,458598.0,2022-04-17,13.5,0.0,0.0,1,1,0,0,513157.0,4396.0,0.0,4395.0,1.0
경상북도,625044.0,2022-04-17,10.9,0.0,0.0,0,1,0,0,651751.0,6158.0,0.0,6152.0,6.0
경상남도,533452.5,2022-04-17,14.4,0.0,0.0,0,1,0,0,957801.0,8764.0,0.0,8763.0,1.0
제주특별자치도,193228.0,2022-04-17,14.3,0.0,0.0,1,1,0,0,207893.0,1619.0,0.0,1619.0,0.0
서울특별시,1464872.5,2022-04-18,15.2,0.0,0.0,1,0,0,0,3315132.0,18118.0,0.0,18118.0,0.0
부산광역시,293223.0,2022-04-18,16.8,0.0,0.0,0,0,0,0,1013861.0,3375.0,0.0,3375.0,0.0
대구광역시,201939.5,2022-04-18,18.1,0.0,0.0,0,0,0,0,664446.0,1626.0,0.0,1626.0,0.0
인천광역시,381255.0,2022-04-18,12.3,0.0,0.0,0,0,0,0,987990.0,2487.0,0.0,2487.0,0.0
광주광역시,129706.5,2022-04-18,16.4,0.0,0.0,0,0,0,0,433990.0,5335.0,0.0,5332.0,3.0
대전광역시,161108.5,2022-04-18,15.0,0.0,0.0,0,0,0,0,445413.0,3836.0,0.0,3836.0,0.0
울산광역시,103558.0,2022-04-18,16.9,0.0,0.0,0,0,0,0,334937.0,932.0,0.0,932.0,0.0
세종특별자치시,61299.0,2022-04-18,14.3,0.0,0.0,0,0,0,0,121148.0,1195.0,0.0,1195.0,0.0
경기도,1564874.5,2022-04-18,14.7,0.0,0.0,1,0,0,0,4502575.0,13926.0,0.0,13926.0,0.0
강원도,328961.5,2022-04-18,15.1,0.0,0.0,0,0,0,0,428048.0,7243.0,0.0,7243.0,0.0
충청북도,231679.0,2022-04-18,12.9,0.0,0.0,0,0,0,0,487408.0,3561.0,0.0,3558.0,3.0
충청남도,345040.5,2022-04-18,12.3,0.0,0.0,0,0,0,0,605896.0,9245.0,0.0,9245.0,0.0
전라북도,175077.0,2022-04-18,14.4,0.0,0.0,0,0,0,0,511431.0,5344.0,0.0,5343.0,1.0
전라남도,259850.5,2022-04-18,15.2,0.0,0.0,1,0,0,0,513157.0,4396.0,0.0,4395.0,1.0
경상북도,354259.5,2022-04-18,12.1,0.0,0.0,0,0,0,0,651751.0,6158.0,0.0,6152.0,6.0
경상남도,314345.5,2022-04-18,15.5,0.0,0.0,0,0,0,0,957801.0,8764.0,0.0,8763.0,1.0
제주특별자치도,186095.0,2022-04-18,15.1,0.0,0.0,1,0,0,0,207893.0,1619.0,0.0,1619.0,0.0
서울특별시,1521604.0,2022-04-19,15.2,0.0,0.0,1,0,0,0,3315132.0,18118.0,0.0,18118.0,0.0
부산광역시,291886.0,2022-04-19,17.5,0.0,0.0,0,0,0,0,1020588.0,5384.0,0.0,5384.0,0.0
대구광역시,203136.5,2022-04-19,18.4,0.0,0.0,0,0,0,0,670946.0,6502.0,0.0,6502.0,0.0
인천광역시,389977.0,2022-04-19,11.9,0.0,0.0,0,0,0,0,994658.0,6668.0,0.0,6668.0,0.0
광주광역시,130046.0,2022-04-19,16.3,0.0,0.0,0,0,0,0,433990.0,5335.0,0.0,5332.0,3.0
대전광역시,164251.5,2022-04-19,15.7,0.0,0.0,0,0,0,0,445413.0,3836.0,0.0,3836.0,0.0
울산광역시,106456.0,2022-04-19,16.8,0.0,0.0,0,0,0,0,337321.0,2387.0,0.0,2387.0,0.0
세종특별자치시,65544.5,2022-04-19,15.0,0.0,0.0,0,0,0,0,121148.0,1195.0,0.0,1195.0,0.0
경기도,1603630.0,2022-04-19,14.4,0.0,0.0,1,0,0,0,4502575.0,13926.0,0.0,13926.0,0.0
강원도,315927.5,2022-04-19,14.3,0.0,0.0,0,0,0,0,428048.0,7243.0,0.0,7243.0,0.0
충청북도,239162.0,2022-04-19,11.9,0.0,0.0,0,0,0,0,487408.0,3561.0,0.0,3558.0,3.0
충청남도,346759.0,2022-04-19,12.0,0.0,0.0,0,0,0,0,637265.0,5471.0,0.0,5470.0,1.0
전라북도,173376.0,2022-04-19,14.6,0.0,0.0,0,0,0,0,511431.0,5344.0,0.0,5343.0,1.0
전라남도,263259.5,2022-04-19,15.6,0.0,0.0,1,0,0,0,513157.0,4396.0,0.0,4395.0,1.0
경상북도,359954.0,2022-04-19,11.9,0.0,0.0,0,0,0,0,651751.0,6158.0,0.0,6152.0,6.0
경상남도,319252.5,2022-04-19,15.6,0.0,0.0,0,0,0,0,957801.0,8764.0,0.0,8763.0,1.0
제주특별자치도,180162.5,2022-04-19,15.6,0.0,0.0,1,0,0,0,207893.0,1619.0,0.0,1619.0,0.0
서울특별시,1555323.0,2022-04-20,15.7,0.0,0.0,1,0,0,0,3315132.0,18118.0,0.0,18118.0,0.0
부산광역시,296474.5,2022-04-20,18.9,0.0,0.0,0,0,0,0,1024337.0,3751.0,0.0,3751.0,0.0
대구광역시,207718.0,2022-04-20,18.2,0.0,0.0,0,0,0,0,670946.0,6502.0,0.0,6502.0,0.0
인천광역시,398335.0,2022-04-20,12.9,0.0,0.0,0,0,0,0,1000093.0,5435.0,0.0,5435.0,0.0
광주광역시,132216.0,2022-04-20,16.3,0.0,0.0,0,0,0,0,433990.0,5335.0,0.0,5332.0,3.0
대전광역시,165095.0,2022-04-20,15.2,0.0,0.0,0,0,0,0,458072.0,3891.0,0.0,3891.0,0.0
울산광역시,107131.5,2022-04-20,18.5,0.0,0.0,0,0,0,0,337321.0,2387.0,0.0,2387.0,0.0
세종특별자치시,65828.0,2022-04-20,14.8,0.0,0.0,0,0,0,0,125478.0,1069.0,0.0,1069.0,0.0
경기도,1633439.5,2022-04-20,14.6,0.0,0.0,1,0,0,0,4502575.0,13926.0,0.0,13926.0,0.0
강원도,329486.5,2022-04-20,14.5,0.0,0.0,0,0,0,0,428048.0,7243.0,0.0,7243.0,0.0
충청북도,247086.0,2022-04-20,12.4,0.0,0.0,0,0,0,0,487408.0,3561.0,0.0,3558.0,3.0
충청남도,348439.0,2022-04-20,12.4,0.0,0.0,0,0,0,0,642509.0,5244.0,0.0,5244.0,0.0
전라북도,176039.5,2022-04-20,14.9,0.0,0.0,0,0,0,0,511431.0,5344.0,0.0,5343.0,1.0
전라남도,265916.0,2022-04-20,14.7,0.0,0.0,1,0,0,0,513157.0,4396.0,0.0,4395.0,1.0
경상북도,364528.5,2022-04-20,12.4,0.0,0.0,0,0,0,0,651751.0,6158.0,0.0,6152.0,6.0
경상남도,323116.5,2022-04-20,15.2,0.0,0.0,0,0,0,0,957801.0,8764.0,0.0,8763.0,1.0
제주특별자치도,182511.0,2022-04-20,15.7,0.0,0.0,1,0,0,0,212825.0,1398.0,0.0,1398.0,0.0
서울특별시,1582381.5,2022-04-21,16.3,0.0,0.0,1,0,0,0,3315132.0,18118.0,0.0,18118.0,0.0
부산광역시,298781.0,2022-04-21,14.5,4.9,0.0,0,0,0,0,1024337.0,3751.0,0.0,3751.0,0.0
대구광역시,207693.5,2022-04-21,14.3,0.2,0.0,0,0,0,0,680160.0,4203.0,0.0,4203.0,0.0
인천광역시,398443.5,2022-04-21,14.3,0.0,0.0,0,0,0,0,1000093.0,5435.0,0.0,5435.0,0.0
광주광역시,134627.5,2022-04-21,15.4,0.0,0.0,0,0,0,0,433990.0,5335.0,0.0,5332.0,3.0
대전광역시,168588.0,2022-04-21,14.6,0.0,0.0,0,0,0,0,461077.0,3005.0,0.0,3004.0,1.0
울산광역시,107817.5,2022-04-21,14.2,2.2,0.0,0,0,0,0,337321.0,2387.0,0.0,2387.0,0.0
세종특별자치시,68148.5,2022-04-21,14.3,0.0,0.0,0,0,0,0,125478.0,1069.0,0.0,1069.0,0.0
경기도,1663557.0,2022-04-21,14.8,0.0,0.0,1,0,0,0,4502575.0,13926.0,0.0,13926.0,0.0
강원도,341971.0,2022-04-21,14.8,0.0,0.0,0,0,0,0,428048.0,7243.0,0.0,7243.0,0.0
충청북도,250754.0,2022-04-21,11.9,0.0,0.0,0,0,0,0,501007.0,3509.0,0.0,3507.0,2.0
충청남도,358876.0,2022-04-21,12.5,0.0,0.0,0,0,0,0,642509.0,5244.0,0.0,5244.0,0.0
전라북도,178808.0,2022-04-21,15.3,0.0,0.0,0,0,0,0,511431.0,5344.0,0.0,5343.0,1.0
전라남도,268089.5,2022-04-21,12.3,1.6,0.0,1,0,0,0,529274.0,3975.0,0.0,3974.0,1.0
경상북도,363566.0,2022-04-21,10.1,0.0,0.0,0,0,0,0,678277.0,5661.0,0.0,5660.0,1.0
경상남도,325027.5,2022-04-21,10.9,2.0,0.0,0,0,0,0,957801.0,8764.0,0.0,8763.0,1.0
제주특별자치도,186840.5,2022-04-21,14.7,2.7,0.0,1,0,0,0,214110.0,1285.0,0.0,1285.0,0.0
서울특별시,1708119.0,2022-04-22,15.0,0.0,0.0,1,0,0,0,3315132.0,18118.0,0.0,18118.0,0.0
부산광역시,360216.5,2022-04-22,16.0,0.0,0.0,0,0,0,0,1031003.0,3130.0,0.0,3130.0,0.0
대구광역시,251352.5,2022-04-22,19.0,0.0,0.0,0,0,0,0,680160.0,4203.0,0.0,4203.0,0.0
인천광역시,437153.5,2022-04-22,12.5,0.0,0.0,1,0,0,0,1008857.0,4098.0,0.0,4098.0,0.0
광주광역시,159936.0,2022-04-22,17.6,0.0,0.0,0,0,0,0,433990.0,5335.0,0.0,5332.0,3.0
대전광역시,198901.5,2022-04-22,16.7,0.0,0.0,0,0,0,0,461077.0,3005.0,0.0,3004.0,1.0
울산광역시,122038.0,2022-04-22,18.1,0.0,0.0,0,0,0,0,343611.0,1852.0,0.0,1852.0,0.0
세종특별자치시,77161.0,2022-04-22,16.5,0.0,0.0,0,0,0,0,126843.0,570.0,0.0,570.0,0.0
경기도,1793900.5,2022-04-22,15.4,0.0,0.0,1,0,0,0,4502575.0,13926.0,0.0,13926.0,0.0
강원도,424242.0,2022-04-22,16.1,0.0,0.0,0,0,0,0,462475.0,3169.0,0.0,3169.0,0.0
충청북도,291574.5,2022-04-22,15.1,0.0,0.0,0,0,0,0,501007.0,3509.0,0.0,3507.0,2.0
충청남도,417053.0,2022-04-22,13.5,0.0,0.0,0,0,0,0,642509.0,5244.0,0.0,5244.0,0.0
전라북도,217927.5,2022-04-22,17.4,0.0,0.0,0,0,0,0,539271.0,3349.0,0.0,3347.0,2.0
전라남도,313271.0,2022-04-22,15.5,0.0,0.0,1,0,0,0,529274.0,3975.0,0.0,3974.0,1.0
경상북도,434686.0,2022-04-22,15.3,0.0,0.0,0,0,0,0,678277.0,5661.0,0.0,5660.0,1.0
경상남도,385451.5,2022-04-22,15.3,0.0,0.0,0,0,0,0,1002777.0,4625.0,0.0,4625.0,0.0
제주특별자치도,195163.5,2022-04-22,17.2,0.0,0.0,1,0,0,0,214110.0,1285.0,0.0,1285.0,0.0
서울특별시,2001786.5,2022-04-23,17.7,0.0,0.0,1,1,0,0,3315132.0,18118.0,0.0,18118.0,0.0
부산광역시,479759.0,2022-04-23,17.3,0.0,0.0,0,1,0,0,1031003.0,3130.0,0.0,3130.0,0.0
대구광역시,343756.0,2022-04-23,19.1,0.0,0.0,0,1,0,0,688156.0,3966.0,0.0,3966.0,0.0
인천광역시,615667.5,2022-04-23,14.7,0.0,0.0,1,1,0,0,1012531.0,3674.0,0.0,3674.0,0.0
광주광역시,206073.0,2022-04-23,19.5,0.0,0.0,0,1,0,0,433990.0,5335.0,0.0,5332.0,3.0
대전광역시,275887.5,2022-04-23,18.9,0.0,0.0,0,1,0,0,461077.0,3005.0,0.0,3004.0,1.0
울산광역시,158539.5,2022-04-23,17.1,0.0,0.0,0,1,0,0,345351.0,1740.0,0.0,1740.0,0.0
세종특별자치시,102809.0,2022-04-23,18.0,0.0,0.0,0,1,0,0,127469.0,626.0,0.0,626.0,0.0
경기도,2393748.0,2022-04-23,16.3,0.0,0.0,1,1,0,0,4502575.0,13926.0,0.0,13926.0,0.0
강원도,644927.5,2022-04-23,16.1,0.0,0.0,0,1,0,0,462475.0,3169.0,0.0,3169.0,0.0
충청북도,426807.5,2022-04-23,15.3,0.0,0.0,0,1,0,0,506793.0,2732.0,0.0,2728.0,4.0
충청남도,673417.5,2022-04-23,15.1,0.0,0.0,0,1,0,0,642509.0,5244.0,0.0,5244.0,0.0
전라북도,333518.5,2022-04-23,18.2,0.3,0.0,0,1,0,0,542568.0,3297.0,0.0,3297.0,0.0
전라남도,468951.0,2022-04-23,18.4,0.0,0.0,1,1,0,0,529274.0,3975.0,0.0,3974.0,1.0
경상북도,646275.0,2022-04-23,15.8,0.0,0.0,0,1,0,0,678277.0,5661.0,0.0,5660.0,1.0
경상남도,558638.5,2022-04-23,17.7,0.0,0.0,0,1,0,0,1007087.0,4310.0,0.0,4305.0,5.0
제주특별자치도,200025.0,2022-04-23,18.0,0.0,0.0,1,1,0,0,214110.0,1285.0,0.0,1285.0,0.0
서울특별시,1662818.5,2022-04-24,18.5,0.3,0.0,1,1,0,0,3428475.0,10377.0,0.0,10375.0,2.0
부산광역시,443432.5,2022-04-24,17.7,0.0,0.0,0,1,0,0,1031003.0,3130.0,0.0,3130.0,0.0
대구광역시,299257.0,2022-04-24,22.0,0.0,0.0,0,1,0,0,688156.0,3966.0,0.0,3966.0,0.0
인천광역시,544176.5,2022-04-24,15.5,0.1,0.0,1,1,0,0,1012531.0,3674.0,0.0,3674.0,0.0
광주광역시,177170.0,2022-04-24,20.7,0.0,0.0,0,1,0,0,490293.0,2373.0,0.0,2371.0,2.0
대전광역시,236197.5,2022-04-24,19.7,0.0,0.0,0,1,0,0,468891.0,2297.0,0.0,2292.0,5.0
울산광역시,153895.0,2022-04-24,18.1,0.0,0.0,0,1,0,0,347040.0,1689.0,0.0,1689.0,0.0
세종특별자치시,86548.0,2022-04-24,18.9,0.0,0.0,0,1,0,0,127469.0,626.0,0.0,626.0,0.0
경기도,2181196.5,2022-04-24,18.2,0.0,0.0,1,1,0,0,4502575.0,13926.0,0.0,13926.0,0.0
강원도,592991.0,2022-04-24,17.6,0.0,0.0,0,1,0,0,462475.0,3169.0,0.0,3169.0,0.0
충청북도,395017.0,2022-04-24,16.5,0.0,0.0,0,1,0,0,506793.0,2732.0,0.0,2728.0,4.0
충청남도,618765.0,2022-04-24,16.5,0.0,0.0,0,1,0,0,642509.0,5244.0,0.0,5244.0,0.0
전라북도,307408.5,2022-04-24,18.8,0.0,0.0,0,1,0,0,545543.0,2975.0,0.0,2974.0,1.0
전라남도,457551.5,2022-04-24,20.3,0.0,0.0,1,1,0,0,539829.0,3171.0,0.0,3171.0,0.0
경상북도,643212.5,2022-04-24,16.6,0.0,0.0,0,1,0,0,678277.0,5661.0,0.0,5660.0,1.0
경상남도,553574.0,2022-04-24,19.7,0.0,0.0,0,1,0,0,1007087.0,4310.0,0.0,4305.0,5.0
제주특별자치도,195317.5,2022-04-24,17.7,0.0,0.0,1,1,0,0,214110.0,1285.0,0.0,1285.0,0.0
서울특별시,1551417.0,2022-04-25,20.0,1.3,0.0,1,0,0,0,3428475.0,10377.0,0.0,10375.0,2.0
부산광역시,313379.5,2022-04-25,19.0,4.4,0.0,0,0,0,0,1037874.0,1072.0,0.0,1072.0,0.0
대구광역시,212772.0,2022-04-25,21.7,2.5,0.0,0,0,0,0,692977.0,1422.0,0.0,1422.0,0.0
인천광역시,400928.5,2022-04-25,18.3,0.5,0.0,1,0,0,0,1017506.0,1656.0,0.0,1654.0,2.0
광주광역시,135299.5,2022-04-25,19.7,24.4,0.0,0,0,0,0,490293.0,2373.0,0.0,2371.0,2.0
대전광역시,170744.0,2022-04-25,20.1,6.7,0.0,0,0,0,0,470315.0,1424.0,0.0,1424.0,0.0
울산광역시,108752.0,2022-04-25,20.6,0.0,0.0,0,0,0,0,347729.0,689.0,0.0,689.0,0.0
세종특별자치시,65446.5,2022-04-25,19.6,3.0,0.0,0,0,0,0,128271.0,416.0,0.0,416.0,0.0
경기도,1651097.0,2022-04-25,19.5,1.4,0.0,1,0,0,0,4646551.0,9058.0,0.0,9058.0,0.0
강원도,361648.0,2022-04-25,20.0,0.0,0.0,0,0,0,0,468815.0,1280.0,0.0,1280.0,0.0
충청북도,246459.5,2022-04-25,18.3,0.3,0.0,0,0,0,0,506793.0,2732.0,0.0,2728.0,4.0
충청남도,353461.5,2022-04-25,19.0,3.2,0.0,0,0,0,0,642509.0,5244.0,0.0,5244.0,0.0
전라북도,178822.0,2022-04-25,20.3,11.5,0.0,0,0,0,0,545543.0,2975.0,0.0,2974.0,1.0
전라남도,257449.5,2022-04-25,18.9,66.3,0.0,1,0,0,0,541617.0,1788.0,0.0,1787.0,1.0
경상북도,361476.5,2022-04-25,18.0,0.0,0.0,0,0,0,0,678277.0,5661.0,0.0,5660.0,1.0
경상남도,333900.0,2022-04-25,19.2,9.7,0.0,0,0,0,0,1007087.0,4310.0,0.0,4305.0,5.0
제주특별자치도,186091.5,2022-04-25,21.2,14.8,0.0,1,0,0,0,218048.0,734.0,0.0,734.0,0.0
서울특별시,1605961.0,2022-04-26,21.9,1.0,0.0,1,0,0,0,3446789.0,13560.0,0.0,13559.0,1.0
부산광역시,293982.5,2022-04-26,17.4,101.8,0.0,0,0,0,0,1037874.0,1072.0,0.0,1072.0,0.0
대구광역시,207361.0,2022-04-26,18.3,20.3,0.0,0,0,0,0,692977.0,1422.0,0.0,1422.0,0.0
인천광역시,405090.0,2022-04-26,19.9,0.3,0.0,1,0,0,1,1021782.0,4282.0,0.0,4282.0,0.0
광주광역시,133168.0,2022-04-26,17.8,5.8,0.0,0,0,0,0,490293.0,2373.0,0.0,2371.0,2.0
대전광역시,172084.5,2022-04-26,18.8,21.3,0.0,0,0,0,0,472793.0,2478.0,0.0,2477.0,1.0
울산광역시,101626.0,2022-04-26,18.0,53.0,0.0,0,0,0,0,349482.0,1753.0,0.0,1753.0,0.0
세종특별자치시,65404.5,2022-04-26,18.5,17.0,0.0,0,0,0,0,128936.0,666.0,0.0,666.0,0.0
경기도,1679916.0,2022-04-26,19.7,9.0,0.0,1,0,0,0,4665892.0,19363.0,0.0,19362.0,1.0
강원도,337060.5,2022-04-26,22.0,1.6,0.0,0,0,0,0,471830.0,3015.0,0.0,3014.0,1.0
충청북도,239319.5,2022-04-26,17.4,12.5,0.0,0,0,0,0,513381.0,2768.0,0.0,2767.0,1.0
충청남도,341194.0,2022-04-26,17.8,3.6,0.0,0,0,0,0,662877.0,3738.0,0.0,3738.0,0.0
전라북도,167013.0,2022-04-26,17.5,27.3,0.0,0,0,0,0,550483.0,3515.0,0.0,3514.0,1.0
전라남도,234808.0,2022-04-26,18.3,12.4,0.0,1,0,0,0,541617.0,1788.0,0.0,1787.0,1.0
경상북도,332297.0,2022-04-26,16.3,19.0,0.0,0,0,0,0,698372.0,4348.0,0.0,4347.0,1.0
경상남도,303401.0,2022-04-26,18.3,27.1,0.0,0,0,0,0,1007087.0,4310.0,0.0,4305.0,5.0
제주특별자치도,178174.5,2022-04-26,19.3,25.8,0.0,1,0,0,0,218794.0,746.0,0.0,746.0,0.0
서울특별시,1663326.0,2022-04-27,17.7,0.0,0.0,1,0,1,0,3446789.0,13560.0,0.0,13559.0,1.0
부산광역시,320561.5,2022-04-27,16.5,0.0,0.0,0,0,0,0,1044893.0,3027.0,0.0,3027.0,0.0
대구광역시,214399.5,2022-04-27,17.2,0.0,0.0,0,0,0,0,692977.0,1422.0,0.0,1422.0,0.0
인천광역시,423881.5,2022-04-27,15.4,0.0,0.0,1,0,1,0,1021782.0,4282.0,0.0,4282.0,0.0
광주광역시,136892.0,2022-04-27,16.9,0.0,0.0,0,0,1,0,497219.0,3054.0,0.0,3053.0,1.0
대전광역시,177758.0,2022-04-27,17.2,0.0,0.0,0,0,1,0,475513.0,2720.0,0.0,2719.0,1.0
울산광역시,113603.0,2022-04-27,16.1,0.0,0.0,0,0,0,0,351254.0,1772.0,0.0,1772.0,0.0
세종특별자치시,71263.5,2022-04-27,17.0,0.0,0.0,0,0,1,0,129525.0,589.0,0.0,589.0,0.0
경기도,1737120.0,2022-04-27,17.2,0.0,0.0,1,0,1,0,4684310.0,18424.0,0.0,18415.0,9.0
강원도,352943.5,2022-04-27,17.4,0.0,0.0,0,0,1,0,471830.0,3015.0,0.0,3014.0,1.0
충청북도,259808.5,2022-04-27,15.5,0.0,0.0,0,0,1,0,516306.0,2926.0,0.0,2924.0,2.0
충청남도,372704.5,2022-04-27,14.3,0.0,0.0,0,0,1,0,662877.0,3738.0,0.0,3738.0,0.0
전라북도,181884.5,2022-04-27,15.4,0.0,0.0,0,0,1,0,550483.0,3515.0,0.0,3514.0,1.0
전라남도,273808.5,2022-04-27,16.9,0.0,0.0,1,0,1,0,541617.0,1788.0,0.0,1787.0,1.0
경상북도,369876.5,2022-04-27,13.6,0.0,0.0,0,0,0,0,698372.0,4348.0,0.0,4347.0,1.0
경상남도,347434.5,2022-04-27,18.3,0.0,0.0,0,0,0,0,1007087.0,4310.0,0.0,4305.0,5.0
제주특별자치도,180960.5,2022-04-27,17.1,0.0,0.0,1,0,0,0,218794.0,746.0,0.0,746.0,0.0
서울특별시,1704339.0,2022-04-28,18.2,0.0,0.0,1,0,0,0,3467402.0,9109.0,0.0,9109.0,0.0
부산광역시,333448.5,2022-04-28,15.9,0.0,0.0,0,0,0,0,1044893.0,3027.0,0.0,3027.0,0.0
대구광역시,220489.5,2022-04-28,15.7,0.0,0.0,0,0,0,0,692977.0,1422.0,0.0,1422.0,0.0
인천광역시,430517.5,2022-04-28,16.0,0.0,0.0,1,0,0,0,1028249.0,2845.0,0.0,2845.0,0.0
광주광역시,140833.0,2022-04-28,16.8,0.0,0.0,0,0,0,0,497219.0,3054.0,0.0,3053.0,1.0
대전광역시,184751.0,2022-04-28,17.8,0.0,0.0,0,0,0,0,475513.0,2720.0,0.0,2719.0,1.0
울산광역시,118762.0,2022-04-28,14.5,0.0,0.0,0,0,0,0,351254.0,1772.0,0.0,1772.0,0.0
세종특별자치시,73206.0,2022-04-28,17.2,0.0,0.0,0,0,0,0,129525.0,589.0,0.0,589.0,0.0
경기도,1783281.5,2022-04-28,16.4,0.0,0.0,1,0,0,0,4697965.0,13657.0,0.0,13657.0,0.0
강원도,361133.5,2022-04-28,15.8,0.0,0.0,0,0,0,0,476981.0,2196.0,0.0,2196.0,0.0
충청북도,267036.0,2022-04-28,15.4,0.0,0.0,0,0,0,0,518330.0,2025.0,0.0,2022.0,3.0
충청남도,389592.0,2022-04-28,14.6,0.0,0.0,0,0,0,0,669240.0,2672.0,0.0,2672.0,0.0
전라북도,189003.5,2022-04-28,16.0,0.0,0.0,0,0,0,0,557072.0,2654.0,0.0,2654.0,0.0
전라남도,281967.0,2022-04-28,15.9,0.0,0.0,1,0,0,0,541617.0,1788.0,0.0,1787.0,1.0
경상북도,381034.5,2022-04-28,13.2,0.0,0.0,0,0,0,0,698372.0,4348.0,0.0,4347.0,1.0
경상남도,359002.0,2022-04-28,16.9,0.0,0.0,0,0,0,0,1026487.0,3728.0,0.0,3726.0,2.0
제주특별자치도,184516.5,2022-04-28,17.5,0.0,0.0,1,0,0,0,220876.0,846.0,0.0,846.0,0.0
서울특별시,1854611.5,2022-04-29,13.4,15.5,0.0,1,0,0,0,3467402.0,9109.0,0.0,9109.0,0.0
부산광역시,377433.0,2022-04-29,11.2,18.0,0.0,0,0,0,0,1049589.0,2254.0,0.0,2254.0,0.0
대구광역시,262843.0,2022-04-29,11.3,12.8,0.0,0,0,0,0,706817.0,2507.0,0.0,2507.0,0.0
인천광역시,473784.5,2022-04-29,12.9,17.0,0.0,1,0,0,0,1028249.0,2845.0,0.0,2845.0,0.0
광주광역시,170033.5,2022-04-29,14.2,15.5,0.0,0,0,0,0,497219.0,3054.0,0.0,3053.0,1.0
대전광역시,214224.5,2022-04-29,13.1,9.8,0.0,0,0,0,0,479245.0,1733.0,0.0,1730.0,3.0
울산광역시,124656.0,2022-04-29,10.5,24.6,0.0,0,0,0,0,353783.0,1141.0,0.0,1141.0,0.0
세종특별자치시,80857.0,2022-04-29,12.7,12.1,0.0,0,0,0,0,130293.0,343.0,0.0,343.0,0.0
경기도,1917216.0,2022-04-29,12.0,19.4,0.0,1,0,0,0,4697965.0,13657.0,0.0,13657.0,0.0
강원도,438945.5,2022-04-29,11.6,18.6,0.0,0,0,0,0,478821.0,1840.0,0.0,1838.0,2.0
충청북도,305137.0,2022-04-29,9.9,7.9,0.0,0,0,0,0,518330.0,2025.0,0.0,2022.0,3.0
충청남도,443723.0,2022-04-29,12.8,18.1,0.0,0,0,0,0,671565.0,2325.0,0.0,2325.0,0.0
전라북도,228963.0,2022-04-29,13.9,12.8,0.0,0,0,0,0,559483.0,2412.0,0.0,2411.0,1.0
전라남도,309802.5,2022-04-29,13.7,17.9,0.0,1,0,0,0,541617.0,1788.0,0.0,1787.0,1.0
경상북도,429912.0,2022-04-29,9.7,7.8,0.0,0,0,0,0,698372.0,4348.0,0.0,4347.0,1.0
경상남도,392665.0,2022-04-29,11.3,15.1,0.0,0,0,0,0,1026487.0,3728.0,0.0,3726.0,2.0
제주특별자치도,185584.0,2022-04-29,13.6,26.0,0.0,1,0,0,0,220876.0,846.0,0.0,846.0,0.0
서울특별시,2166657.5,2022-04-30,13.0,0.0,0.0,1,1,0,0,3467402.0,9109.0,0.0,9109.0,0.0
부산광역시,522123.0,2022-04-30,13.4,0.0,0.0,0,1,0,0,1051615.0,2031.0,0.0,2031.0,0.0
대구광역시,349335.0,2022-04-30,14.5,0.0,0.0,0,1,0,0,706817.0,2507.0,0.0,2507.0,0.0
인천광역시,658490.0,2022-04-30,12.1,0.0,0.0,1,1,0,0,1028249.0,2845.0,0.0,2845.0,0.0
광주광역시,224441.0,2022-04-30,13.4,0.0,0.0,0,1,0,0,497219.0,3054.0,0.0,3053.0,1.0
대전광역시,292425.0,2022-04-30,13.7,0.0,0.0,0,1,0,0,479245.0,1733.0,0.0,1730.0,3.0
울산광역시,168539.0,2022-04-30,12.3,0.0,0.0,0,1,0,0,353783.0,1141.0,0.0,1141.0,0.0
세종특별자치시,107072.0,2022-04-30,12.9,0.0,0.0,0,1,0,0,130293.0,343.0,0.0,343.0,0.0
경기도,2515807.0,2022-04-30,12.5,0.0,0.0,1,1,0,0,4697965.0,13657.0,0.0,13657.0,0.0
강원도,677414.5,2022-04-30,11.2,0.0,0.0,0,1,0,0,480465.0,1644.0,0.0,1644.0,0.0
충청북도,452886.0,2022-04-30,11.3,0.0,0.0,0,1,0,0,521774.0,1471.0,0.0,1471.0,0.0
충청남도,727646.5,2022-04-30,11.9,0.0,0.0,0,1,0,0,673506.0,1943.0,0.0,1943.0,0.0
전라북도,351662.5,2022-04-30,13.0,0.0,0.0,0,1,0,0,561480.0,1998.0,0.0,1998.0,0.0
전라남도,474026.0,2022-04-30,13.7,0.0,0.0,1,1,0,0,541617.0,1788.0,0.0,1787.0,1.0
