areaNm,touNum,baseYmd,avgTemp,dayRf,daySf,festival,holiday,PM10,PM25,AccumulateCovid19,increase,AccumulateReleased,localIncrease,CovidForeigner
충청남도,360318.0,2022-06-21,23.7,0.0,0.0,1,0,0,0,720015.0,134.0,0.0,127.0,7.0
전라북도,228088.0,2022-06-21,25.7,0.0,0.0,0,0,0,0,603558.0,184.0,0.0,179.0,5.0
전라남도,297941.0,2022-06-21,26.4,0.0,0.0,1,0,0,0,600071.0,276.0,0.0,276.0,0.0
경상북도,415313.5,2022-06-21,24.7,0.0,0.0,0,0,0,0,788144.0,228.0,0.0,222.0,6.0
경상남도,343749.0,2022-06-21,26.3,0.0,0.0,0,0,0,0,1099607.0,577.0,0.0,573.0,4.0
제주특별자치도,193231.5,2022-06-21,24.0,0.1,0.0,0,0,0,0,237178.0,112.0,0.0,107.0,5.0
서울특별시,1532090.0,2022-06-22,25.9,0.0,0.0,0,0,0,0,3652068.0,1778.0,0.0,1777.0,1.0
부산광역시,342471.5,2022-06-22,24.7,0.0,0.0,0,0,0,0,1102899.0,552.0,0.0,551.0,1.0
대구광역시,270004.0,2022-06-22,29.9,0.0,0.0,0,0,0,0,769551.0,587.0,0.0,584.0,3.0
인천광역시,389203.5,2022-06-22,22.9,0.0,0.0,0,0,0,0,1079315.0,222.0,0.0,188.0,34.0
광주광역시,225491.0,2022-06-22,27.0,0.0,0.0,0,0,0,0,536489.0,183.0,0.0,180.0,3.0
대전광역시,187439.0,2022-06-22,27.5,0.0,0.0,0,0,0,0,515547.0,204.0,0.0,204.0,0.0
울산광역시,120967.0,2022-06-22,25.6,0.0,0.0,0,0,0,0,383499.0,317.0,0.0,315.0,2.0
세종특별자치시,71347.5,2022-06-22,26.3,0.0,0.0,0,0,0,0,140144.0,76.0,0.0,67.0,9.0
경기도,1563194.5,2022-06-22,25.9,0.0,0.0,0,0,0,0,4970653.0,2281.0,0.0,2281.0,0.0
강원도,327369.0,2022-06-22,27.1,0.0,0.0,0,0,0,0,522477.0,154.0,0.0,154.0,0.0
충청북도,260893.5,2022-06-22,25.8,0.0,0.0,0,0,0,0,559618.0,223.0,0.0,215.0,8.0
충청남도,365032.5,2022-06-22,24.3,0.0,0.0,1,0,0,0,720703.0,365.0,0.0,365.0,0.0
전라북도,297346.0,2022-06-22,26.1,0.0,0.0,0,0,0,0,603558.0,184.0,0.0,179.0,5.0
전라남도,385378.0,2022-06-22,26.3,0.0,0.0,1,0,0,0,600071.0,276.0,0.0,276.0,0.0
경상북도,420756.0,2022-06-22,25.7,0.0,0.0,0,0,0,0,788144.0,228.0,0.0,222.0,6.0
경상남도,358323.0,2022-06-22,26.7,0.0,0.0,0,0,0,0,1099607.0,577.0,0.0,573.0,4.0
제주특별자치도,237856.5,2022-06-22,23.7,0.0,0.0,0,0,0,0,238126.0,163.0,0.0,152.0,11.0
서울특별시,1476359.5,2022-06-23,24.3,103.0,0.0,0,0,0,0,3653647.0,1580.0,0.0,1577.0,3.0
부산광역시,349954.5,2022-06-23,23.2,0.4,0.0,0,0,0,0,1102899.0,552.0,0.0,551.0,1.0
대구광역시,271652.5,2022-06-23,27.9,0.2,0.0,0,0,0,0,769551.0,587.0,0.0,584.0,3.0
인천광역시,357360.5,2022-06-23,22.3,92.3,0.0,0,0,0,0,1080566.0,372.0,0.0,346.0,26.0
광주광역시,225788.5,2022-06-23,25.5,28.7,0.0,0,0,0,0,536489.0,183.0,0.0,180.0,3.0
대전광역시,184933.0,2022-06-23,25.1,29.6,0.0,0,0,0,0,515547.0,204.0,0.0,204.0,0.0
울산광역시,121317.0,2022-06-23,26.2,0.0,0.0,0,0,0,0,383499.0,317.0,0.0,315.0,2.0
세종특별자치시,68120.5,2022-06-23,24.2,18.2,0.0,0,0,0,0,140144.0,76.0,0.0,67.0,9.0
경기도,1484507.5,2022-06-23,24.2,44.1,0.0,0,0,0,0,4970653.0,2281.0,0.0,2281.0,0.0
강원도,315598.5,2022-06-23,23.6,111.9,0.0,0,0,0,0,522477.0,154.0,0.0,154.0,0.0
충청북도,246396.5,2022-06-23,23.3,47.0,0.0,0,0,0,0,559618.0,223.0,0.0,215.0,8.0
충청남도,349926.5,2022-06-23,23.0,31.2,0.0,0,0,0,0,720703.0,365.0,0.0,365.0,0.0
전라북도,287290.5,2022-06-23,25.2,36.9,0.0,0,0,0,0,604329.0,182.0,0.0,178.0,4.0
전라남도,373880.5,2022-06-23,25.7,0.1,0.0,1,0,0,0,600071.0,276.0,0.0,276.0,0.0
경상북도,418526.5,2022-06-23,22.7,17.1,0.0,0,0,0,0,789423.0,388.0,0.0,379.0,9.0
경상남도,355995.5,2022-06-23,24.5,7.9,0.0,0,0,0,0,1099607.0,577.0,0.0,573.0,4.0
제주특별자치도,238703.5,2022-06-23,28.7,0.0,0.0,0,0,0,0,238126.0,163.0,0.0,152.0,11.0
서울특별시,1683528.0,2022-06-24,22.6,19.1,0.0,0,0,0,0,3653647.0,1580.0,0.0,1577.0,3.0
부산광역시,389980.5,2022-06-24,22.9,38.7,0.0,0,0,0,0,1103738.0,396.0,0.0,396.0,0.0
대구광역시,303019.5,2022-06-24,28.1,32.4,0.0,0,0,0,0,770754.0,384.0,0.0,379.0,5.0
인천광역시,426104.0,2022-06-24,20.8,8.4,0.0,0,0,0,0,1080566.0,372.0,0.0,346.0,26.0
광주광역시,252266.0,2022-06-24,24.6,27.2,0.0,0,0,0,0,536489.0,183.0,0.0,180.0,3.0
대전광역시,216744.5,2022-06-24,25.0,10.7,0.0,0,0,0,0,515547.0,204.0,0.0,204.0,0.0
울산광역시,127655.5,2022-06-24,25.7,6.9,0.0,0,0,0,0,384249.0,179.0,0.0,176.0,3.0
세종특별자치시,75722.5,2022-06-24,24.0,9.4,0.0,0,0,0,0,140144.0,76.0,0.0,67.0,9.0
경기도,1715980.0,2022-06-24,24.1,17.1,0.0,0,0,0,0,4974445.0,1862.0,0.0,1858.0,4.0
강원도,410112.5,2022-06-24,25.1,21.7,0.0,0,0,0,0,522477.0,154.0,0.0,154.0,0.0
충청북도,290094.0,2022-06-24,23.0,24.1,0.0,0,0,0,0,560008.0,178.0,0.0,176.0,2.0
충청남도,414725.5,2022-06-24,22.1,9.5,0.0,1,0,0,0,720703.0,365.0,0.0,365.0,0.0
전라북도,326742.5,2022-06-24,24.4,59.2,0.0,0,0,0,0,604329.0,182.0,0.0,178.0,4.0
전라남도,399924.0,2022-06-24,24.7,61.0,0.0,1,0,0,0,600746.0,182.0,0.0,182.0,0.0
경상북도,458335.5,2022-06-24,24.1,13.7,0.0,0,0,0,0,789828.0,405.0,0.0,393.0,12.0
경상남도,383743.5,2022-06-24,25.3,38.8,0.0,0,0,0,0,1099607.0,577.0,0.0,573.0,4.0
제주특별자치도,240838.5,2022-06-24,26.1,71.4,0.0,0,0,0,0,238126.0,163.0,0.0,152.0,11.0
서울특별시,2039723.0,2022-06-25,26.0,0.0,0.0,0,1,0,0,3653647.0,1580.0,0.0,1577.0,3.0
부산광역시,523866.0,2022-06-25,23.2,0.9,0.0,0,1,0,0,1103738.0,396.0,0.0,396.0,0.0
대구광역시,383677.0,2022-06-25,28.2,0.0,0.0,0,1,0,0,770754.0,384.0,0.0,379.0,5.0
인천광역시,596127.0,2022-06-25,23.7,0.0,0.0,0,1,0,0,1080566.0,372.0,0.0,346.0,26.0
광주광역시,296222.5,2022-06-25,26.5,0.0,0.0,0,1,0,0,536489.0,183.0,0.0,180.0,3.0
대전광역시,296033.5,2022-06-25,27.8,0.0,0.0,0,1,0,0,515547.0,204.0,0.0,204.0,0.0
울산광역시,168640.5,2022-06-25,26.0,0.0,0.0,0,1,0,0,384249.0,179.0,0.0,176.0,3.0
세종특별자치시,95907.0,2022-06-25,26.9,0.0,0.0,0,1,0,0,140144.0,76.0,0.0,67.0,9.0
경기도,2305789.5,2022-06-25,26.1,0.0,0.0,0,1,0,0,4974445.0,1862.0,0.0,1858.0,4.0
강원도,666771.0,2022-06-25,26.8,0.0,0.0,0,1,0,0,523963.0,249.0,0.0,246.0,3.0
충청북도,425887.0,2022-06-25,24.9,0.0,0.0,0,1,0,0,560008.0,178.0,0.0,176.0,2.0
충청남도,646009.0,2022-06-25,24.0,0.0,0.0,1,1,0,0,720703.0,365.0,0.0,365.0,0.0
전라북도,440783.0,2022-06-25,27.6,0.0,0.0,0,1,0,0,604712.0,179.0,0.0,175.0,4.0
전라남도,544348.0,2022-06-25,25.6,0.0,0.0,1,1,0,0,600746.0,182.0,0.0,182.0,0.0
경상북도,656134.5,2022-06-25,23.7,1.8,0.0,0,1,0,0,790173.0,346.0,0.0,340.0,6.0
경상남도,564252.5,2022-06-25,24.8,0.0,0.0,0,1,0,0,1101417.0,405.0,0.0,396.0,9.0
제주특별자치도,244366.5,2022-06-25,27.4,0.0,0.0,0,1,0,0,238442.0,85.0,0.0,77.0,8.0
서울특별시,1664663.0,2022-06-26,26.5,0.0,0.0,0,1,0,0,3653647.0,1580.0,0.0,1577.0,3.0
부산광역시,482944.0,2022-06-26,24.0,0.0,0.0,0,1,0,0,1103738.0,396.0,0.0,396.0,0.0
대구광역시,341572.0,2022-06-26,28.4,0.0,0.0,0,1,0,0,770754.0,384.0,0.0,379.0,5.0
인천광역시,509939.5,2022-06-26,25.1,0.0,0.0,0,1,0,0,1080566.0,372.0,0.0,346.0,26.0
광주광역시,261593.5,2022-06-26,27.3,0.0,0.0,0,1,0,0,536489.0,183.0,0.0,180.0,3.0
대전광역시,246228.5,2022-06-26,27.4,0.2,0.0,0,1,0,0,515547.0,204.0,0.0,204.0,0.0
울산광역시,159824.0,2022-06-26,27.2,0.0,0.0,0,1,0,0,384669.0,229.0,0.0,227.0,2.0
세종특별자치시,75803.0,2022-06-26,27.2,0.0,0.0,0,1,0,0,140144.0,76.0,0.0,67.0,9.0
경기도,2047668.0,2022-06-26,26.7,0.0,0.0,0,1,0,0,4974445.0,1862.0,0.0,1858.0,4.0
강원도,600789.0,2022-06-26,26.3,0.1,0.0,0,1,0,0,523963.0,249.0,0.0,246.0,3.0
충청북도,389452.0,2022-06-26,25.0,2.5,0.0,0,1,0,0,560008.0,178.0,0.0,176.0,2.0
충청남도,580720.0,2022-06-26,25.1,0.1,0.0,1,1,0,0,720703.0,365.0,0.0,365.0,0.0
전라북도,417459.0,2022-06-26,28.1,0.0,0.0,0,1,0,0,604712.0,179.0,0.0,175.0,4.0
전라남도,533708.0,2022-06-26,26.9,0.0,0.0,1,1,0,0,600746.0,182.0,0.0,182.0,0.0
경상북도,646170.0,2022-06-26,24.4,0.0,0.0,0,1,0,0,790173.0,346.0,0.0,340.0,6.0
경상남도,548432.5,2022-06-26,26.5,0.0,0.0,0,1,0,0,1101417.0,405.0,0.0,396.0,9.0
제주특별자치도,240817.5,2022-06-26,30.0,0.0,0.0,0,1,0,0,238442.0,85.0,0.0,77.0,8.0
서울특별시,1480717.0,2022-06-27,26.8,6.1,0.0,0,0,0,0,3653647.0,1580.0,0.0,1577.0,3.0
부산광역시,349671.0,2022-06-27,23.6,12.3,0.0,0,0,0,0,1103738.0,396.0,0.0,396.0,0.0
대구광역시,274347.5,2022-06-27,27.3,5.4,0.0,0,0,0,0,770754.0,384.0,0.0,379.0,5.0
인천광역시,375452.0,2022-06-27,25.8,2.3,0.0,0,0,0,0,1080566.0,372.0,0.0,346.0,26.0
광주광역시,229897.5,2022-06-27,27.3,0.9,0.0,0,0,0,0,536489.0,183.0,0.0,180.0,3.0
대전광역시,187201.0,2022-06-27,28.0,3.6,0.0,0,0,0,0,515547.0,204.0,0.0,204.0,0.0
울산광역시,116189.5,2022-06-27,25.2,47.9,0.0,0,0,0,0,384669.0,229.0,0.0,227.0,2.0
세종특별자치시,68201.0,2022-06-27,27.9,0.1,0.0,0,0,0,0,140144.0,76.0,0.0,67.0,9.0
경기도,1520134.0,2022-06-27,27.7,0.8,0.0,0,0,0,0,4974445.0,1862.0,0.0,1858.0,4.0
강원도,331548.0,2022-06-27,26.4,13.4,0.0,0,0,0,0,524273.0,131.0,0.0,128.0,3.0
충청북도,249683.0,2022-06-27,25.1,2.2,0.0,0,0,0,0,560443.0,85.0,0.0,80.0,5.0
충청남도,359611.0,2022-06-27,26.3,0.5,0.0,0,0,0,0,721828.0,142.0,0.0,141.0,1.0
전라북도,298154.5,2022-06-27,28.1,0.2,0.0,0,0,0,0,604983.0,92.0,0.0,90.0,2.0
전라남도,381573.5,2022-06-27,26.7,2.0,0.0,1,0,0,0,600746.0,182.0,0.0,182.0,0.0
경상북도,416290.0,2022-06-27,23.8,58.4,0.0,0,0,0,0,790689.0,200.0,0.0,190.0,10.0
경상남도,350028.0,2022-06-27,25.6,39.8,0.0,0,0,0,0,1101417.0,405.0,0.0,396.0,9.0
제주특별자치도,236148.5,2022-06-27,30.5,0.0,0.0,0,0,0,0,238442.0,85.0,0.0,77.0,8.0
서울특별시,1508475.5,2022-06-28,26.9,6.3,0.0,0,0,0,0,3653647.0,1580.0,0.0,1577.0,3.0
부산광역시,352156.0,2022-06-28,23.7,15.7,0.0,0,0,0,0,1103738.0,396.0,0.0,396.0,0.0
대구광역시,279499.5,2022-06-28,28.9,0.7,0.0,0,0,0,0,770754.0,384.0,0.0,379.0,5.0
인천광역시,364497.0,2022-06-28,25.1,2.6,0.0,0,0,0,0,1080566.0,372.0,0.0,346.0,26.0
광주광역시,228998.0,2022-06-28,27.7,0.0,0.0,0,0,0,0,537236.0,129.0,0.0,128.0,1.0
대전광역시,192409.0,2022-06-28,29.4,0.0,0.0,0,0,0,0,516544.0,221.0,0.0,221.0,0.0
울산광역시,123879.0,2022-06-28,27.2,0.2,0.0,0,0,0,0,385024.0,269.0,0.0,268.0,1.0
세종특별자치시,71095.5,2022-06-28,29.1,0.0,0.0,0,0,0,0,140467.0,52.0,0.0,52.0,0.0
경기도,1521016.0,2022-06-28,28.7,0.0,0.0,0,0,0,0,4981389.0,2583.0,0.0,2571.0,12.0
강원도,296698.5,2022-06-28,26.6,5.4,0.0,0,0,0,0,524273.0,131.0,0.0,128.0,3.0
충청북도,252966.0,2022-06-28,27.3,0.0,0.0,0,0,0,0,560663.0,221.0,0.0,217.0,4.0
충청남도,352324.0,2022-06-28,26.0,0.2,0.0,0,0,0,0,722149.0,321.0,0.0,319.0,2.0
전라북도,297206.0,2022-06-28,28.7,0.0,0.0,0,0,0,0,604983.0,92.0,0.0,90.0,2.0
전라남도,388524.5,2022-06-28,26.9,0.0,0.0,1,0,0,0,600746.0,182.0,0.0,182.0,0.0
경상북도,421708.0,2022-06-28,25.7,0.0,0.0,0,0,0,0,791029.0,340.0,0.0,334.0,6.0
경상남도,358904.0,2022-06-28,26.3,0.0,0.0,0,0,0,0,1101417.0,405.0,0.0,396.0,9.0
제주특별자치도,235032.0,2022-06-28,30.5,0.0,0.0,0,0,0,0,238442.0,85.0,0.0,77.0,8.0
서울특별시,1517757.5,2022-06-29,25.1,37.8,0.0,0,0,0,0,3653647.0,1580.0,0.0,1577.0,3.0
부산광역시,355159.0,2022-06-29,24.1,18.6,0.0,0,0,0,0,1105943.0,595.0,0.0,595.0,0.0
대구광역시,280038.5,2022-06-29,29.5,0.0,0.0,0,0,0,0,770754.0,384.0,0.0,379.0,5.0
인천광역시,371231.0,2022-06-29,23.7,24.9,0.0,0,0,0,0,1080566.0,372.0,0.0,346.0,26.0
광주광역시,230181.0,2022-06-29,26.5,8.5,0.0,0,0,0,0,537236.0,129.0,0.0,128.0,1.0
대전광역시,189588.0,2022-06-29,26.7,18.6,0.0,0,0,0,0,516544.0,221.0,0.0,221.0,0.0
울산광역시,125223.0,2022-06-29,26.8,0.1,0.0,0,0,0,0,385365.0,341.0,0.0,336.0,5.0
세종특별자치시,67550.0,2022-06-29,26.2,49.9,0.0,0,0,0,0,140467.0,52.0,0.0,52.0,0.0
경기도,1509739.0,2022-06-29,26.0,36.5,0.0,0,0,0,0,4981389.0,2583.0,0.0,2571.0,12.0
강원도,276619.0,2022-06-29,25.6,49.6,0.0,0,0,0,0,524273.0,131.0,0.0,128.0,3.0
충청북도,239018.5,2022-06-29,24.9,46.3,0.0,0,0,0,0,560894.0,231.0,0.0,209.0,22.0
충청남도,339937.5,2022-06-29,24.2,209.6,0.0,0,0,0,0,722529.0,380.0,0.0,377.0,3.0
전라북도,292411.0,2022-06-29,27.7,0.7,0.0,0,0,0,0,604983.0,92.0,0.0,90.0,2.0
전라남도,379193.5,2022-06-29,26.4,5.3,0.0,1,0,0,0,601869.0,268.0,0.0,263.0,5.0
경상북도,425064.5,2022-06-29,25.3,3.6,0.0,0,0,0,0,791029.0,340.0,0.0,334.0,6.0
경상남도,361557.0,2022-06-29,26.0,3.8,0.0,0,0,0,0,1101417.0,405.0,0.0,396.0,9.0
제주특별자치도,235039.0,2022-06-29,30.2,0.0,0.0,0,0,0,0,238442.0,85.0,0.0,77.0,8.0
서울특별시,1468705.0,2022-06-30,22.3,176.2,0.0,0,0,0,0,3653647.0,1580.0,0.0,1577.0,3.0
부산광역시,368921.0,2022-06-30,25.5,0.0,0.0,0,0,0,0,1105943.0,595.0,0.0,595.0,0.0
대구광역시,281683.5,2022-06-30,29.8,0.0,0.0,0,0,0,0,770754.0,384.0,0.0,379.0,5.0
인천광역시,356916.0,2022-06-30,22.6,126.1,0.0,0,0,0,0,1083459.0,506.0,0.0,474.0,32.0
광주광역시,231343.0,2022-06-30,27.1,1.7,0.0,0,0,0,0,537236.0,129.0,0.0,128.0,1.0
대전광역시,193074.0,2022-06-30,27.2,2.9,0.0,0,0,0,0,516544.0,221.0,0.0,221.0,0.0
울산광역시,129496.5,2022-06-30,27.9,0.0,0.0,0,0,0,0,385365.0,341.0,0.0,336.0,5.0
세종특별자치시,68393.5,2022-06-30,26.4,12.8,0.0,0,0,0,0,140467.0,52.0,0.0,52.0,0.0
경기도,1457466.5,2022-06-30,22.0,95.0,0.0,0,0,0,0,4981389.0,2583.0,0.0,2571.0,12.0
강원도,269052.0,2022-06-30,22.2,138.9,0.0,0,0,0,0,524273.0,131.0,0.0,128.0,3.0
충청북도,240663.5,2022-06-30,22.1,87.5,0.0,0,0,0,0,561112.0,218.0,0.0,208.0,10.0
충청남도,342401.5,2022-06-30,25.0,81.6,0.0,0,0,0,0,722529.0,380.0,0.0,377.0,3.0
전라북도,293657.0,2022-06-30,27.8,1.3,0.0,0,0,0,0,604983.0,92.0,0.0,90.0,2.0
전라남도,387198.0,2022-06-30,27.4,3.2,0.0,1,0,0,0,601869.0,268.0,0.0,263.0,5.0
경상북도,428197.0,2022-06-30,23.1,25.0,0.0,0,0,0,0,791029.0,340.0,0.0,334.0,6.0
경상남도,374206.0,2022-06-30,26.8,0.4,0.0,0,0,0,0,1101417.0,405.0,0.0,396.0,9.0
제주특별자치도,235406.5,2022-06-30,28.7,0.0,0.0,0,0,0,0,238442.0,85.0,0.0,77.0,8.0
서울특별시,1398099.5,2022-07-01,26.6,0.0,0.0,0,0,0,0,3668271.0,2340.0,0.0,2333.0,7.0
부산광역시,334019.0,2022-07-01,25.9,0.0,0.0,0,0,0,0,1107113.0,586.0,0.0,586.0,0.0
대구광역시,245388.5,2022-07-01,29.8,0.0,0.0,0,0,0,0,773119.0,423.0,0.0,414.0,9.0
인천광역시,360948.0,2022-07-01,25.6,0.0,0.0,0,0,0,0,1083934.0,475.0,0.0,436.0,39.0
광주광역시,257537.0,2022-07-01,28.2,0.0,0.0,0,0,0,0,537811.0,171.0,0.0,167.0,4.0
대전광역시,190680.0,2022-07-01,28.6,0.0,0.0,0,0,0,0,517252.0,209.0,0.0,208.0,1.0
울산광역시,108706.5,2022-07-01,27.4,0.0,0.0,0,0,0,0,385937.0,291.0,0.0,290.0,1.0
세종특별자치시,65394.0,2022-07-01,28.0,0.0,0.0,0,0,0,0,140672.0,55.0,0.0,54.0,1.0
경기도,1384194.0,2022-07-01,25.9,0.0,0.0,0,0,0,0,4988935.0,2463.0,0.0,2453.0,10.0
강원도,355925.5,2022-07-01,26.1,0.0,0.0,0,0,0,0,525460.0,241.0,0.0,236.0,5.0
충청북도,249389.0,2022-07-01,25.9,0.0,0.0,0,0,0,0,561376.0,264.0,0.0,253.0,11.0
충청남도,349930.0,2022-07-01,26.5,0.0,0.0,0,0,0,0,723146.0,317.0,0.0,317.0,0.0
전라북도,337263.5,2022-07-01,28.3,0.6,0.0,0,0,0,0,606083.0,253.0,0.0,249.0,4.0
전라남도,415366.0,2022-07-01,27.5,0.0,0.0,1,0,0,0,601869.0,268.0,0.0,263.0,5.0
경상북도,403865.0,2022-07-01,24.8,0.0,0.0,0,0,0,0,792538.0,464.0,0.0,453.0,11.0
경상남도,352282.0,2022-07-01,26.9,0.0,0.0,0,0,0,0,1104299.0,557.0,0.0,542.0,15.0
제주특별자치도,234132.5,2022-07-01,28.3,0.0,0.0,0,0,0,0,239250.0,184.0,0.0,167.0,17.0
서울특별시,1802668.0,2022-07-02,28.8,0.0,0.0,0,1,0,0,3671044.0,2778.0,0.0,2768.0,10.0
부산광역시,472839.5,2022-07-02,27.4,0.0,0.0,0,1,0,0,1107720.0,611.0,0.0,608.0,3.0
대구광역시,334320.0,2022-07-02,29.9,0.0,0.0,0,1,0,0,773488.0,369.0,0.0,364.0,5.0
인천광역시,557217.5,2022-07-02,26.5,0.0,0.0,0,1,0,0,1084459.0,525.0,0.0,472.0,53.0
광주광역시,311468.5,2022-07-02,28.5,0.0,0.0,0,1,0,0,537975.0,164.0,0.0,157.0,7.0
대전광역시,271572.0,2022-07-02,29.6,0.0,0.0,0,1,0,0,517526.0,274.0,0.0,274.0,0.0
울산광역시,151644.5,2022-07-02,28.0,0.0,0.0,0,1,0,0,386248.0,311.0,0.0,311.0,0.0
세종특별자치시,85851.5,2022-07-02,28.7,0.0,0.0,0,1,0,0,140751.0,79.0,0.0,78.0,1.0
경기도,2029167.0,2022-07-02,27.8,0.0,0.0,0,1,0,0,4991749.0,2819.0,0.0,2800.0,19.0
강원도,618548.0,2022-07-02,27.2,0.0,0.0,0,1,0,0,525773.0,313.0,0.0,311.0,2.0
충청북도,383621.0,2022-07-02,26.2,0.0,0.0,0,1,0,0,561641.0,265.0,0.0,253.0,12.0
충청남도,591843.0,2022-07-02,26.8,0.0,0.0,0,1,0,0,723522.0,381.0,0.0,379.0,2.0
전라북도,461072.5,2022-07-02,28.5,0.0,0.0,0,1,0,0,606357.0,274.0,0.0,264.0,10.0
전라남도,562114.0,2022-07-02,27.5,0.0,0.0,1,1,0,0,602587.0,243.0,0.0,236.0,7.0
경상북도,615076.0,2022-07-02,26.1,0.0,0.0,0,1,0,0,793041.0,503.0,0.0,490.0,13.0
경상남도,536067.0,2022-07-02,27.2,0.0,0.0,0,1,0,0,1104875.0,576.0,0.0,571.0,5.0
제주특별자치도,236638.5,2022-07-02,27.6,0.0,0.0,0,1,0,0,239466.0,216.0,0.0,206.0,10.0
서울특별시,1476926.5,2022-07-03,29.3,0.0,0.0,0,1,0,0,3673484.0,2440.0,0.0,2437.0,3.0
부산광역시,431385.5,2022-07-03,27.5,0.0,0.0,0,1,0,0,1107720.0,611.0,0.0,608.0,3.0
대구광역시,292656.0,2022-07-03,29.3,1.0,0.0,0,1,0,0,773782.0,294.0,0.0,291.0,3.0
인천광역시,491886.5,2022-07-03,27.1,0.0,0.0,0,1,0,0,1085025.0,566.0,0.0,516.0,50.0
광주광역시,280721.0,2022-07-03,28.9,0.0,0.0,0,1,0,0,538163.0,188.0,0.0,181.0,7.0
대전광역시,227129.0,2022-07-03,28.1,38.7,0.0,0,1,0,0,517767.0,241.0,0.0,237.0,4.0
울산광역시,141424.5,2022-07-03,27.5,0.0,0.0,0,1,0,0,386533.0,285.0,0.0,283.0,2.0
세종특별자치시,74256.0,2022-07-03,27.6,51.7,0.0,0,1,0,0,140821.0,70.0,0.0,70.0,0.0
경기도,1858601.5,2022-07-03,28.2,0.0,0.0,0,1,0,0,4994412.0,2663.0,0.0,2637.0,26.0
강원도,576887.5,2022-07-03,28.3,0.0,0.0,0,1,0,0,526042.0,269.0,0.0,257.0,12.0
충청북도,361679.5,2022-07-03,27.0,0.0,0.0,0,1,0,0,561856.0,215.0,0.0,209.0,6.0
충청남도,520775.5,2022-07-03,27.5,0.0,0.0,0,1,0,0,723940.0,418.0,0.0,412.0,6.0
전라북도,429348.5,2022-07-03,28.1,13.1,0.0,0,1,0,0,606625.0,268.0,0.0,257.0,11.0
전라남도,533088.5,2022-07-03,28.0,0.2,0.0,1,1,0,0,602835.0,248.0,0.0,241.0,7.0
경상북도,589190.0,2022-07-03,26.0,0.0,0.0,0,1,0,0,793578.0,537.0,0.0,521.0,16.0
경상남도,505890.0,2022-07-03,27.9,0.0,0.0,0,1,0,0,1105463.0,588.0,0.0,572.0,16.0
제주특별자치도,232085.0,2022-07-03,28.6,0.0,0.0,0,1,0,0,239466.0,216.0,0.0,206.0,10.0
서울특별시,1283576.0,2022-07-04,29.3,0.0,0.0,0,0,0,0,3674645.0,1161.0,0.0,1161.0,0.0
부산광역시,287952.0,2022-07-04,27.4,0.0,0.0,0,0,0,0,1108558.0,291.0,0.0,291.0,0.0
대구광역시,228336.5,2022-07-04,28.8,0.0,0.0,0,0,0,0,774035.0,253.0,0.0,242.0,11.0
인천광역시,338254.0,2022-07-04,27.3,0.0,0.0,0,0,0,0,1085373.0,348.0,0.0,282.0,66.0
광주광역시,240870.0,2022-07-04,27.2,2.1,0.0,0,0,0,0,538307.0,144.0,0.0,130.0,14.0
대전광역시,159768.0,2022-07-04,27.6,0.0,0.0,0,0,0,0,517980.0,213.0,0.0,211.0,2.0
울산광역시,95417.0,2022-07-04,27.2,0.0,0.0,0,0,0,0,386681.0,148.0,0.0,148.0,0.0
세종특별자치시,55870.5,2022-07-04,27.1,0.0,0.0,0,0,0,0,140878.0,57.0,0.0,55.0,2.0
경기도,1304439.5,2022-07-04,28.2,0.0,0.0,0,0,0,0,4996307.0,1895.0,0.0,1890.0,5.0
강원도,315567.0,2022-07-04,27.8,0.6,0.0,0,0,0,0,526277.0,235.0,0.0,227.0,8.0
충청북도,220517.5,2022-07-04,26.7,1.0,0.0,0,0,0,0,562022.0,166.0,0.0,160.0,6.0
충청남도,298581.5,2022-07-04,26.7,11.2,0.0,0,0,0,0,724180.0,240.0,0.0,240.0,0.0
전라북도,297507.0,2022-07-04,27.4,26.7,0.0,0,0,0,0,606751.0,126.0,0.0,119.0,7.0
전라남도,369246.5,2022-07-04,27.3,10.1,0.0,1,0,0,0,602983.0,148.0,0.0,147.0,1.0
경상북도,353713.5,2022-07-04,24.9,0.3,0.0,0,0,0,0,793891.0,313.0,0.0,299.0,14.0
경상남도,292750.5,2022-07-04,27.1,0.0,0.0,0,0,0,0,1105795.0,332.0,0.0,316.0,16.0
제주특별자치도,225820.0,2022-07-04,28.0,0.0,0.0,0,0,0,0,239847.0,174.0,0.0,171.0,3.0
서울특별시,1329842.5,2022-07-05,29.2,0.0,0.0,0,0,0,0,3679421.0,4779.0,0.0,4777.0,2.0
부산광역시,288491.0,2022-07-05,26.4,1.1,0.0,0,0,0,0,1109727.0,1169.0,0.0,1169.0,0.0
대구광역시,233695.0,2022-07-05,28.8,0.0,0.0,0,0,0,0,774712.0,677.0,0.0,672.0,5.0
인천광역시,341204.5,2022-07-05,27.3,0.0,0.0,0,0,0,0,1086354.0,983.0,0.0,920.0,63.0
광주광역시,242861.5,2022-07-05,27.4,7.3,0.0,0,0,0,0,538587.0,280.0,0.0,272.0,8.0
대전광역시,160989.5,2022-07-05,28.2,0.0,0.0,0,0,0,0,518415.0,435.0,0.0,435.0,0.0
울산광역시,98413.0,2022-07-05,26.1,0.0,0.0,0,0,0,0,387146.0,465.0,0.0,462.0,3.0
