baseYmd,AccumulateCovid19,areaNm,increase,AccumulateReleased,localIncrease,CovidForeigner
2022-01-01,6923.0,울산광역시,50.0,6371.0,50.0,0.0
2022-01-02,6981.0,울산광역시,58.0,6411.0,58.0,0.0
2022-01-03,7019.0,울산광역시,38.0,6453.0,38.0,0.0
2022-01-04,7053.0,울산광역시,34.0,6517.0,33.0,1.0
2022-01-05,7101.0,울산광역시,48.0,6570.0,47.0,1.0
2022-01-06,7131.0,울산광역시,30.0,6604.0,28.0,2.0
2022-01-07,7169.0,울산광역시,38.0,6644.0,33.0,5.0
2022-01-08,7196.0,울산광역시,27.0,6701.0,27.0,0.0
2022-01-09,7230.0,울산광역시,34.0,6741.0,31.0,3.0
2022-01-10,7253.0,울산광역시,23.0,6782.0,20.0,3.0
2022-01-11,7275.0,울산광역시,22.0,6823.0,17.0,5.0
2022-01-12,7302.0,울산광역시,27.0,6888.0,27.0,0.0
2022-01-13,7329.0,울산광역시,27.0,6928.0,26.0,1.0
2022-01-14,7369.0,울산광역시,40.0,6967.0,34.0,6.0
2022-01-15,7386.0,울산광역시,17.0,7009.0,14.0,3.0
2022-01-16,7405.0,울산광역시,19.0,7045.0,15.0,4.0
2022-01-17,7424.0,울산광역시,19.0,7080.0,17.0,2.0
2022-01-18,7459.0,울산광역시,35.0,7107.0,33.0,2.0
2022-01-19,7503.0,울산광역시,44.0,7137.0,44.0,0.0
2022-01-20,7575.0,울산광역시,72.0,7155.0,69.0,3.0
2022-01-21,7657.0,울산광역시,82.0,7155.0,78.0,4.0
2022-01-22,7708.0,울산광역시,51.0,7194.0,50.0,1.0
2022-01-23,7799.0,울산광역시,91.0,7219.0,84.0,7.0
2022-01-24,7868.0,울산광역시,69.0,7249.0,65.0,4.0
2022-01-25,7969.0,울산광역시,101.0,7265.0,96.0,5.0
2022-01-26,8117.0,울산광역시,148.0,7265.0,142.0,6.0
2022-01-27,8265.0,울산광역시,148.0,7371.0,146.0,2.0
2022-01-28,8423.0,울산광역시,158.0,7396.0,156.0,2.0
2022-01-29,8623.0,울산광역시,200.0,7432.0,200.0,0.0
2022-01-30,8835.0,울산광역시,212.0,7472.0,202.0,10.0
2022-01-31,9037.0,울산광역시,202.0,7542.0,202.0,0.0
2022-02-01,9291.0,울산광역시,254.0,7584.0,250.0,4.0
2022-02-02,9591.0,울산광역시,300.0,7661.0,296.0,4.0
2022-02-03,9861.0,울산광역시,270.0,7736.0,270.0,0.0
2022-02-04,10332.0,울산광역시,471.0,7798.0,471.0,0.0
2022-02-05,10835.0,울산광역시,503.0,7914.0,503.0,0.0
2022-02-06,11406.0,울산광역시,571.0,8036.0,571.0,0.0
2022-02-07,11406.0,울산광역시,593.0,11999.0,592.0,1.0
2022-02-08,12500.0,울산광역시,501.0,8438.0,501.0,0.0
2022-02-09,13291.0,울산광역시,791.0,8589.0,789.0,2.0
2022-02-10,14023.0,울산광역시,732.0,8929.0,732.0,0.0
2022-02-11,14818.0,울산광역시,795.0,9492.0,795.0,0.0
2022-02-12,15544.0,울산광역시,726.0,9997.0,726.0,0.0
2022-02-13,16349.0,울산광역시,805.0,10364.0,805.0,0.0
2022-02-14,17025.0,울산광역시,676.0,10957.0,676.0,0.0
2022-02-15,17801.0,울산광역시,776.0,11613.0,776.0,0.0
2022-02-16,19560.0,울산광역시,1759.0,12421.0,1759.0,0.0
2022-02-17,21251.0,울산광역시,1691.0,13096.0,1691.0,0.0
2022-02-18,23198.0,울산광역시,1947.0,13840.0,1947.0,0.0
2022-02-19,25029.0,울산광역시,1832.0,14474.0,1832.0,0.0
2022-02-20,26948.0,울산광역시,1919.0,15214.0,1919.0,0.0
2022-02-21,28541.0,울산광역시,1593.0,16449.0,1593.0,0.0
2022-02-22,30482.0,울산광역시,1941.0,18134.0,1941.0,0.0
2022-02-23,33929.0,울산광역시,3447.0,19815.0,3447.0,0.0
2022-02-24,37159.0,울산광역시,3231.0,21631.0,3231.0,0.0
2022-02-25,40691.0,울산광역시,3532.0,23862.0,3532.0,0.0
2022-02-26,43818.0,울산광역시,3128.0,25453.0,3128.0,0.0
2022-02-27,47133.0,울산광역시,3315.0,25453.0,3315.0,0.0
2022-02-28,49618.0,울산광역시,2485.0,25453.0,2485.0,0.0
2022-03-01,52562.0,울산광역시,2944.0,33058.0,2944.0,0.0
2022-03-02,57683.0,울산광역시,5121.0,33058.0,5121.0,0.0
2022-03-03,61072.0,울산광역시,3389.0,38526.0,3389.0,0.0
2022-03-04,66885.0,울산광역시,5813.0,38526.0,5813.0,0.0
2022-03-05,72466.0,울산광역시,5581.0,42008.0,5581.0,0.0
2022-03-06,77481.0,울산광역시,5015.0,42008.0,5015.0,0.0
2022-03-07,81394.0,울산광역시,3913.0,42008.0,3913.0,0.0
2022-03-08,85954.0,울산광역시,4560.0,54071.0,4560.0,0.0
2022-03-09,92536.0,울산광역시,6582.0,57385.0,6582.0,0.0
2022-03-10,101325.0,울산광역시,8789.0,57385.0,8789.0,0.0
2022-03-11,106586.0,울산광역시,5261.0,57384.0,5261.0,0.0
2022-03-12,115686.0,울산광역시,9100.0,73212.0,9100.0,0.0
2022-03-13,124853.0,울산광역시,9167.0,73212.0,9167.0,0.0
2022-03-14,130189.0,울산광역시,5336.0,73212.0,5336.0,0.0
2022-03-15,138491.0,울산광역시,8302.0,87644.0,8302.0,0.0
2022-03-16,148855.0,울산광역시,10364.0,94413.0,10362.0,2.0
2022-03-17,163623.0,울산광역시,14768.0,100070.0,14768.0,0.0
2022-03-18,171489.0,울산광역시,7866.0,108713.0,7866.0,0.0
2022-03-19,179342.0,울산광역시,7853.0,108722.0,7853.0,0.0
2022-03-20,186663.0,울산광역시,7321.0,108722.0,7321.0,0.0
2022-03-21,190902.0,울산광역시,4239.0,108722.0,4239.0,0.0
2022-03-22,199065.0,울산광역시,8224.0,140460.0,0.0,8224.0
2022-03-23,210095.0,울산광역시,11031.0,151351.0,11031.0,0.0
2022-03-24,218451.0,울산광역시,8356.0,158777.0,8356.0,0.0
2022-03-25,225881.0,울산광역시,7433.0,167090.0,7433.0,0.0
2022-03-26,233329.0,울산광역시,7450.0,177237.0,7450.0,0.0
2022-03-27,240190.0,울산광역시,6861.0,177237.0,6861.0,0.0
2022-03-28,243949.0,울산광역시,3759.0,177237.0,3759.0,0.0
2022-03-29,251519.0,울산광역시,7573.0,0.0,7573.0,0.0
2022-03-30,260612.0,울산광역시,9094.0,0.0,9094.0,0.0
2022-03-31,260612.0,울산광역시,9094.0,0.0,9094.0,0.0
2022-04-01,272729.0,울산광역시,5813.0,0.0,5813.0,0.0
2022-04-02,272729.0,울산광역시,5813.0,0.0,5813.0,0.0
2022-04-03,283372.0,울산광역시,5049.0,0.0,5049.0,0.0
2022-04-04,285853.0,울산광역시,2481.0,0.0,2481.0,0.0
2022-04-05,291312.0,울산광역시,5459.0,0.0,5459.0,0.0
2022-04-06,291312.0,울산광역시,5459.0,0.0,5459.0,0.0
2022-04-07,291312.0,울산광역시,5459.0,0.0,5459.0,0.0
2022-04-08,306481.0,울산광역시,4244.0,0.0,4244.0,0.0
2022-04-09,310236.0,울산광역시,3756.0,0.0,3756.0,0.0
2022-04-10,310236.0,울산광역시,3756.0,0.0,3756.0,0.0
2022-04-11,310236.0,울산광역시,3756.0,0.0,3756.0,0.0
2022-04-12,320038.0,울산광역시,4192.0,0.0,4192.0,0.0
2022-04-13,324087.0,울산광역시,4051.0,0.0,4051.0,0.0
2022-04-14,324087.0,울산광역시,4051.0,0.0,4051.0,0.0
2022-04-15,324087.0,울산광역시,4051.0,0.0,4051.0,0.0
2022-04-16,324087.0,울산광역시,4051.0,0.0,4051.0,0.0
2022-04-17,324087.0,울산광역시,4051.0,0.0,4051.0,0.0
2022-04-18,334937.0,울산광역시,932.0,0.0,932.0,0.0
2022-04-19,337321.0,울산광역시,2387.0,0.0,2387.0,0.0
2022-04-20,337321.0,울산광역시,2387.0,0.0,2387.0,0.0
2022-04-21,337321.0,울산광역시,2387.0,0.0,2387.0,0.0
2022-04-22,343611.0,울산광역시,1852.0,0.0,1852.0,0.0
2022-04-23,345351.0,울산광역시,1740.0,0.0,1740.0,0.0
2022-04-24,347040.0,울산광역시,1689.0,0.0,1689.0,0.0
2022-04-25,347729.0,울산광역시,689.0,0.0,689.0,0.0
2022-04-26,349482.0,울산광역시,1753.0,0.0,1753.0,0.0
2022-04-27,351254.0,울산광역시,1772.0,0.0,1772.0,0.0
2022-04-28,351254.0,울산광역시,1772.0,0.0,1772.0,0.0
2022-04-29,353783.0,울산광역시,1141.0,0.0,1141.0,0.0
2022-04-30,353783.0,울산광역시,1141.0,0.0,1141.0,0.0
2022-05-01,353783.0,울산광역시,1141.0,0.0,1141.0,0.0
2022-05-02,353783.0,울산광역시,1141.0,0.0,1141.0,0.0
2022-05-03,357433.0,울산광역시,1195.0,0.0,1195.0,0.0
2022-05-04,357433.0,울산광역시,1195.0,0.0,1195.0,0.0
2022-05-05,359595.0,울산광역시,1043.0,0.0,1043.0,0.0
2022-05-06,359595.0,울산광역시,1043.0,0.0,1043.0,0.0
2022-05-07,359595.0,울산광역시,1043.0,0.0,1043.0,0.0
2022-05-08,362292.0,울산광역시,1118.0,0.0,1118.0,0.0
2022-05-09,362766.0,울산광역시,474.0,0.0,474.0,0.0
2022-05-10,364086.0,울산광역시,1321.0,0.0,1321.0,0.0
2022-05-11,364086.0,울산광역시,1321.0,0.0,1321.0,0.0
2022-05-12,364086.0,울산광역시,1321.0,0.0,1321.0,0.0
2022-05-13,367124.0,울산광역시,816.0,0.0,816.0,0.0
2022-05-14,367904.0,울산광역시,781.0,0.0,781.0,0.0
2022-05-15,368671.0,울산광역시,767.0,0.0,767.0,0.0
2022-05-16,368991.0,울산광역시,320.0,0.0,320.0,0.0
2022-05-17,369825.0,울산광역시,834.0,0.0,834.0,0.0
2022-05-18,370681.0,울산광역시,856.0,0.0,856.0,0.0
2022-05-19,370681.0,울산광역시,856.0,0.0,856.0,0.0
2022-05-20,370681.0,울산광역시,856.0,0.0,856.0,0.0
2022-05-21,372720.0,울산광역시,626.0,0.0,626.0,0.0
2022-05-22,373371.0,울산광역시,651.0,0.0,651.0,0.0
2022-05-23,373581.0,울산광역시,210.0,0.0,210.0,0.0
2022-05-24,373581.0,울산광역시,210.0,0.0,210.0,0.0
2022-05-25,373581.0,울산광역시,210.0,0.0,210.0,0.0
2022-05-26,373581.0,울산광역시,210.0,0.0,210.0,0.0
2022-05-27,373581.0,울산광역시,210.0,0.0,210.0,0.0
2022-05-28,373581.0,울산광역시,210.0,0.0,210.0,0.0
2022-05-29,373581.0,울산광역시,210.0,0.0,210.0,0.0
2022-05-30,373581.0,울산광역시,210.0,0.0,210.0,0.0
2022-05-31,377545.0,울산광역시,495.0,0.0,494.0,1.0
2022-06-01,377545.0,울산광역시,495.0,0.0,494.0,1.0
2022-06-02,377545.0,울산광역시,495.0,0.0,494.0,1.0
2022-06-03,378689.0,울산광역시,362.0,0.0,362.0,0.0
2022-06-04,379019.0,울산광역시,331.0,0.0,330.0,1.0
2022-06-05,379019.0,울산광역시,331.0,0.0,330.0,1.0
2022-06-06,379019.0,울산광역시,331.0,0.0,330.0,1.0
2022-06-07,379618.0,울산광역시,187.0,0.0,187.0,0.0
2022-06-08,379618.0,울산광역시,187.0,0.0,187.0,0.0
2022-06-09,379618.0,울산광역시,187.0,0.0,187.0,0.0
2022-06-10,379618.0,울산광역시,187.0,0.0,187.0,0.0
2022-06-11,381010.0,울산광역시,295.0,0.0,295.0,0.0
2022-06-12,381307.0,울산광역시,297.0,0.0,294.0,3.0
2022-06-13,381417.0,울산광역시,110.0,0.0,110.0,0.0
2022-06-14,381723.0,울산광역시,306.0,0.0,306.0,0.0
2022-06-15,381723.0,울산광역시,306.0,0.0,306.0,0.0
2022-06-16,382324.0,울산광역시,284.0,0.0,282.0,2.0
2022-06-17,382324.0,울산광역시,284.0,0.0,282.0,2.0
2022-06-18,382825.0,울산광역시,244.0,0.0,244.0,0.0
2022-06-19,383068.0,울산광역시,243.0,0.0,243.0,0.0
2022-06-20,383068.0,울산광역시,243.0,0.0,243.0,0.0
2022-06-21,383499.0,울산광역시,317.0,0.0,315.0,2.0
2022-06-22,383499.0,울산광역시,317.0,0.0,315.0,2.0
2022-06-23,383499.0,울산광역시,317.0,0.0,315.0,2.0
2022-06-24,384249.0,울산광역시,179.0,0.0,176.0,3.0
2022-06-25,384249.0,울산광역시,179.0,0.0,176.0,3.0
2022-06-26,384669.0,울산광역시,229.0,0.0,227.0,2.0
2022-06-27,384669.0,울산광역시,229.0,0.0,227.0,2.0
2022-06-28,385024.0,울산광역시,269.0,0.0,268.0,1.0
2022-06-29,385365.0,울산광역시,341.0,0.0,336.0,5.0
2022-06-30,385365.0,울산광역시,341.0,0.0,336.0,5.0
2022-07-01,385937.0,울산광역시,291.0,0.0,290.0,1.0
2022-07-02,386248.0,울산광역시,311.0,0.0,311.0,0.0
2022-07-03,386533.0,울산광역시,285.0,0.0,283.0,2.0
2022-07-04,386681.0,울산광역시,148.0,0.0,148.0,0.0
2022-07-05,387146.0,울산광역시,465.0,0.0,462.0,3.0
2022-07-06,387664.0,울산광역시,518.0,0.0,507.0,11.0
2022-07-07,388144.0,울산광역시,480.0,0.0,472.0,8.0
2022-07-08,388634.0,울산광역시,490.0,0.0,484.0,6.0
2022-07-09,389214.0,울산광역시,580.0,0.0,577.0,3.0
2022-07-10,389860.0,울산광역시,646.0,0.0,643.0,3.0
2022-07-11,390191.0,울산광역시,331.0,0.0,331.0,0.0
2022-07-12,391192.0,울산광역시,1001.0,0.0,998.0,3.0
2022-07-13,392321.0,울산광역시,1129.0,0.0,1119.0,10.0
2022-07-14,393407.0,울산광역시,1086.0,0.0,1078.0,8.0
2022-07-15,394461.0,울산광역시,1054.0,0.0,1044.0,10.0
2022-07-16,395639.0,울산광역시,1178.0,0.0,1171.0,7.0
2022-07-17,397008.0,울산광역시,1369.0,0.0,1361.0,8.0
2022-07-18,397617.0,울산광역시,609.0,0.0,608.0,1.0
2022-07-19,399684.0,울산광역시,2068.0,0.0,2066.0,2.0
2022-07-20,401790.0,울산광역시,2106.0,0.0,2100.0,6.0
2022-07-21,403810.0,울산광역시,2020.0,0.0,2014.0,6.0
2022-07-22,405680.0,울산광역시,1871.0,0.0,1869.0,2.0
2022-07-23,407545.0,울산광역시,1865.0,0.0,1863.0,2.0
2022-07-24,409529.0,울산광역시,1984.0,0.0,1978.0,6.0
2022-07-25,410231.0,울산광역시,702.0,0.0,702.0,0.0
2022-07-26,412618.0,울산광역시,2393.0,0.0,2393.0,0.0
2022-07-27,415292.0,울산광역시,2674.0,0.0,2657.0,17.0
2022-07-28,417669.0,울산광역시,2377.0,0.0,2365.0,12.0
2022-07-29,419829.0,울산광역시,2160.0,0.0,2153.0,7.0
2022-07-30,421925.0,울산광역시,2097.0,0.0,2090.0,7.0
2022-07-31,423995.0,울산광역시,2070.0,0.0,2063.0,7.0
2022-08-01,425091.0,울산광역시,1096.0,0.0,1092.0,4.0
2022-08-02,427629.0,울산광역시,2540.0,0.0,2532.0,8.0
2022-08-03,430486.0,울산광역시,2859.0,0.0,2829.0,30.0
2022-08-04,433367.0,울산광역시,2881.0,0.0,2864.0,17.0
2022-08-05,436300.0,울산광역시,2937.0,0.0,2927.0,10.0
2022-08-06,439255.0,울산광역시,2958.0,0.0,2947.0,11.0
2022-08-07,442390.0,울산광역시,3135.0,0.0,3115.0,20.0
2022-08-08,443994.0,울산광역시,1604.0,0.0,1593.0,11.0
2022-08-09,447511.0,울산광역시,3523.0,0.0,3508.0,15.0
2022-08-10,451704.0,울산광역시,4197.0,0.0,4180.0,17.0
2022-08-11,454943.0,울산광역시,3243.0,0.0,3216.0,27.0
2022-08-12,458046.0,울산광역시,3104.0,0.0,3086.0,18.0
2022-08-13,461003.0,울산광역시,2964.0,0.0,2942.0,22.0
2022-08-14,463816.0,울산광역시,2813.0,0.0,2808.0,5.0
2022-08-15,465411.0,울산광역시,1595.0,0.0,1590.0,5.0
2022-08-16,465411.0,울산광역시,1595.0,0.0,1590.0,5.0
2022-08-17,465411.0,울산광역시,1595.0,0.0,1590.0,5.0
2022-08-18,465411.0,울산광역시,1595.0,0.0,1590.0,5.0
2022-08-19,465411.0,울산광역시,1595.0,0.0,1590.0,5.0
2022-08-20,465411.0,울산광역시,1595.0,0.0,1590.0,5.0
2022-08-21,484747.0,울산광역시,2863.0,0.0,2856.0,7.0
2022-08-22,486029.0,울산광역시,1282.0,0.0,1280.0,2.0
2022-08-23,489392.0,울산광역시,3367.0,0.0,3358.0,9.0
2022-08-24,492655.0,울산광역시,3265.0,0.0,3249.0,16.0
2022-08-25,495210.0,울산광역시,2555.0,0.0,2553.0,2.0
2022-08-26,497369.0,울산광역시,2159.0,0.0,2156.0,3.0
2022-08-27,499430.0,울산광역시,2062.0,0.0,2055.0,7.0
2022-08-28,501346.0,울산광역시,1916.0,0.0,1913.0,3.0
2022-08-29,502160.0,울산광역시,814.0,0.0,813.0,1.0
2022-08-30,504261.0,울산광역시,2103.0,0.0,2089.0,14.0
2022-08-31,506145.0,울산광역시,1884.0,0.0,1871.0,13.0
2022-09-01,507746.0,울산광역시,1601.0,0.0,1599.0,2.0
2022-09-02,507746.0,울산광역시,1601.0,0.0,1599.0,2.0
2022-09-03,507746.0,울산광역시,1601.0,0.0,1599.0,2.0
2022-09-04,512119.0,울산광역시,1463.0,0.0,1462.0,1.0
2022-09-05,512740.0,울산광역시,621.0,0.0,620.0,1.0
2022-09-06,514430.0,울산광역시,1692.0,0.0,1687.0,5.0
2022-09-07,515797.0,울산광역시,1368.0,0.0,1361.0,7.0
2022-09-08,517208.0,울산광역시,1411.0,0.0,1408.0,3.0
2022-09-09,518400.0,울산광역시,1192.0,0.0,1190.0,2.0
2022-09-10,519202.0,울산광역시,802.0,0.0,802.0,0.0
2022-09-11,519655.0,울산광역시,453.0,0.0,451.0,2.0
2022-09-12,520230.0,울산광역시,575.0,0.0,574.0,1.0
2022-09-13,521224.0,울산광역시,994.0,0.0,994.0,0.0
2022-09-14,522861.0,울산광역시,1637.0,0.0,1629.0,8.0
2022-09-15,524195.0,울산광역시,1334.0,0.0,1329.0,5.0
2022-09-16,525131.0,울산광역시,937.0,0.0,935.0,2.0
2022-09-17,525849.0,울산광역시,718.0,0.0,715.0,3.0
2022-09-18,526503.0,울산광역시,654.0,0.0,650.0,4.0
2022-09-19,526796.0,울산광역시,293.0,0.0,293.0,0.0
2022-09-20,527473.0,울산광역시,678.0,0.0,676.0,2.0
2022-09-21,528209.0,울산광역시,737.0,0.0,731.0,6.0
2022-09-22,528743.0,울산광역시,534.0,0.0,529.0,5.0
2022-09-23,529203.0,울산광역시,461.0,0.0,459.0,2.0
2022-09-24,529665.0,울산광역시,462.0,0.0,459.0,3.0
2022-09-25,530116.0,울산광역시,451.0,0.0,446.0,5.0
2022-09-26,530116.0,울산광역시,451.0,0.0,446.0,5.0
2022-09-27,530892.0,울산광역시,565.0,0.0,562.0,3.0
2022-09-28,531517.0,울산광역시,625.0,0.0,620.0,5.0
2022-09-29,532013.0,울산광역시,498.0,0.0,496.0,2.0
2022-09-30,532497.0,울산광역시,486.0,0.0,480.0,6.0
2022-10-01,532949.0,울산광역시,454.0,0.0,450.0,4.0
2022-10-02,533414.0,울산광역시,465.0,0.0,461.0,4.0
2022-10-03,533603.0,울산광역시,189.0,0.0,189.0,0.0
2022-10-04,533961.0,울산광역시,358.0,0.0,358.0,0.0
2022-10-05,534501.0,울산광역시,540.0,0.0,540.0,0.0
2022-10-06,535080.0,울산광역시,579.0,0.0,578.0,1.0
2022-10-07,535433.0,울산광역시,354.0,0.0,354.0,0.0
2022-10-08,535799.0,울산광역시,366.0,0.0,365.0,1.0
2022-10-09,536109.0,울산광역시,310.0,0.0,309.0,1.0
2022-10-10,536296.0,울산광역시,187.0,0.0,186.0,1.0
2022-10-11,536641.0,울산광역시,345.0,0.0,342.0,3.0
2022-10-12,537180.0,울산광역시,542.0,0.0,541.0,1.0
2022-10-13,537717.0,울산광역시,537.0,0.0,537.0,0.0
2022-10-14,538205.0,울산광역시,488.0,0.0,485.0,3.0
2022-10-15,538667.0,울산광역시,462.0,0.0,458.0,4.0
2022-10-16,539107.0,울산광역시,440.0,0.0,437.0,3.0
2022-10-17,539318.0,울산광역시,211.0,0.0,211.0,0.0
2022-10-18,539935.0,울산광역시,617.0,0.0,616.0,1.0
2022-10-19,540508.0,울산광역시,575.0,0.0,572.0,3.0
2022-10-20,541014.0,울산광역시,506.0,0.0,505.0,1.0
2022-10-21,541464.0,울산광역시,450.0,0.0,448.0,2.0
2022-10-22,541916.0,울산광역시,452.0,0.0,451.0,1.0
2022-10-23,542450.0,울산광역시,534.0,0.0,534.0,0.0
2022-10-24,542743.0,울산광역시,293.0,0.0,293.0,0.0
2022-10-25,543513.0,울산광역시,771.0,0.0,770.0,1.0
2022-10-26,544305.0,울산광역시,792.0,0.0,790.0,2.0
2022-10-27,545031.0,울산광역시,726.0,0.0,725.0,1.0
2022-10-28,545735.0,울산광역시,704.0,0.0,703.0,1.0
2022-10-29,546498.0,울산광역시,764.0,0.0,763.0,1.0
2022-10-30,547135.0,울산광역시,637.0,0.0,636.0,1.0
2022-10-31,547135.0,울산광역시,637.0,0.0,636.0,1.0
2022-11-01,548502.0,울산광역시,971.0,0.0,969.0,2.0
2022-11-02,549493.0,울산광역시,991.0,0.0,991.0,0.0
2022-11-03,550279.0,울산광역시,787.0,0.0,786.0,1.0
2022-11-04,551010.0,울산광역시,731.0,0.0,730.0,1.0
2022-11-05,551754.0,울산광역시,745.0,0.0,745.0,0.0
2022-11-06,552522.0,울산광역시,768.0,0.0,767.0,1.0
2022-11-07,552802.0,울산광역시,280.0,0.0,280.0,0.0
2022-11-08,553795.0,울산광역시,993.0,0.0,993.0,0.0
2022-11-09,554984.0,울산광역시,1189.0,0.0,1188.0,1.0
2022-11-10,556002.0,울산광역시,1018.0,0.0,1018.0,0.0
2022-11-11,556987.0,울산광역시,985.0,0.0,985.0,0.0
2022-11-12,558006.0,울산광역시,1020.0,0.0,1020.0,0.0
2022-11-13,558970.0,울산광역시,964.0,0.0,964.0,0.0
2022-11-14,559435.0,울산광역시,465.0,0.0,465.0,0.0
2022-11-15,560738.0,울산광역시,1303.0,0.0,1302.0,1.0
2022-11-16,562011.0,울산광역시,1273.0,0.0,1273.0,0.0
2022-11-17,563145.0,울산광역시,1134.0,0.0,1133.0,1.0
2022-11-18,564019.0,울산광역시,874.0,0.0,873.0,1.0
2022-11-19,564954.0,울산광역시,938.0,0.0,937.0,1.0
2022-11-20,566031.0,울산광역시,1077.0,0.0,1077.0,0.0
2022-11-21,566381.0,울산광역시,350.0,0.0,350.0,0.0
2022-11-22,567615.0,울산광역시,1234.0,0.0,1233.0,1.0
2022-11-23,569037.0,울산광역시,1422.0,0.0,1420.0,2.0
2022-11-24,570154.0,울산광역시,1117.0,0.0,1117.0,0.0
2022-11-25,571057.0,울산광역시,903.0,0.0,901.0,2.0
2022-11-26,572040.0,울산광역시,986.0,0.0,985.0,1.0
2022-11-27,572999.0,울산광역시,959.0,0.0,959.0,0.0
2022-11-28,573341.0,울산광역시,342.0,0.0,341.0,1.0
2022-11-29,574600.0,울산광역시,1259.0,0.0,1258.0,1.0
2022-11-30,575890.0,울산광역시,1290.0,0.0,1286.0,4.0
2022-12-01,577016.0,울산광역시,1126.0,0.0,1126.0,0.0
2022-12-02,577998.0,울산광역시,982.0,0.0,979.0,3.0
2022-12-03,578914.0,울산광역시,918.0,0.0,913.0,5.0
2022-12-04,578914.0,울산광역시,918.0,0.0,913.0,5.0
2022-12-05,580216.0,울산광역시,419.0,0.0,418.0,1.0
2022-12-06,581546.0,울산광역시,1330.0,0.0,1328.0,2.0
2022-12-07,582992.0,울산광역시,1446.0,0.0,1443.0,3.0
2022-12-08,584227.0,울산광역시,1235.0,0.0,1234.0,1.0
2022-12-09,585499.0,울산광역시,1272.0,0.0,1270.0,2.0
2022-12-10,586737.0,울산광역시,1238.0,0.0,1236.0,2.0
2022-12-11,587952.0,울산광역시,1215.0,0.0,1215.0,0.0
2022-12-12,588470.0,울산광역시,518.0,0.0,517.0,1.0
2022-12-13,590251.0,울산광역시,1781.0,0.0,1781.0,0.0
2022-12-14,592176.0,울산광역시,1925.0,0.0,1924.0,1.0
2022-12-15,593697.0,울산광역시,1521.0,0.0,1521.0,0.0
2022-12-16,595125.0,울산광역시,1428.0,0.0,1428.0,0.0
2022-12-17,596529.0,울산광역시,1404.0,0.0,1403.0,1.0
2022-12-18,597881.0,울산광역시,1352.0,0.0,1352.0,0.0
2022-12-19,598446.0,울산광역시,565.0,0.0,565.0,0.0
2022-12-20,600164.0,울산광역시,1718.0,0.0,1717.0,1.0
2022-12-21,602221.0,울산광역시,2057.0,0.0,2055.0,2.0
2022-12-22,603971.0,울산광역시,1750.0,0.0,1746.0,4.0
2022-12-23,605518.0,울산광역시,1547.0,0.0,1545.0,2.0
2022-12-24,607185.0,울산광역시,1668.0,0.0,1668.0,0.0
2022-12-25,608662.0,울산광역시,1477.0,0.0,1477.0,0.0
2022-12-26,609278.0,울산광역시,616.0,0.0,616.0,0.0
2022-12-27,611041.0,울산광역시,1763.0,0.0,1763.0,0.0
2022-12-28,613303.0,울산광역시,2262.0,0.0,2261.0,1.0
2022-12-29,615101.0,울산광역시,1798.0,0.0,1797.0,1.0
2022-12-30,616598.0,울산광역시,1497.0,0.0,1493.0,4.0
2022-12-31,618200.0,울산광역시,1604.0,0.0,1603.0,1.0
2022-01-01,2158.0,세종특별자치시,16.0,1957.0,16.0,0.0
2022-01-02,2170.0,세종특별자치시,12.0,1974.0,12.0,0.0
2022-01-03,2180.0,세종특별자치시,10.0,2011.0,9.0,1.0
2022-01-04,2191.0,세종특별자치시,11.0,2035.0,11.0,0.0
2022-01-05,2208.0,세종특별자치시,17.0,2049.0,17.0,0.0
2022-01-06,2226.0,세종특별자치시,18.0,2058.0,18.0,0.0
2022-01-07,2240.0,세종특별자치시,14.0,2074.0,14.0,0.0
2022-01-08,2252.0,세종특별자치시,12.0,2091.0,11.0,1.0
2022-01-09,2265.0,세종특별자치시,13.0,2113.0,13.0,0.0
2022-01-10,2278.0,세종특별자치시,13.0,2129.0,12.0,1.0
2022-01-11,2294.0,세종특별자치시,16.0,2147.0,15.0,1.0
2022-01-12,2308.0,세종특별자치시,14.0,2163.0,14.0,0.0
2022-01-13,2315.0,세종특별자치시,7.0,2172.0,6.0,1.0
2022-01-14,2323.0,세종특별자치시,8.0,2183.0,8.0,0.0
2022-01-15,2338.0,세종특별자치시,15.0,2201.0,15.0,0.0
2022-01-16,2359.0,세종특별자치시,21.0,2217.0,20.0,1.0
2022-01-17,2365.0,세종특별자치시,7.0,2228.0,5.0,2.0
2022-01-18,2388.0,세종특별자치시,23.0,2242.0,21.0,2.0
2022-01-19,2414.0,세종특별자치시,26.0,2257.0,26.0,0.0
2022-01-20,2423.0,세종특별자치시,9.0,2272.0,9.0,0.0
2022-01-21,2440.0,세종특별자치시,17.0,2286.0,17.0,0.0
2022-01-22,2452.0,세종특별자치시,12.0,2298.0,12.0,0.0
2022-01-23,2476.0,세종특별자치시,24.0,2305.0,23.0,1.0
2022-01-24,2509.0,세종특별자치시,33.0,2315.0,31.0,2.0
2022-01-25,2578.0,세종특별자치시,69.0,2332.0,69.0,0.0
2022-01-26,2655.0,세종특별자치시,77.0,2352.0,76.0,1.0
2022-01-27,2731.0,세종특별자치시,76.0,2358.0,76.0,0.0
2022-01-28,2790.0,세종특별자치시,59.0,2387.0,58.0,1.0
2022-01-29,2832.0,세종특별자치시,43.0,2408.0,42.0,1.0
