areaNm,baseYmd,festival_no,festival_yes,holiday_no,holiday_yes,PM10_no,PM10_yes,PM25_no,PM25_yes,dayRf_no,dayRf_yes,touNum,avgTemp,AccumulateCovid19,increase
대전광역시,2022-10-31,1,0,1,0,1,0,1,0,1,0,190760.5,14.1,740552.0,1035.0
울산광역시,2022-10-31,1,0,1,0,1,0,1,0,1,0,122955.0,14.3,547135.0,637.0
세종특별자치시,2022-10-31,1,0,1,0,1,0,1,0,1,0,69121.5,13.9,200511.0,329.0
경기도,2022-10-31,1,0,1,0,1,0,1,0,1,0,1667960.0,12.6,6875924.0,9691.0
강원도,2022-10-31,1,0,1,0,1,0,1,0,1,0,362005.0,12.3,755021.0,840.0
충청북도,2022-10-31,1,0,1,0,1,0,1,0,1,0,279027.0,9.8,800772.0,633.0
충청남도,2022-10-31,1,0,1,0,1,0,1,0,1,0,379060.5,12.9,1027152.0,1396.0
전라북도,2022-10-31,1,0,1,0,1,0,1,0,1,0,236831.0,14.6,863344.0,591.0
전라남도,2022-10-31,0,1,1,0,1,0,1,0,1,0,307009.5,13.4,842715.0,861.0
경상북도,2022-10-31,0,1,1,0,1,0,1,0,1,0,420889.0,9.4,1164041.0,2049.0
경상남도,2022-10-31,0,1,1,0,1,0,1,0,1,0,372543.5,10.5,1534676.0,786.0
제주특별자치도,2022-10-31,1,0,1,0,1,0,1,0,1,0,183491.0,17.2,339150.0,161.0
서울특별시,2022-11-01,1,0,1,0,1,0,1,0,1,0,1224121.5,13.1,5003593.0,13017.0
부산광역시,2022-11-01,1,0,1,0,1,0,1,0,1,0,247289.0,17.0,1513199.0,3032.0
대구광역시,2022-11-01,1,0,1,0,1,0,1,0,1,0,187299.0,14.2,1118990.0,2459.0
인천광역시,2022-11-01,1,0,1,0,1,0,1,0,1,0,323326.5,13.2,1479896.0,3748.0
광주광역시,2022-11-01,1,0,1,0,1,0,1,0,1,0,116767.0,14.5,750063.0,1095.0
대전광역시,2022-11-01,1,0,1,0,1,0,1,0,1,0,146471.5,12.5,743092.0,1967.0
울산광역시,2022-11-01,1,0,1,0,1,0,1,0,1,0,92676.5,15.3,548502.0,971.0
세종특별자치시,2022-11-01,1,0,1,0,1,0,1,0,1,0,56308.0,12.8,201207.0,517.0
경기도,2022-11-01,1,0,1,0,1,0,1,0,1,0,1237908.0,11.0,6898910.0,17056.0
강원도,2022-11-01,1,0,1,0,1,0,1,0,1,0,263119.5,11.0,757003.0,1982.0
충청북도,2022-11-01,1,0,1,0,1,0,1,0,1,0,226128.0,8.8,802584.0,1813.0
충청남도,2022-11-01,1,0,1,0,1,0,1,0,1,0,303187.5,11.6,1030184.0,2237.0
전라북도,2022-11-01,1,0,1,0,1,0,1,0,1,0,187162.5,13.9,864901.0,1557.0
전라남도,2022-11-01,0,1,1,0,1,0,1,0,1,0,250152.0,14.3,844775.0,1537.0
경상북도,2022-11-01,1,0,1,0,1,0,1,0,1,0,346048.5,9.5,1167475.0,2526.0
경상남도,2022-11-01,0,1,1,0,1,0,1,0,1,0,281974.0,11.7,1537284.0,2608.0
제주특별자치도,2022-11-01,1,0,1,0,1,0,1,0,1,0,153926.5,17.5,339375.0,225.0
서울특별시,2022-11-02,1,0,1,0,1,0,1,0,1,0,1273065.5,11.1,5014526.0,10940.0
부산광역시,2022-11-02,1,0,1,0,1,0,1,0,1,0,258485.5,16.7,1515615.0,2423.0
대구광역시,2022-11-02,1,0,1,0,1,0,1,0,1,0,195842.5,13.1,1121410.0,2420.0
인천광역시,2022-11-02,1,0,1,0,1,0,1,0,1,0,336157.5,10.8,1483200.0,3306.0
광주광역시,2022-11-02,1,0,1,0,1,0,1,0,1,0,126269.5,13.0,751389.0,1326.0
대전광역시,2022-11-02,1,0,1,0,1,0,1,0,1,0,153342.0,10.9,744743.0,1651.0
울산광역시,2022-11-02,1,0,1,0,1,0,1,0,1,0,98101.5,14.7,549493.0,991.0
세종특별자치시,2022-11-02,1,0,1,0,1,0,1,0,1,0,56931.0,10.0,201731.0,524.0
경기도,2022-11-02,1,0,1,0,1,0,1,0,1,0,1292931.5,8.7,6914884.0,15980.0
강원도,2022-11-02,1,0,1,0,1,0,1,0,1,0,274148.0,8.9,759274.0,2271.0
충청북도,2022-11-02,1,0,1,0,1,0,1,0,1,0,232631.0,6.8,804567.0,1984.0
충청남도,2022-11-02,0,1,1,0,1,0,1,0,1,0,306540.5,9.0,1032395.0,2211.0
전라북도,2022-11-02,1,0,1,0,1,0,1,0,1,0,189931.0,12.3,866508.0,1608.0
전라남도,2022-11-02,0,1,1,0,1,0,1,0,1,0,258419.0,12.3,846155.0,1381.0
경상북도,2022-11-02,0,1,1,0,1,0,1,0,1,0,356072.5,7.7,1170471.0,2997.0
경상남도,2022-11-02,0,1,1,0,1,0,1,0,1,0,293692.0,9.7,1539651.0,2367.0
제주특별자치도,2022-11-02,1,0,1,0,1,0,1,0,1,0,162827.0,16.2,339734.0,359.0
서울특별시,2022-11-03,1,0,1,0,1,0,1,0,1,0,1319069.5,9.3,5024068.0,9547.0
부산광역시,2022-11-03,1,0,1,0,1,0,1,0,1,0,275348.5,16.4,1517831.0,2217.0
대구광역시,2022-11-03,1,0,1,0,1,0,1,0,1,0,205740.5,12.5,1123176.0,1767.0
인천광역시,2022-11-03,1,0,1,0,1,0,1,0,1,0,339468.5,9.4,1486072.0,2874.0
광주광역시,2022-11-03,1,0,1,0,1,0,1,0,1,0,131740.0,12.2,752591.0,1202.0
대전광역시,2022-11-03,1,0,1,0,1,0,1,0,1,0,162326.5,9.4,746252.0,1509.0
울산광역시,2022-11-03,1,0,1,0,1,0,1,0,1,0,100772.0,14.4,550279.0,787.0
세종특별자치시,2022-11-03,1,0,1,0,1,0,1,0,1,0,60480.0,9.3,202150.0,419.0
경기도,2022-11-03,1,0,1,0,1,0,1,0,1,0,1336289.5,8.0,6928707.0,13826.0
강원도,2022-11-03,1,0,1,0,1,0,1,0,1,0,283944.5,7.4,761101.0,1827.0
충청북도,2022-11-03,1,0,1,0,1,0,1,0,1,0,241892.0,6.5,806188.0,1622.0
충청남도,2022-11-03,0,1,1,0,1,0,1,0,1,0,326214.0,9.0,1034145.0,1760.0
전라북도,2022-11-03,1,0,1,0,1,0,1,0,1,0,208341.0,10.9,867933.0,1426.0
전라남도,2022-11-03,0,1,1,0,1,0,1,0,1,0,274323.0,12.4,847218.0,1063.0
경상북도,2022-11-03,0,1,1,0,1,0,1,0,1,0,372302.0,7.1,1173083.0,2612.0
경상남도,2022-11-03,0,1,1,0,1,0,1,0,1,0,305525.5,10.5,1541784.0,2134.0
제주특별자치도,2022-11-03,1,0,1,0,1,0,1,0,1,0,175210.0,15.9,340015.0,281.0
서울특별시,2022-11-04,1,0,1,0,1,0,1,0,1,0,1456794.5,4.9,5032737.0,8677.0
부산광역시,2022-11-04,1,0,1,0,1,0,1,0,1,0,327859.0,11.6,1519921.0,2092.0
대구광역시,2022-11-04,1,0,1,0,1,0,1,0,1,0,246361.5,9.3,1125129.0,1953.0
인천광역시,2022-11-04,1,0,1,0,1,0,1,0,1,0,388321.5,5.0,1488704.0,2633.0
광주광역시,2022-11-04,1,0,1,0,1,0,1,0,1,0,157853.5,8.9,753637.0,1046.0
대전광역시,2022-11-04,1,0,1,0,1,0,1,0,1,0,192398.5,5.9,747643.0,1391.0
울산광역시,2022-11-04,1,0,1,0,1,0,1,0,1,0,111503.0,10.0,551010.0,731.0
세종특별자치시,2022-11-04,1,0,1,0,1,0,1,0,1,0,65278.5,5.7,202546.0,397.0
경기도,2022-11-04,1,0,1,0,1,0,1,0,1,0,1493607.5,4.6,6941408.0,12709.0
강원도,2022-11-04,1,0,1,0,1,0,1,0,1,0,370559.0,3.6,762733.0,1634.0
충청북도,2022-11-04,0,1,1,0,1,0,1,0,1,0,285733.0,2.9,807676.0,1490.0
충청남도,2022-11-04,0,1,1,0,1,0,1,0,1,0,385143.5,6.2,1035927.0,1782.0
전라북도,2022-11-04,1,0,1,0,1,0,1,0,1,0,252098.0,7.2,869223.0,1290.0
전라남도,2022-11-04,0,1,1,0,1,0,1,0,1,0,315976.5,9.7,848278.0,1061.0
경상북도,2022-11-04,0,1,1,0,1,0,1,0,1,0,439796.0,4.4,1175444.0,2361.0
경상남도,2022-11-04,0,1,1,0,1,0,1,0,1,0,361399.5,9.2,1543700.0,1916.0
제주특별자치도,2022-11-04,1,0,1,0,1,0,1,0,1,0,183071.0,12.4,340279.0,264.0
서울특별시,2022-11-05,1,0,0,1,1,0,1,0,1,0,1830283.0,6.5,5040836.0,8104.0
부산광역시,2022-11-05,1,0,0,1,1,0,1,0,1,0,463956.5,10.6,1521895.0,1974.0
대구광역시,2022-11-05,1,0,0,1,1,0,1,0,1,0,352940.0,9.1,1126926.0,1797.0
인천광역시,2022-11-05,1,0,0,1,1,0,1,0,1,0,568844.5,8.0,1491109.0,2411.0
광주광역시,2022-11-05,1,0,0,1,1,0,1,0,1,0,218739.5,9.1,754612.0,975.0
대전광역시,2022-11-05,1,0,0,1,1,0,1,0,1,0,273437.5,6.1,749009.0,1366.0
울산광역시,2022-11-05,1,0,0,1,1,0,1,0,1,0,158144.0,9.1,551754.0,745.0
세종특별자치시,2022-11-05,1,0,0,1,1,0,1,0,1,0,90573.0,5.9,202912.0,366.0
경기도,2022-11-05,1,0,0,1,1,0,1,0,1,0,2056652.5,4.2,6953150.0,11761.0
강원도,2022-11-05,1,0,0,1,1,0,1,0,1,0,600138.0,3.1,764288.0,1555.0
충청북도,2022-11-05,0,1,0,1,1,0,1,0,1,0,446638.5,1.0,809082.0,1407.0
충청남도,2022-11-05,0,1,0,1,1,0,1,0,1,0,648900.0,5.5,1037625.0,1702.0
전라북도,2022-11-05,1,0,0,1,1,0,1,0,1,0,438581.5,7.5,870449.0,1227.0
전라남도,2022-11-05,0,1,0,1,1,0,1,0,1,0,509554.5,9.9,849418.0,1140.0
경상북도,2022-11-05,0,1,0,1,1,0,1,0,1,0,711238.5,2.4,1177685.0,2243.0
경상남도,2022-11-05,0,1,0,1,1,0,1,0,1,0,579250.0,8.3,1545558.0,1859.0
제주특별자치도,2022-11-05,0,1,0,1,1,0,1,0,1,0,185146.5,12.7,340521.0,242.0
서울특별시,2022-11-06,1,0,0,1,1,0,1,0,1,0,1522759.0,9.6,5047999.0,7163.0
부산광역시,2022-11-06,1,0,0,1,1,0,1,0,1,0,418981.5,12.2,1523543.0,1648.0
대구광역시,2022-11-06,1,0,0,1,1,0,1,0,1,0,304713.5,8.9,1128632.0,1706.0
인천광역시,2022-11-06,1,0,0,1,1,0,1,0,1,0,504049.0,10.4,1493171.0,2062.0
광주광역시,2022-11-06,1,0,0,1,1,0,1,0,1,0,180915.0,9.7,755557.0,945.0
대전광역시,2022-11-06,1,0,0,1,1,0,1,0,1,0,235616.5,8.0,750077.0,1068.0
울산광역시,2022-11-06,1,0,0,1,1,0,1,0,1,0,151389.0,10.4,552522.0,768.0
세종특별자치시,2022-11-06,1,0,0,1,1,0,1,0,1,0,81322.5,8.1,203229.0,317.0
경기도,2022-11-06,1,0,0,1,1,0,1,0,1,0,1908935.0,6.5,6963583.0,10433.0
강원도,2022-11-06,1,0,0,1,1,0,1,0,1,0,554785.0,6.2,765610.0,1322.0
충청북도,2022-11-06,0,1,0,1,1,0,1,0,1,0,412282.5,3.2,810504.0,1422.0
충청남도,2022-11-06,0,1,0,1,1,0,1,0,1,0,599844.0,7.8,1037625.0,1702.0
전라북도,2022-11-06,1,0,0,1,1,0,1,0,1,0,411306.0,9.3,871702.0,1253.0
전라남도,2022-11-06,0,1,0,1,1,0,1,0,1,0,500188.5,8.9,850338.0,920.0
경상북도,2022-11-06,0,1,0,1,1,0,1,0,1,0,709555.0,3.8,1179847.0,2162.0
경상남도,2022-11-06,0,1,0,1,1,0,1,0,1,0,594072.5,7.1,1547253.0,1695.0
제주특별자치도,2022-11-06,0,1,0,1,1,0,1,0,1,0,178454.5,12.6,340758.0,237.0
서울특별시,2022-11-07,1,0,1,0,1,0,1,0,1,0,1302203.0,11.4,5051319.0,3320.0
부산광역시,2022-11-07,1,0,1,0,1,0,1,0,1,0,285309.5,14.0,1524112.0,569.0
대구광역시,2022-11-07,1,0,1,0,1,0,1,0,1,0,207690.0,9.7,1129278.0,646.0
인천광역시,2022-11-07,1,0,1,0,1,0,1,0,1,0,355309.5,11.7,1494343.0,1172.0
광주광역시,2022-11-07,1,0,1,0,1,0,1,0,1,0,130966.5,11.4,756076.0,519.0
대전광역시,2022-11-07,1,0,1,0,1,0,1,0,1,0,163040.5,9.6,750663.0,586.0
울산광역시,2022-11-07,1,0,1,0,1,0,1,0,1,0,100271.5,11.4,552802.0,280.0
세종특별자치시,2022-11-07,1,0,1,0,1,0,1,0,1,0,56990.5,9.3,203429.0,200.0
경기도,2022-11-07,1,0,1,0,1,0,1,0,1,0,1330801.5,8.4,6969861.0,6278.0
강원도,2022-11-07,1,0,1,0,1,0,1,0,0,1,300601.0,8.5,766431.0,821.0
충청북도,2022-11-07,1,0,1,0,1,0,1,0,1,0,235704.0,5.7,811140.0,636.0
충청남도,2022-11-07,0,1,1,0,1,0,1,0,1,0,327901.0,9.7,1039863.0,730.0
전라북도,2022-11-07,1,0,1,0,1,0,1,0,1,0,211837.5,10.8,872184.0,482.0
전라남도,2022-11-07,0,1,1,0,1,0,1,0,1,0,269269.0,10.0,850778.0,440.0
경상북도,2022-11-07,1,0,1,0,1,0,1,0,1,0,367262.0,5.4,1180901.0,1054.0
경상남도,2022-11-07,0,1,1,0,1,0,1,0,1,0,307548.5,7.6,1547991.0,738.0
제주특별자치도,2022-11-07,1,0,1,0,1,0,1,0,1,0,170786.0,13.7,340912.0,154.0
서울특별시,2022-11-08,1,0,1,0,1,0,1,0,1,0,1367212.0,12.9,5065477.0,14158.0
부산광역시,2022-11-08,1,0,1,0,1,0,1,0,1,0,282019.5,15.4,1527286.0,3174.0
대구광역시,2022-11-08,1,0,1,0,1,0,1,0,1,0,205331.0,10.9,1131995.0,2717.0
인천광역시,2022-11-08,1,0,1,0,1,0,1,0,1,0,367104.5,12.6,1498244.0,3901.0
광주광역시,2022-11-08,1,0,1,0,1,0,1,0,1,0,131040.0,12.1,757290.0,1214.0
대전광역시,2022-11-08,1,0,1,0,1,0,1,0,1,0,165137.0,12.0,752894.0,2231.0
울산광역시,2022-11-08,1,0,1,0,1,0,1,0,1,0,104258.0,13.0,553795.0,993.0
세종특별자치시,2022-11-08,1,0,1,0,1,0,1,0,1,0,62566.0,11.9,204087.0,658.0
경기도,2022-11-08,1,0,1,0,1,0,1,0,1,0,1383067.0,10.3,6988093.0,18232.0
강원도,2022-11-08,1,0,1,0,1,0,1,0,1,0,286195.0,9.2,768420.0,1989.0
충청북도,2022-11-08,1,0,1,0,1,0,1,0,1,0,244954.5,7.6,813062.0,1922.0
충청남도,2022-11-08,0,1,1,0,1,0,1,0,1,0,334015.5,11.0,1042440.0,2577.0
전라북도,2022-11-08,1,0,1,0,1,0,1,0,1,0,211645.0,12.0,873822.0,1638.0
전라남도,2022-11-08,0,1,1,0,1,0,1,0,1,0,279643.0,10.7,852241.0,1463.0
경상북도,2022-11-08,1,0,1,0,1,0,1,0,1,0,371581.0,6.1,1183329.0,2428.0
경상남도,2022-11-08,0,1,1,0,1,0,1,0,1,0,316137.5,8.7,1550678.0,2687.0
제주특별자치도,2022-11-08,1,0,1,0,1,0,1,0,1,0,167867.0,15.0,341178.0,266.0
서울특별시,2022-11-09,1,0,1,0,1,0,1,0,1,0,1395303.0,11.4,5077958.0,12481.0
부산광역시,2022-11-09,1,0,1,0,1,0,1,0,1,0,292005.0,15.2,1529989.0,2703.0
대구광역시,2022-11-09,1,0,1,0,1,0,1,0,1,0,209951.0,11.7,1134699.0,2704.0
인천광역시,2022-11-09,1,0,1,0,1,0,1,0,1,0,364931.0,11.4,1502106.0,3862.0
광주광역시,2022-11-09,1,0,1,0,1,0,1,0,1,0,133105.0,12.4,758867.0,1577.0
대전광역시,2022-11-09,1,0,1,0,1,0,1,0,1,0,167314.0,10.3,754844.0,1950.0
울산광역시,2022-11-09,1,0,1,0,1,0,1,0,1,0,106106.0,13.5,554984.0,1189.0
세종특별자치시,2022-11-09,1,0,1,0,1,0,1,0,1,0,63259.0,9.6,204552.0,465.0
경기도,2022-11-09,1,0,1,0,1,0,0,1,1,0,1394753.5,8.7,7006617.0,18524.0
강원도,2022-11-09,1,0,1,0,1,0,1,0,1,0,286349.0,7.6,770865.0,2445.0
충청북도,2022-11-09,1,0,1,0,1,0,1,0,1,0,245857.5,6.5,815353.0,2291.0
충청남도,2022-11-09,0,1,1,0,1,0,0,1,1,0,328636.0,10.1,1044993.0,2553.0
전라북도,2022-11-09,1,0,1,0,1,0,1,0,1,0,203497.0,12.2,875688.0,1866.0
전라남도,2022-11-09,0,1,1,0,1,0,1,0,1,0,276132.5,10.7,853779.0,1538.0
경상북도,2022-11-09,1,0,1,0,1,0,1,0,1,0,372155.0,6.9,1186457.0,3128.0
경상남도,2022-11-09,0,1,1,0,1,0,1,0,1,0,316400.0,9.0,1553509.0,2831.0
제주특별자치도,2022-11-09,1,0,1,0,1,0,1,0,1,0,176862.0,16.5,341527.0,349.0
서울특별시,2022-11-10,1,0,1,0,1,0,0,1,1,0,1432693.5,13.5,5089031.0,11073.0
부산광역시,2022-11-10,1,0,1,0,1,0,1,0,1,0,307639.5,16.9,1532457.0,2468.0
대구광역시,2022-11-10,1,0,1,0,1,0,1,0,1,0,218827.0,13.3,1137207.0,2508.0
인천광역시,2022-11-10,1,0,1,0,1,0,0,1,1,0,374874.5,13.0,1505360.0,3254.0
광주광역시,2022-11-10,1,0,1,0,1,0,1,0,1,0,140255.5,15.0,760325.0,1458.0
대전광역시,2022-11-10,1,0,1,0,1,0,1,0,1,0,172077.5,11.7,756629.0,1785.0
울산광역시,2022-11-10,1,0,1,0,1,0,1,0,1,0,108300.5,14.5,556002.0,1018.0
세종특별자치시,2022-11-10,1,0,1,0,1,0,0,1,1,0,64179.5,11.3,205072.0,520.0
경기도,2022-11-10,1,0,1,0,1,0,0,1,1,0,1455947.5,10.3,7022891.0,16274.0
강원도,2022-11-10,1,0,1,0,1,0,1,0,1,0,301185.5,10.0,772777.0,1912.0
충청북도,2022-11-10,1,0,1,0,1,0,0,1,1,0,256571.0,8.4,817344.0,1991.0
충청남도,2022-11-10,0,1,1,0,1,0,0,1,1,0,353223.5,12.3,1047216.0,2223.0
전라북도,2022-11-10,1,0,1,0,1,0,1,0,1,0,210455.0,13.6,877392.0,1704.0
전라남도,2022-11-10,0,1,1,0,1,0,1,0,1,0,286559.0,13.7,855199.0,1420.0
경상북도,2022-11-10,1,0,1,0,1,0,1,0,1,0,391079.5,8.3,1189276.0,2819.0
경상남도,2022-11-10,1,0,1,0,1,0,0,1,1,0,330106.0,10.0,1556055.0,2546.0
제주특별자치도,2022-11-10,1,0,1,0,1,0,1,0,0,1,182150.5,18.7,341891.0,364.0
서울특별시,2022-11-11,1,0,1,0,1,0,1,0,1,0,1586697.0,15.6,5099934.0,10903.0
부산광역시,2022-11-11,1,0,1,0,1,0,1,0,1,0,362624.5,17.5,1535143.0,2686.0
대구광역시,2022-11-11,1,0,1,0,1,0,1,0,1,0,260354.5,14.0,1139580.0,2373.0
인천광역시,2022-11-11,1,0,1,0,1,0,0,1,1,0,426695.5,15.5,1508963.0,3603.0
광주광역시,2022-11-11,0,1,1,0,1,0,1,0,1,0,167653.5,16.7,761611.0,1286.0
대전광역시,2022-11-11,1,0,1,0,1,0,1,0,1,0,204680.0,13.9,758415.0,1786.0
울산광역시,2022-11-11,1,0,1,0,1,0,1,0,1,0,121583.0,14.6,556987.0,985.0
세종특별자치시,2022-11-11,1,0,1,0,1,0,1,0,1,0,71676.5,13.9,205526.0,454.0
경기도,2022-11-11,1,0,1,0,1,0,1,0,1,0,1648836.0,12.2,7038702.0,15811.0
강원도,2022-11-11,1,0,1,0,1,0,1,0,1,0,393200.5,11.8,774745.0,1968.0
충청북도,2022-11-11,1,0,1,0,1,0,1,0,1,0,312067.0,9.9,819185.0,1841.0
충청남도,2022-11-11,0,1,1,0,1,0,1,0,1,0,424700.5,13.9,1049499.0,2283.0
전라북도,2022-11-11,1,0,1,0,1,0,1,0,1,0,255710.0,16.0,879042.0,1650.0
전라남도,2022-11-11,0,1,1,0,1,0,1,0,1,0,328387.5,16.0,856491.0,1292.0
경상북도,2022-11-11,1,0,1,0,1,0,1,0,1,0,458479.0,9.7,1191972.0,2696.0
경상남도,2022-11-11,1,0,1,0,1,0,0,1,1,0,388321.5,12.0,1558578.0,2523.0
제주특별자치도,2022-11-11,1,0,1,0,1,0,1,0,1,0,186872.0,20.4,342238.0,347.0
서울특별시,2022-11-12,1,0,0,1,1,0,1,0,0,1,1905372.0,16.3,5110750.0,10836.0
부산광역시,2022-11-12,1,0,0,1,1,0,1,0,0,1,489741.0,19.1,1537898.0,2760.0
대구광역시,2022-11-12,1,0,0,1,1,0,1,0,0,1,363478.5,17.0,1142008.0,2429.0
인천광역시,2022-11-12,1,0,0,1,1,0,1,0,0,1,575911.0,16.3,1512189.0,3237.0
광주광역시,2022-11-12,0,1,0,1,1,0,1,0,0,1,229362.0,18.5,762941.0,1332.0
대전광역시,2022-11-12,1,0,0,1,1,0,1,0,0,1,288067.5,16.6,760308.0,1898.0
울산광역시,2022-11-12,1,0,0,1,1,0,1,0,0,1,165319.0,17.8,558006.0,1020.0
세종특별자치시,2022-11-12,1,0,0,1,1,0,1,0,0,1,91770.0,17.6,206022.0,497.0
경기도,2022-11-12,1,0,0,1,1,0,1,0,0,1,2140337.5,14.4,7053945.0,15283.0
강원도,2022-11-12,1,0,0,1,1,0,1,0,0,1,598559.5,12.2,776655.0,1910.0
충청북도,2022-11-12,1,0,0,1,1,0,1,0,0,1,460369.0,13.0,821042.0,1858.0
충청남도,2022-11-12,0,1,0,1,1,0,1,0,0,1,657289.5,15.7,1051843.0,2350.0
전라북도,2022-11-12,1,0,0,1,1,0,1,0,0,1,400512.0,19.2,880743.0,1705.0
전라남도,2022-11-12,0,1,0,1,1,0,1,0,0,1,476318.5,18.1,857905.0,1414.0
경상북도,2022-11-12,1,0,0,1,1,0,1,0,0,1,686126.0,12.5,1194676.0,2706.0
경상남도,2022-11-12,1,0,0,1,1,0,1,0,0,1,569765.0,14.6,1561247.0,2671.0
제주특별자치도,2022-11-12,1,0,0,1,1,0,1,0,0,1,187330.5,20.2,342624.0,386.0
서울특별시,2022-11-13,1,0,0,1,1,0,1,0,1,0,1577016.0,10.3,5120013.0,9263.0
부산광역시,2022-11-13,1,0,0,1,1,0,1,0,0,1,444622.5,17.8,1540263.0,2365.0
대구광역시,2022-11-13,1,0,0,1,1,0,1,0,0,1,314902.0,15.9,1144338.0,2330.0
인천광역시,2022-11-13,1,0,0,1,1,0,1,0,1,0,513061.5,9.5,1515038.0,2849.0
광주광역시,2022-11-13,0,1,0,1,1,0,1,0,0,1,190767.5,11.6,764461.0,1520.0
대전광역시,2022-11-13,1,0,0,1,1,0,1,0,0,1,239673.0,11.6,761940.0,1632.0
울산광역시,2022-11-13,1,0,0,1,1,0,1,0,0,1,155739.5,16.6,558970.0,964.0
세종특별자치시,2022-11-13,1,0,0,1,1,0,1,0,0,1,73503.5,11.0,206467.0,445.0
경기도,2022-11-13,1,0,0,1,1,0,1,0,0,1,1952912.5,10.9,7067213.0,13268.0
강원도,2022-11-13,1,0,0,1,1,0,1,0,0,1,522777.5,12.3,778225.0,1570.0
충청북도,2022-11-13,1,0,0,1,1,0,1,0,0,1,408292.5,10.8,822726.0,1684.0
충청남도,2022-11-13,0,1,0,1,1,0,1,0,1,0,558803.0,9.8,1053903.0,2060.0
전라북도,2022-11-13,1,0,0,1,1,0,1,0,0,1,356380.5,11.1,882511.0,1768.0
전라남도,2022-11-13,0,1,0,1,1,0,1,0,0,1,436971.5,12.7,859225.0,1320.0
경상북도,2022-11-13,1,0,0,1,1,0,1,0,0,1,650993.0,13.5,1197410.0,2734.0
경상남도,2022-11-13,1,0,0,1,1,0,1,0,0,1,553084.0,12.7,1563568.0,2321.0
제주특별자치도,2022-11-13,1,0,0,1,1,0,1,0,0,1,180705.0,14.9,342951.0,327.0
서울특별시,2022-11-14,1,0,1,0,1,0,1,0,1,0,1384001.5,9.7,5123662.0,3649.0
부산광역시,2022-11-14,1,0,1,0,1,0,1,0,1,0,306645.5,12.8,1541214.0,951.0
대구광역시,2022-11-14,1,0,1,0,1,0,1,0,1,0,220542.0,11.6,1145384.0,1046.0
인천광역시,2022-11-14,1,0,1,0,1,0,1,0,1,0,377387.5,9.3,1516445.0,1407.0
광주광역시,2022-11-14,1,0,1,0,1,0,1,0,1,0,140994.0,10.7,765153.0,692.0
대전광역시,2022-11-14,1,0,1,0,1,0,1,0,1,0,172788.0,9.5,762843.0,903.0
울산광역시,2022-11-14,1,0,1,0,1,0,1,0,1,0,106904.0,12.0,559435.0,465.0
세종특별자치시,2022-11-14,1,0,1,0,1,0,1,0,1,0,62737.5,9.2,206654.0,187.0
경기도,2022-11-14,1,0,1,0,1,0,1,0,1,0,1428710.5,9.2,7074680.0,7467.0
강원도,2022-11-14,1,0,1,0,1,0,1,0,1,0,307391.0,9.0,779201.0,976.0
충청북도,2022-11-14,1,0,1,0,1,0,1,0,1,0,240068.5,8.4,823635.0,909.0
충청남도,2022-11-14,1,0,1,0,1,0,1,0,1,0,330610.0,8.9,1054969.0,1066.0
전라북도,2022-11-14,1,0,1,0,1,0,1,0,1,0,191296.0,10.4,883145.0,634.0
전라남도,2022-11-14,0,1,1,0,1,0,1,0,1,0,266357.0,11.3,859816.0,591.0
경상북도,2022-11-14,1,0,1,0,1,0,1,0,1,0,365347.5,8.2,1198678.0,1268.0
경상남도,2022-11-14,1,0,1,0,1,0,1,0,1,0,321881.0,10.0,1564847.0,1279.0
제주특별자치도,2022-11-14,1,0,1,0,1,0,1,0,1,0,172952.5,13.7,343186.0,235.0
서울특별시,2022-11-15,1,0,1,0,1,0,1,0,0,1,1445255.0,8.1,5139201.0,15539.0
부산광역시,2022-11-15,1,0,1,0,1,0,1,0,1,0,304034.5,11.3,1545755.0,4541.0
대구광역시,2022-11-15,1,0,1,0,1,0,1,0,1,0,220825.5,10.0,1148637.0,3253.0
인천광역시,2022-11-15,1,0,1,0,1,0,1,0,0,1,381472.0,8.6,1520898.0,4453.0
광주광역시,2022-11-15,1,0,1,0,1,0,1,0,1,0,141568.0,9.5,766728.0,1575.0
대전광역시,2022-11-15,1,0,1,0,1,0,1,0,0,1,176389.5,8.3,765454.0,2611.0
울산광역시,2022-11-15,1,0,1,0,1,0,1,0,1,0,110372.5,10.0,560738.0,1303.0
세종특별자치시,2022-11-15,1,0,1,0,1,0,1,0,0,1,68806.5,7.8,207288.0,634.0
경기도,2022-11-15,1,0,1,0,1,0,1,0,0,1,1460805.5,5.0,7095187.0,20507.0
강원도,2022-11-15,1,0,1,0,1,0,1,0,0,1,289782.5,6.0,781332.0,2131.0
충청북도,2022-11-15,1,0,1,0,1,0,1,0,0,1,248311.0,4.1,825788.0,2153.0
충청남도,2022-11-15,1,0,1,0,1,0,1,0,0,1,343766.5,8.1,1058049.0,3080.0
전라북도,2022-11-15,1,0,1,0,1,0,1,0,1,0,193721.5,9.0,885194.0,2049.0
전라남도,2022-11-15,0,1,1,0,1,0,1,0,1,0,273371.0,9.4,861617.0,1801.0
경상북도,2022-11-15,1,0,1,0,1,0,1,0,1,0,367517.5,5.2,1201697.0,3019.0
경상남도,2022-11-15,1,0,1,0,1,0,1,0,1,0,329423.5,8.5,1568749.0,3902.0
제주특별자치도,2022-11-15,1,0,1,0,1,0,1,0,1,0,168108.5,13.1,343495.0,309.0
