areaNm,baseYmd,festival_no,festival_yes,holiday_no,holiday_yes,PM10_no,PM10_yes,PM25_no,PM25_yes,dayRf_no,dayRf_yes,touNum,avgTemp,AccumulateCovid19,increase
전라북도,2022-02-08,1,0,1,0,1,0,1,0,1,0,145488.0,0.4,22982.0,1226.0
전라남도,2022-02-08,1,0,1,0,1,0,1,0,1,0,211085.0,2.6,17315.0,1015.0
경상북도,2022-02-08,1,0,1,0,1,0,1,0,1,0,295102.5,-3.2,31718.0,1545.0
경상남도,2022-02-08,1,0,1,0,1,0,1,0,1,0,273476.0,0.7,38851.0,1902.0
제주특별자치도,2022-02-08,1,0,1,0,1,0,1,0,1,0,163656.5,5.4,7295.0,382.0
서울특별시,2022-02-09,1,0,1,0,1,0,1,0,1,0,1217618.5,1.0,337930.0,11682.0
부산광역시,2022-02-09,1,0,1,0,1,0,1,0,1,0,280553.0,6.6,50674.0,3035.0
대구광역시,2022-02-09,1,0,1,0,1,0,1,0,1,0,184065.0,2.6,47930.0,2415.0
인천광역시,2022-02-09,1,0,1,0,1,0,1,0,1,0,287595.0,0.4,71780.0,3931.0
광주광역시,2022-02-09,1,0,1,0,1,0,1,0,1,0,117785.5,3.3,24032.0,1503.0
대전광역시,2022-02-09,1,0,1,0,1,0,1,0,1,0,148687.0,1.5,24254.0,1130.0
울산광역시,2022-02-09,1,0,1,0,1,0,1,0,1,0,95665.5,4.2,13291.0,791.0
세종특별자치시,2022-02-09,1,0,1,0,1,0,1,0,1,0,56203.0,0.9,4982.0,287.0
경기도,2022-02-09,1,0,1,0,1,0,1,0,1,0,1166672.5,-0.7,342473.0,13651.0
강원도,2022-02-09,0,1,1,0,1,0,1,0,1,0,237422.5,-2.2,21600.0,946.0
충청북도,2022-02-09,1,0,1,0,1,0,1,0,1,0,188478.5,-3.1,22142.0,1377.0
충청남도,2022-02-09,0,1,1,0,1,0,1,0,1,0,265475.0,-0.4,35906.0,1768.0
전라북도,2022-02-09,1,0,1,0,1,0,1,0,1,0,149422.0,1.7,24545.0,1564.0
전라남도,2022-02-09,1,0,1,0,1,0,1,0,1,0,217700.0,3.3,18443.0,1128.0
경상북도,2022-02-09,1,0,1,0,1,0,1,0,1,0,305651.5,-2.1,33676.0,1958.0
경상남도,2022-02-09,1,0,1,0,1,0,1,0,1,0,280220.5,0.9,40797.0,1947.0
제주특별자치도,2022-02-09,1,0,1,0,1,0,1,0,0,1,167758.5,5.9,7706.0,412.0
서울특별시,2022-02-10,1,0,1,0,1,0,1,0,1,0,1249377.5,1.4,349805.0,11875.0
부산광역시,2022-02-10,1,0,1,0,1,0,1,0,1,0,285708.5,7.6,53305.0,2631.0
대구광역시,2022-02-10,1,0,1,0,1,0,1,0,1,0,186452.0,5.3,50259.0,2329.0
인천광역시,2022-02-10,1,0,1,0,1,0,1,0,1,0,298144.0,1.3,75776.0,3996.0
광주광역시,2022-02-10,1,0,1,0,1,0,1,0,1,0,123165.0,4.2,25459.0,1427.0
대전광역시,2022-02-10,1,0,1,0,1,0,1,0,1,0,153093.5,2.9,25704.0,1450.0
울산광역시,2022-02-10,1,0,1,0,1,0,1,0,1,0,97601.0,6.3,14023.0,732.0
세종특별자치시,2022-02-10,1,0,1,0,1,0,1,0,1,0,59066.0,2.2,5255.0,273.0
경기도,2022-02-10,1,0,1,0,1,0,1,0,1,0,1213005.5,1.3,360224.0,17751.0
강원도,2022-02-10,0,1,1,0,1,0,1,0,1,0,246820.0,-0.7,22564.0,964.0
충청북도,2022-02-10,1,0,1,0,1,0,1,0,1,0,197386.0,-1.1,23224.0,1082.0
충청남도,2022-02-10,0,1,1,0,1,0,1,0,1,0,282656.5,0.2,37622.0,1716.0
전라북도,2022-02-10,1,0,1,0,1,0,1,0,1,0,154318.5,3.3,26316.0,1771.0
전라남도,2022-02-10,1,0,1,0,1,0,1,0,1,0,224493.5,4.8,19938.0,1495.0
경상북도,2022-02-10,1,0,1,0,1,0,1,0,1,0,315185.5,0.4,35494.0,1818.0
경상남도,2022-02-10,1,0,1,0,1,0,1,0,1,0,289478.0,3.4,43138.0,2341.0
제주특별자치도,2022-02-10,1,0,1,0,1,0,1,0,0,1,171748.5,6.9,8154.0,448.0
서울특별시,2022-02-11,1,0,1,0,1,0,0,1,1,0,1329023.5,2.9,361336.0,11531.0
부산광역시,2022-02-11,1,0,1,0,1,0,1,0,1,0,312896.5,6.7,56316.0,3011.0
대구광역시,2022-02-11,1,0,1,0,1,0,1,0,1,0,208789.0,3.5,52756.0,2497.0
인천광역시,2022-02-11,1,0,1,0,1,0,0,1,1,0,324243.5,2.3,79521.0,3745.0
광주광역시,2022-02-11,1,0,1,0,1,0,1,0,1,0,136055.5,4.8,26867.0,1408.0
대전광역시,2022-02-11,1,0,1,0,1,0,1,0,1,0,169736.0,2.8,27127.0,1423.0
울산광역시,2022-02-11,1,0,1,0,1,0,1,0,1,0,105336.0,5.2,14818.0,795.0
세종특별자치시,2022-02-11,1,0,1,0,1,0,1,0,1,0,63252.0,2.2,5587.0,332.0
경기도,2022-02-11,1,0,1,0,1,0,0,1,1,0,1307526.5,1.2,378200.0,17976.0
강원도,2022-02-11,0,1,1,0,1,0,1,0,1,0,308549.5,-0.1,23651.0,1087.0
충청북도,2022-02-11,1,0,1,0,1,0,1,0,1,0,215736.5,-1.3,24380.0,1156.0
충청남도,2022-02-11,0,1,1,0,1,0,0,1,1,0,308556.5,0.9,39209.0,1587.0
전라북도,2022-02-11,1,0,1,0,1,0,1,0,1,0,176865.5,3.3,27823.0,1507.0
전라남도,2022-02-11,1,0,1,0,1,0,1,0,1,0,244636.0,4.2,21179.0,1241.0
경상북도,2022-02-11,1,0,1,0,1,0,1,0,1,0,348449.5,-0.7,37420.0,1926.0
경상남도,2022-02-11,1,0,1,0,1,0,1,0,1,0,317786.0,1.8,45330.0,2192.0
제주특별자치도,2022-02-11,1,0,1,0,1,0,1,0,1,0,175826.0,7.5,8630.0,476.0
서울특별시,2022-02-12,1,0,0,1,1,0,1,0,1,0,1487115.0,4.8,374534.0,13198.0
부산광역시,2022-02-12,1,0,0,1,1,0,1,0,1,0,390988.5,8.5,59367.0,3051.0
대구광역시,2022-02-12,1,0,0,1,1,0,1,0,1,0,262038.0,4.8,55126.0,2370.0
인천광역시,2022-02-12,1,0,0,1,1,0,1,0,1,0,434843.5,3.5,84589.0,5068.0
광주광역시,2022-02-12,1,0,0,1,1,0,1,0,1,0,163208.5,6.9,28443.0,1576.0
대전광역시,2022-02-12,1,0,0,1,1,0,0,1,1,0,219261.0,4.3,28638.0,1511.0
울산광역시,2022-02-12,1,0,0,1,1,0,1,0,1,0,123725.0,6.7,15544.0,726.0
세종특별자치시,2022-02-12,1,0,0,1,1,0,0,1,1,0,80479.0,4.1,5913.0,326.0
경기도,2022-02-12,1,0,0,1,1,0,0,1,1,0,1681942.5,2.6,394141.0,15960.0
강원도,2022-02-12,0,1,0,1,1,0,0,1,1,0,476063.0,2.2,24610.0,960.0
충청북도,2022-02-12,1,0,0,1,1,0,0,1,1,0,279359.5,1.2,25537.0,1157.0
충청남도,2022-02-12,0,1,0,1,1,0,0,1,1,0,432397.0,2.5,41396.0,2187.0
전라북도,2022-02-12,1,0,0,1,1,0,0,1,1,0,247842.0,5.0,29371.0,1548.0
전라남도,2022-02-12,1,0,0,1,1,0,0,1,1,0,325937.5,6.1,22394.0,1215.0
경상북도,2022-02-12,1,0,0,1,1,0,1,0,1,0,482223.0,1.5,39251.0,1831.0
경상남도,2022-02-12,1,0,0,1,1,0,1,0,1,0,410424.0,4.3,47026.0,1699.0
제주특별자치도,2022-02-12,1,0,0,1,1,0,1,0,1,0,177110.5,10.0,9133.0,503.0
서울특별시,2022-02-13,1,0,0,1,1,0,1,0,1,0,1216848.5,4.8,386358.0,11824.0
부산광역시,2022-02-13,1,0,0,1,1,0,1,0,1,0,349121.5,8.9,62809.0,3442.0
대구광역시,2022-02-13,1,0,0,1,1,0,1,0,1,0,218715.0,5.4,57696.0,2573.0
인천광역시,2022-02-13,1,0,0,1,1,0,1,0,1,0,379130.5,3.7,89064.0,4475.0
광주광역시,2022-02-13,1,0,0,1,1,0,1,0,1,0,133577.5,7.8,29983.0,1540.0
대전광역시,2022-02-13,1,0,0,1,1,0,1,0,1,0,180155.5,5.0,30133.0,1495.0
울산광역시,2022-02-13,1,0,0,1,1,0,1,0,0,1,111975.5,6.4,16349.0,805.0
세종특별자치시,2022-02-13,1,0,0,1,1,0,1,0,1,0,63182.0,4.5,6297.0,384.0
경기도,2022-02-13,1,0,0,1,1,0,1,0,1,0,1536608.5,3.4,411215.0,17074.0
강원도,2022-02-13,0,1,0,1,1,0,1,0,1,0,432789.0,2.2,25595.0,985.0
충청북도,2022-02-13,1,0,0,1,1,0,1,0,1,0,253284.5,1.1,26868.0,1331.0
충청남도,2022-02-13,0,1,0,1,1,0,0,1,1,0,390908.0,3.5,43771.0,2375.0
전라북도,2022-02-13,1,0,0,1,1,0,1,0,1,0,226107.0,6.1,31011.0,1642.0
전라남도,2022-02-13,1,0,0,1,1,0,1,0,1,0,309116.5,7.6,23575.0,1181.0
경상북도,2022-02-13,1,0,0,1,1,0,1,0,1,0,455080.5,1.8,41306.0,2055.0
경상남도,2022-02-13,1,0,0,1,1,0,1,0,1,0,379204.0,4.1,49691.0,2666.0
제주특별자치도,2022-02-13,1,0,0,1,1,0,1,0,1,0,177450.0,10.1,9687.0,554.0
서울특별시,2022-02-14,1,0,1,0,1,0,1,0,0,1,1233683.5,2.5,397957.0,11599.0
부산광역시,2022-02-14,1,0,1,0,1,0,1,0,1,0,303968.0,9.0,66329.0,3520.0
대구광역시,2022-02-14,1,0,1,0,1,0,1,0,1,0,196119.0,7.3,60302.0,2606.0
인천광역시,2022-02-14,1,0,1,0,1,0,1,0,0,1,300891.5,1.4,92642.0,3578.0
광주광역시,2022-02-14,1,0,1,0,1,0,1,0,1,0,127022.0,5.6,31522.0,1539.0
대전광역시,2022-02-14,1,0,1,0,1,0,1,0,1,0,156275.0,4.1,31747.0,1614.0
울산광역시,2022-02-14,1,0,1,0,1,0,1,0,0,1,98409.5,7.6,17025.0,676.0
세종특별자치시,2022-02-14,1,0,1,0,1,0,1,0,0,1,58674.0,3.5,6650.0,353.0
경기도,2022-02-14,1,0,1,0,1,0,1,0,0,1,1226358.0,1.7,427088.0,15875.0
강원도,2022-02-14,0,1,1,0,1,0,1,0,0,1,267676.5,1.2,26687.0,1092.0
충청북도,2022-02-14,1,0,1,0,1,0,1,0,0,1,198233.0,0.8,28410.0,1542.0
충청남도,2022-02-14,0,1,1,0,1,0,1,0,0,1,283132.5,1.6,46269.0,2498.0
전라북도,2022-02-14,1,0,1,0,1,0,1,0,1,0,161745.5,4.2,32602.0,1591.0
전라남도,2022-02-14,1,0,1,0,1,0,1,0,1,0,230660.5,5.8,24839.0,1264.0
경상북도,2022-02-14,1,0,1,0,1,0,1,0,1,0,320092.5,2.4,43223.0,1917.0
경상남도,2022-02-14,1,0,1,0,1,0,1,0,1,0,300573.0,3.9,52497.0,2806.0
제주특별자치도,2022-02-14,1,0,1,0,1,0,1,0,1,0,180957.0,9.3,10195.0,509.0
서울특별시,2022-02-15,1,0,1,0,1,0,1,0,1,0,1267497.0,-4.7,410410.0,12453.0
부산광역시,2022-02-15,1,0,1,0,1,0,1,0,1,0,304013.5,2.6,69419.0,3090.0
대구광역시,2022-02-15,1,0,1,0,1,0,1,0,1,0,198821.0,0.4,62664.0,2362.0
인천광역시,2022-02-15,1,0,1,0,1,0,1,0,1,0,306890.5,-5.2,97547.0,4906.0
광주광역시,2022-02-15,1,0,1,0,1,0,1,0,1,0,130028.5,-0.5,33130.0,1608.0
대전광역시,2022-02-15,1,0,1,0,1,0,1,0,1,0,158854.5,-2.3,33324.0,1577.0
울산광역시,2022-02-15,1,0,1,0,1,0,1,0,1,0,103768.0,1.9,17801.0,776.0
세종특별자치시,2022-02-15,1,0,1,0,1,0,1,0,1,0,60053.0,-3.1,7065.0,415.0
경기도,2022-02-15,1,0,1,0,1,0,1,0,1,0,1246437.5,-3.3,444328.0,17241.0
강원도,2022-02-15,0,1,1,0,1,0,1,0,1,0,246788.5,-3.4,27866.0,1179.0
충청북도,2022-02-15,1,0,1,0,1,0,1,0,1,0,198247.0,-4.6,29737.0,1327.0
충청남도,2022-02-15,0,1,1,0,1,0,1,0,0,1,279706.0,-3.6,48488.0,2219.0
전라북도,2022-02-15,1,0,1,0,1,0,1,0,1,0,159873.0,-1.6,34181.0,1579.0
전라남도,2022-02-15,1,0,1,0,1,0,1,0,1,0,231514.5,0.5,26140.0,1301.0
경상북도,2022-02-15,0,1,1,0,1,0,1,0,1,0,330872.5,-2.4,44988.0,1765.0
경상남도,2022-02-15,1,0,1,0,1,0,1,0,1,0,304108.0,-1.2,55268.0,2771.0
제주특별자치도,2022-02-15,1,0,1,0,1,0,1,0,1,0,182570.5,3.9,10746.0,551.0
서울특별시,2022-02-16,1,0,1,0,1,0,1,0,1,0,1271123.0,-7.3,429289.0,18879.0
부산광역시,2022-02-16,1,0,1,0,1,0,1,0,1,0,304381.0,-1.7,75902.0,6483.0
대구광역시,2022-02-16,1,0,1,0,1,0,1,0,1,0,198362.5,-3.6,66854.0,4190.0
인천광역시,2022-02-16,1,0,1,0,1,0,1,0,1,0,307251.0,-7.2,103367.0,5822.0
광주광역시,2022-02-16,1,0,1,0,1,0,1,0,0,1,126598.5,-3.1,35428.0,2298.0
대전광역시,2022-02-16,1,0,1,0,1,0,1,0,1,0,159173.0,-5.6,35912.0,2590.0
울산광역시,2022-02-16,1,0,1,0,1,0,1,0,1,0,102746.0,-2.6,19560.0,1759.0
세종특별자치시,2022-02-16,1,0,1,0,1,0,1,0,0,1,57407.0,-5.9,7761.0,696.0
경기도,2022-02-16,1,0,1,0,1,0,1,0,1,0,1251348.0,-6.3,472291.0,27963.0
강원도,2022-02-16,0,1,1,0,1,0,1,0,1,0,246368.5,-7.2,29650.0,1784.0
충청북도,2022-02-16,1,0,1,0,1,0,1,0,1,0,199965.5,-7.9,31938.0,2203.0
충청남도,2022-02-16,0,1,1,0,1,0,1,0,1,0,273899.5,-5.0,51491.0,3003.0
전라북도,2022-02-16,1,0,1,0,1,0,1,0,0,1,154150.5,-4.4,36743.0,2562.0
전라남도,2022-02-16,1,0,1,0,1,0,1,0,0,1,213507.0,-1.7,28070.0,1930.0
경상북도,2022-02-16,1,0,1,0,1,0,1,0,1,0,319819.5,-5.8,47853.0,2869.0
경상남도,2022-02-16,1,0,1,0,1,0,1,0,1,0,298784.5,-3.8,59716.0,4450.0
제주특별자치도,2022-02-16,1,0,1,0,1,0,1,0,1,0,184863.0,2.3,11669.0,924.0
서울특별시,2022-02-17,1,0,1,0,1,0,1,0,1,0,1293278.0,-6.2,448977.0,19689.0
부산광역시,2022-02-17,1,0,1,0,1,0,1,0,1,0,310929.5,-2.4,82121.0,6219.0
대구광역시,2022-02-17,1,0,1,0,1,0,1,0,1,0,202027.0,-4.3,71053.0,4199.0
인천광역시,2022-02-17,1,0,1,0,1,0,1,0,1,0,314251.0,-6.4,110600.0,7238.0
광주광역시,2022-02-17,1,0,1,0,1,0,1,0,1,0,130945.5,-3.9,38040.0,2612.0
대전광역시,2022-02-17,1,0,1,0,1,0,1,0,1,0,163131.5,-5.5,38613.0,2702.0
울산광역시,2022-02-17,1,0,1,0,1,0,1,0,1,0,104979.0,-3.6,21251.0,1691.0
세종특별자치시,2022-02-17,1,0,1,0,1,0,1,0,1,0,61932.5,-5.8,8417.0,656.0
경기도,2022-02-17,1,0,1,0,1,0,1,0,1,0,1288875.0,-6.3,500738.0,28447.0
강원도,2022-02-17,1,0,1,0,1,0,1,0,1,0,255671.5,-7.4,31379.0,1729.0
충청북도,2022-02-17,1,0,1,0,1,0,1,0,1,0,206111.5,-8.7,34107.0,2169.0
충청남도,2022-02-17,0,1,1,0,1,0,1,0,1,0,292404.0,-5.8,54506.0,3015.0
전라북도,2022-02-17,1,0,1,0,1,0,1,0,1,0,162907.5,-4.5,39317.0,2574.0
전라남도,2022-02-17,1,0,1,0,1,0,1,0,1,0,225253.0,-3.0,29963.0,1893.0
경상북도,2022-02-17,1,0,1,0,1,0,1,0,1,0,326532.5,-6.6,50753.0,2901.0
경상남도,2022-02-17,1,0,1,0,1,0,1,0,1,0,302333.5,-4.1,64197.0,4481.0
제주특별자치도,2022-02-17,1,0,1,0,1,0,1,0,1,0,188870.5,1.1,12551.0,882.0
서울특별시,2022-02-18,1,0,1,0,1,0,1,0,1,0,1386283.5,-1.2,474628.0,25651.0
부산광역시,2022-02-18,1,0,1,0,1,0,1,0,1,0,341117.0,4.0,88698.0,6577.0
대구광역시,2022-02-18,1,0,1,0,1,0,1,0,1,0,230051.5,-0.8,75591.0,4538.0
인천광역시,2022-02-18,1,0,1,0,1,0,1,0,1,0,353318.0,-1.9,117944.0,7344.0
광주광역시,2022-02-18,1,0,1,0,1,0,1,0,1,0,147749.0,1.4,40709.0,2669.0
대전광역시,2022-02-18,1,0,1,0,1,0,1,0,1,0,183288.0,-0.9,41593.0,2980.0
울산광역시,2022-02-18,1,0,1,0,1,0,1,0,1,0,113260.0,1.7,23198.0,1947.0
세종특별자치시,2022-02-18,1,0,1,0,1,0,1,0,1,0,67861.5,-1.5,9119.0,703.0
경기도,2022-02-18,1,0,1,0,1,0,1,0,1,0,1413310.5,-2.8,537249.0,36511.0
강원도,2022-02-18,1,0,1,0,1,0,1,0,1,0,320005.0,-3.5,33311.0,1932.0
충청북도,2022-02-18,1,0,1,0,1,0,1,0,1,0,233331.0,-4.5,36661.0,2554.0
충청남도,2022-02-18,0,1,1,0,1,0,1,0,1,0,330477.0,-2.0,57450.0,2944.0
전라북도,2022-02-18,1,0,1,0,1,0,1,0,1,0,192300.5,0.3,41826.0,2510.0
전라남도,2022-02-18,1,0,1,0,1,0,1,0,1,0,262283.0,1.7,31873.0,1911.0
경상북도,2022-02-18,1,0,1,0,1,0,1,0,1,0,374461.5,-4.1,54038.0,3285.0
경상남도,2022-02-18,1,0,1,0,1,0,1,0,1,0,337606.5,-2.1,68819.0,4622.0
제주특별자치도,2022-02-18,1,0,1,0,1,0,1,0,0,1,189427.0,6.0,13665.0,1114.0
서울특별시,2022-02-19,1,0,0,1,1,0,1,0,0,1,1555071.0,-1.7,497821.0,23193.0
부산광역시,2022-02-19,1,0,0,1,1,0,1,0,1,0,408996.0,5.2,95234.0,6536.0
대구광역시,2022-02-19,1,0,0,1,1,0,1,0,1,0,285064.5,2.4,79811.0,4223.0
인천광역시,2022-02-19,1,0,0,1,1,0,1,0,1,0,453320.0,-1.7,125758.0,7816.0
광주광역시,2022-02-19,1,0,0,1,1,0,1,0,1,0,178412.5,2.2,43450.0,2741.0
대전광역시,2022-02-19,1,0,0,1,1,0,1,0,1,0,231679.0,0.5,44625.0,3032.0
울산광역시,2022-02-19,1,0,0,1,1,0,1,0,1,0,131390.0,4.0,25029.0,1832.0
세종특별자치시,2022-02-19,1,0,0,1,1,0,1,0,1,0,81025.0,-0.3,9796.0,677.0
경기도,2022-02-19,1,0,0,1,1,0,1,0,1,0,1737753.5,-0.7,567891.0,30642.0
강원도,2022-02-19,1,0,0,1,1,0,1,0,1,0,478880.5,-1.1,35110.0,1799.0
충청북도,2022-02-19,1,0,0,1,1,0,1,0,1,0,291315.5,-2.0,39055.0,2394.0
충청남도,2022-02-19,0,1,0,1,1,0,1,0,1,0,436373.0,-0.8,61527.0,4077.0
전라북도,2022-02-19,1,0,0,1,1,0,1,0,1,0,258590.5,1.2,44318.0,2492.0
전라남도,2022-02-19,1,0,0,1,1,0,1,0,1,0,319819.5,2.9,33773.0,1900.0
경상북도,2022-02-19,1,0,0,1,1,0,1,0,1,0,482881.0,-0.4,57223.0,3186.0
경상남도,2022-02-19,1,0,0,1,1,0,1,0,1,0,419972.0,1.3,73236.0,4418.0
제주특별자치도,2022-02-19,1,0,0,1,1,0,1,0,0,1,188184.5,5.2,14871.0,1206.0
서울특별시,2022-02-20,1,0,0,1,1,0,1,0,1,0,1294303.5,-4.8,519923.0,22102.0
부산광역시,2022-02-20,1,0,0,1,1,0,1,0,1,0,377104.0,-0.6,102180.0,6946.0
대구광역시,2022-02-20,1,0,0,1,1,0,1,0,1,0,245339.5,-2.2,84518.0,4707.0
인천광역시,2022-02-20,1,0,0,1,1,0,1,0,1,0,391440.0,-4.7,134948.0,9191.0
광주광역시,2022-02-20,1,0,0,1,1,0,1,0,0,1,148501.5,-2.1,46111.0,2661.0
대전광역시,2022-02-20,1,0,0,1,1,0,1,0,1,0,200322.5,-3.2,47735.0,3110.0
울산광역시,2022-02-20,1,0,0,1,1,0,1,0,1,0,121768.5,-1.4,26948.0,1919.0
세종특별자치시,2022-02-20,1,0,0,1,1,0,1,0,1,0,70612.5,-3.9,10454.0,658.0
경기도,2022-02-20,1,0,0,1,1,0,1,0,1,0,1565490.5,-4.2,599219.0,31328.0
강원도,2022-02-20,1,0,0,1,1,0,1,0,1,0,439554.5,-4.4,37109.0,1999.0
충청북도,2022-02-20,1,0,0,1,1,0,1,0,1,0,257666.5,-5.7,41367.0,2312.0
충청남도,2022-02-20,0,1,0,1,1,0,1,0,1,0,389942.0,-3.5,64875.0,3348.0
전라북도,2022-02-20,1,0,0,1,1,0,1,0,1,0,232540.0,-3.0,47109.0,2791.0
전라남도,2022-02-20,1,0,0,1,1,0,1,0,0,1,293461.0,-1.5,35837.0,2064.0
경상북도,2022-02-20,1,0,0,1,1,0,1,0,1,0,460677.0,-4.0,60572.0,3349.0
경상남도,2022-02-20,1,0,0,1,1,0,1,0,1,0,397715.5,-2.8,78329.0,5093.0
제주특별자치도,2022-02-20,1,0,0,1,1,0,1,0,0,1,186053.0,1.8,16102.0,1231.0
서울특별시,2022-02-21,1,0,1,0,1,0,1,0,0,1,1306725.0,-3.0,539938.0,20018.0
부산광역시,2022-02-21,1,0,1,0,1,0,1,0,1,0,320141.5,1.4,109720.0,7541.0
대구광역시,2022-02-21,1,0,1,0,1,0,1,0,1,0,212243.5,1.2,88678.0,4160.0
인천광역시,2022-02-21,1,0,1,0,1,0,1,0,1,0,322458.5,-2.4,142312.0,7364.0
광주광역시,2022-02-21,1,0,1,0,1,0,1,0,1,0,138134.5,1.0,48700.0,2589.0
대전광역시,2022-02-21,1,0,1,0,1,0,1,0,1,0,169508.5,-0.7,50642.0,2907.0
울산광역시,2022-02-21,1,0,1,0,1,0,1,0,1,0,113946.0,0.9,28541.0,1593.0
세종특별자치시,2022-02-21,1,0,1,0,1,0,1,0,1,0,63553.0,-1.6,11100.0,646.0
경기도,2022-02-21,1,0,1,0,1,0,1,0,1,0,1330756.0,-2.5,625998.0,26779.0
강원도,2022-02-21,1,0,1,0,1,0,1,0,0,1,288760.5,-4.6,39125.0,2016.0
충청북도,2022-02-21,1,0,1,0,1,0,1,0,0,1,212159.5,-4.3,43585.0,2226.0
충청남도,2022-02-21,1,0,1,0,1,0,1,0,1,0,302130.5,-2.0,68188.0,3313.0
전라북도,2022-02-21,1,0,1,0,1,0,1,0,0,1,175700.0,-0.2,49837.0,2728.0
전라남도,2022-02-21,1,0,1,0,1,0,1,0,1,0,243757.5,1.3,37907.0,2070.0
경상북도,2022-02-21,1,0,1,0,1,0,1,0,1,0,338940.0,-2.1,63822.0,3250.0
경상남도,2022-02-21,1,0,1,0,1,0,1,0,1,0,314282.5,0.5,83372.0,5045.0
제주특별자치도,2022-02-21,1,0,1,0,1,0,1,0,1,0,187733.0,5.0,17182.0,1081.0
서울특별시,2022-02-22,1,0,1,0,1,0,1,0,1,0,1357226.5,-4.5,561744.0,21807.0
부산광역시,2022-02-22,1,0,1,0,1,0,1,0,1,0,324359.0,1.2,115860.0,6140.0
대구광역시,2022-02-22,1,0,1,0,1,0,1,0,1,0,215782.0,-0.4,92836.0,4158.0
인천광역시,2022-02-22,1,0,1,0,1,0,1,0,1,0,336500.5,-4.4,150084.0,7772.0
광주광역시,2022-02-22,1,0,1,0,1,0,1,0,1,0,142313.5,0.2,51947.0,3247.0
대전광역시,2022-02-22,1,0,1,0,1,0,1,0,1,0,174181.0,-2.2,53491.0,2849.0
울산광역시,2022-02-22,1,0,1,0,1,0,1,0,1,0,117936.0,0.2,30482.0,1941.0
세종특별자치시,2022-02-22,1,0,1,0,1,0,1,0,1,0,67182.5,-2.9,11748.0,648.0
경기도,2022-02-22,1,0,1,0,1,0,1,0,1,0,1379255.5,-3.4,655560.0,29562.0
강원도,2022-02-22,1,0,1,0,1,0,1,0,1,0,274368.5,-4.7,41182.0,2057.0
충청북도,2022-02-22,1,0,1,0,1,0,1,0,1,0,221875.5,-5.0,45772.0,2187.0
충청남도,2022-02-22,1,0,1,0,1,0,1,0,1,0,312459.0,-2.8,71505.0,3337.0
전라북도,2022-02-22,1,0,1,0,1,0,1,0,1,0,179728.5,-1.3,52300.0,2463.0
전라남도,2022-02-22,1,0,1,0,1,0,1,0,1,0,254219.0,0.8,40015.0,2109.0
경상북도,2022-02-22,1,0,1,0,1,0,1,0,1,0,350427.0,-3.0,66949.0,3127.0
경상남도,2022-02-22,1,0,1,0,1,0,1,0,1,0,324632.0,-0.7,88211.0,4839.0
제주특별자치도,2022-02-22,1,0,1,0,1,0,1,0,1,0,187390.0,4.4,18482.0,1301.0
서울특별시,2022-02-23,1,0,1,0,1,0,1,0,1,0,1363187.0,-5.6,603209.0,41467.0
부산광역시,2022-02-23,1,0,1,0,1,0,1,0,1,0,328744.5,0.0,128676.0,12816.0
대구광역시,2022-02-23,1,0,1,0,1,0,1,0,1,0,220125.5,-2.3,99142.0,6306.0
인천광역시,2022-02-23,1,0,1,0,1,0,1,0,1,0,338313.5,-5.3,161146.0,11063.0
광주광역시,2022-02-23,1,0,1,0,1,0,1,0,1,0,143601.5,-2.0,56172.0,4225.0
대전광역시,2022-02-23,1,0,1,0,1,0,1,0,1,0,177212.0,-4.1,57569.0,4078.0
울산광역시,2022-02-23,1,0,1,0,1,0,1,0,1,0,120606.5,-1.0,33929.0,3447.0
세종특별자치시,2022-02-23,1,0,1,0,1,0,1,0,1,0,68659.5,-4.7,12827.0,1079.0
경기도,2022-02-23,1,0,1,0,1,0,1,0,1,0,1380421.0,-4.6,709092.0,53532.0
강원도,2022-02-23,1,0,1,0,1,0,1,0,1,0,271393.5,-6.8,44373.0,3192.0
충청북도,2022-02-23,1,0,1,0,1,0,1,0,1,0,223125.0,-7.1,49247.0,3475.0
충청남도,2022-02-23,1,0,1,0,1,0,1,0,1,0,314468.0,-4.7,76343.0,4838.0
전라북도,2022-02-23,1,0,1,0,1,0,1,0,1,0,179980.5,-3.3,56324.0,4024.0
전라남도,2022-02-23,1,0,1,0,1,0,1,0,1,0,253015.0,-1.3,43098.0,3083.0
경상북도,2022-02-23,1,0,1,0,1,0,1,0,1,0,352310.0,-5.0,71945.0,4996.0
경상남도,2022-02-23,1,0,1,0,1,0,1,0,1,0,325069.5,-1.8,96234.0,8023.0
제주특별자치도,2022-02-23,1,0,1,0,1,0,1,0,1,0,188821.5,1.9,20244.0,1762.0
서울특별시,2022-02-24,1,0,1,0,1,0,1,0,1,0,1381726.5,-2.4,640379.0,37172.0
부산광역시,2022-02-24,1,0,1,0,1,0,1,0,1,0,339825.5,1.6,140512.0,11836.0
대구광역시,2022-02-24,1,0,1,0,1,0,1,0,1,0,221361.0,0.5,106290.0,7148.0
인천광역시,2022-02-24,1,0,1,0,1,0,1,0,1,0,342534.5,-1.6,175009.0,13863.0
광주광역시,2022-02-24,1,0,1,0,1,0,1,0,1,0,148743.0,0.0,60307.0,4136.0
대전광역시,2022-02-24,1,0,1,0,1,0,1,0,1,0,182084.0,-1.6,62073.0,4504.0
